code,title,credits
RUSS 4338,TOPICS IN INTERCULTURAL COMMUNICATION AND COLLABORATION,3
MUSI 2185,SIGHTSINGING AND EAR TRAINING III,1
ART 4391,INDEPENDENT STUDY,3
MUSI 2249,PRIVATE LESSONS IN BRASS,2
KINE 5226,PATHOPHYSIOLOGY AND PHARMACOLOGY II,2
EE 5305,ANALOG INTEGRATED CIRCUIT DESIGN,3
CE 5356,SURFACE WATER QUALITY MODELING,3
PAPP 6309,INTERGOVERNMENTAL RELATIONS IN THE ADMINISTRATION AND PUBLIC POLICY,3
EDUC 5322,EDUCATIONAL RESEARCH AND EVALUATION,3
OPMA 5382,INDEPENDENT STUDIES IN OPERATIONS MANAGEMENT,3
CM 5387,CONSTRUCTION PRODUCTIVITY,3
MUSI 5227,PRIVATE LESSONS IN CELLO,2
CE 5386,BUILDING HVAC SYSTEMS & ENERGY SIMULATION,3
CE 6308,ANALYTICAL MODELS IN TRANSPORTATION,3
ACCT 5311,FINANCIAL ACCOUNTING I,3
BIOL 4365,TISSUE ENGINEERING LAB,3
HONR 2204,HONORS INDEPENDENT STUDY,2
ENVR 4323,ISSUES IN ENVIRONMENTAL HEALTH,3
PHIL 3324,BUSINESS ETHICS,3
BSAD 6312,REGRESSION,3
ENGR 1191,UNDERGRADUATE SPECIAL TOPICS IN ENGINEERING,1
AREN 3311,CONSTRUCTION ENGINEERING,3
PSYC 4335,COGNITIVE DEVELOPMENT,3
REAE 5392,SELECTED TOPICS IN REAL ESTATE,3
MANA 5345,SOCIAL ENTREPRENEURSHIP,3
ARCH 4372,ADAPTIVE TYPOLOGIES,3
HONR 3535,HONORS SPECIAL TOPICS,4
ANTH 3300,DEBATES IN CULTURAL ANTHROPOLOGY,3
PAPP 5344,QUALITATIVE METHODS,3
ART 5395,INDEPENDENT STUDY IN ART HISTORY AND CRITICISM,3
AE 5391,ADVANCED STUDIES IN AEROSPACE ENGINEERING,3
ART 4383,INDEPENDENT CINEMA PRODUCTION,3
ARCH 5351,WILDERNESS: A CONDITION OF MIND,3
SOCI 4306,QUALITATIVE RESEARCH METHODS,3
SOCI 5393,THESIS SUBSTITUTE,3
ARAB 2310,ARABIC CULTURE IN THE WORLD,3
POLS 5300,AMERICAN GOVERNMENT AND POLITICS,3
EE 4373,POWER QUALITY,3
EDAD 5365,LEADING LEARNING ORGANIZATIONS,3
KINE 2307,SPORTS AND SOCIETY,3
ANTH 3353,STONE AGE HUNTERS AND FARMERS,3
GREK 4335,TOPICS IN GREEK LITERATURE,3
EE 5325,ROBOTICS,3
MUSI 1186,SIGHTSINGING AND EAR TRAINING II,1
CSE 6331,ADVANCED TOPICS IN DATABASE SYSTEMS,3
ART 4358,ADVANCED CINEMA PRODUCTION (ACP): EDITING,3
HIST 3353,MEDIEVAL EUROPE II,3
RUSS 3311,LOCALIZATION AND TRANSLATION II,3
PLAN 5328,PUBLIC BUDGETING,3
HONR-NU 4503,HONORS SPECIAL TOPICS,5
CHEM 4346,ADVANCED SYNTHETIC METHODS,3
GEOL 5450,CONTAMINANT HYDROGEOLOGY,4
SOCW 5482,ADVANCED FIELD SPLIT I,4
IE 5343,HEALTHCARE SYSTEMS ENGINEERING,3
NURSC 5312,ASSESSMENT AND EVALUATION STRATEGIES IN NURSING EDUCATION,3
ASDS 5303,STATISTICAL AND SCIENTIFIC COMPUTING I,3
CE 4308,TEMPORARY STRUCTURES,3
KINE 3302,SPORT AND EXERCISE PSYCHOLOGY,3
EDUC 5263,READING AND DEVELOPMENT,2
EE 5355,DISCRETE TRANSFORMS AND THEIR APPLICATIONS,3
ARCH 2303,HISTORY OF ARCHITECTURE AND INTERIOR DESIGN I,3
MANA 6348,SEMINAR IN HUMAN RESOURCE MANAGEMENT,3
ANTH 5344,CULTURES OF LATIN AMERICA,3
EDUC 5321,EDUCATIONAL RESEARCH,3
MSE 4310,POLYMER MATERIALS SCIENCE,3
PLAN 5345,PLANNING AND REAL ESTATE DEVELOPMENT,3
NURS 5311,NURSING MANAGEMENT IN THE HEALTH CARE ENVIRONMENT,3
SCIE 5355,PRINCIPLES OF CHEMISTRY,3
POLS 4300,POLITICS IN POPULAR CULTURE,3
LARC 5623,STUDIO TEACHING PRACTICUM,6
HCAD 5390,STRATEGIC MANAGEMENT FOR HEALTH CARE ORGANIZATIONS,3
HIST 5342,PRINCIPLES OF ARCHIVES AND MUSEUMS I,3
SOCW 5361,MILITARY TRAUMA,3
NURSG 5610,NEONATAL NP ADVANCED PRACTICUM,6
MUSI 5125,PRIVATE LESSONS IN VIOLIN,1
PSYC 4291,UNDERGRADUATE TEACHING EXPERIENCE,2
MUSI 5308,MUSIC HISTORY SELECTED TOPICS,3
PHYS 3321,INTERMEDIATE ELECTRICITY AND MAGNETISM,3
LING 4334,MORPHOLOGY,3
BSAD 6313,ANOVA,3
HIST 4320,RADICALISM IN MODERN AMERICA,3
ECON 5306,ENVIRONMENTAL ECONOMICS,3
CE 5303,INTRODUCTION TO FINITE ELEMENT,3
AE 5200,PREPARATORY COURSE FOR AEROSPACE ENGINEERING,2
SPED 5312,SPECIAL EDUCATION FIELD EXPERIENCE,3
EE 4382,OPTICAL BIOSENSORS,3
MUSI 0126,CHAMBER MUSIC,1
GEOL 5181,RESEARCH IN GEOLOGY,1
NURS 5432,FAMILY I,4
NURSG 5334,ADVANCED PHARMACOLOGY FOR NURSE PRACTITIONERS,3
AE 5331,ANALYTIC METHODS IN ENGINEERING,3
MATH 4093,UNDERGRADUATE RESEARCH,0
BE 4365,TISSUE ENGINEERING LABORATORY,3
MSE 4339,FRACTURE MECHANICS,3
EE 4340,CONCEPTS & EXERCISES IN ENGINEERING PRACTICE,3
HCAD 5380,HEALTH CARE DATA ANALYTICS,3
MILS 1142,INTRODUCTION TO LEADERSHIP,1
SUT 4551,SUBSTANCE USE TREATMENT FIELD INSTRUCTION I,5
ECON 5314,ECONOMIC ANALYSIS FOR BUSINESS DECISIONS,3
KINE 5372,INTRODUCTION TO EPIDEMIOLOGY,3
MATH 5698,THESIS,6
OPMA 5389,INDEPENDENT STUDIES IN MILITARY ACQUISITION,3
ARCH 5307,THE LIFE OF CITIES,3
AE 5313,FLUID DYNAMICS,3
AREN 2291,PROBLEMS IN ARCHITECTURAL ENGINEERING,2
SOCW 6699,DISSERTATION,6
IE 5332,NONLINEAR PROGRAMMING,3
CRCJ 3307,INTRODUCTION TO SECURITY SYSTEMS,3
CHEM 5421,ANALYTICAL INSTRUMENTATION,4
NURS 3537,INDEPENDENT STUDY,5
MUSI 5222,PRIVATE LESSONS IN ORGAN,2
GEOL 5324,GEOGRAPHIC DATA ANALYSIS PROJECT,3
EE 4339,RADIO FREQUENCY CIRCUIT DESIGN,3
DNCE 4291,CONFERENCE COURSE,2
ENGL 4355,LITERARY CRITICISM AND THEORY I,3
MUSI 5115,VOCAL COACHING,1
BLAW 4332,BUSINESS LAW FOR ACCOUNTANTS,3
EXSS 4332,CHOREOGRAPHY,3
LING 5190,CONFERENCE COURSE IN LINGUISTICS,1
LING 5381,CORPUS LINGUISTICS,3
PSYC 6999,DISSERTATION,9
PHYS 1442,GENERAL COLLEGE PHYSICS II,4
SOCI 5305,RACIAL AND ETHNIC GROUPS IN THE UNITED STATES,3
CHEM 6104,CHEMISTRY CAREER DEVELOPMENT,1
NURS-HI 3360,INTERPROFESSIONAL COLLABORATIVE PRACTICE,3
MATH 5327,FUNCTIONAL ANALYSIS I,3
MATH 6353,GENERALIZED LINEAR MODELS,3
SPAN 4392,SPANISH TRANSLATION AND INTERPRETING INTERNSHIP,3
LING 5328,PSYCHOLINGUISTICS: SENTENCE PROCESSING,3
EXCH 1491,EXCHANGE COURSE,4
CSE 3000,JUNIOR UNDERGRADUATE RESEARCH JUNIOR UNDERGRADUATE RESEARCH,0
KINE 4330,PROGRAM DESIGN & ADMINISTRATION,3
BEEP 4305,BILITERACY DEVELOPMENT IN DUAL LANGUAGE PROGRAMS,3
ANTH 3331,CULTURE AND PERSONALITY,3
EE 5377,PROGRAMMABLE LOGIC CONTROLLERS IN INDUSTRIAL AUTOMATION,3
THEA 3309,DRAMATURGY,3
SOCW 1350,SPECIAL ISSUES IN SOCIAL WORK,3
SOCW 5318,DEATH & DYING,3
PHIL 4385,THEORY OF KNOWLEDGE,3
CE 2331,ENGINEERING MEASUREMENT AND COMPUTER MODELING,3
MUSI 2253,PRIVATE LESSONS IN JAZZ BASS,2
BE 4314,BIOMEDICAL IMPLANTS,3
KINE 3356,PUBLIC HEALTH IN ACADEMIC SETTINGS,3
KINE 2420,INTRODUCTION TO ATHLETIC TRAINING,4
BIOL 4289,RESEARCH IN BIOLOGY,2
MANA 3321,NONPROFIT AND VOLUNTEER MANAGEMENT,3
MATH 2333,INTRODUCTION TO LINEAR ALGEBRA,3
BCMN 2357,RADIO PRODUCTION I,3
MANA 5332,MANAGING DIVERSITY IN ORGANIZATIONS,3
HIST 4327,CYBORGS AND PROSTHETICS,3
MUSI 2302,MUSIC LITERATURE,3
ACCT 4193,ACCOUNTING INTERNSHIP,1
LING 4363,LANGUAGE ENDANGERMENT AND REVITALIZATION,3
EE 5353,NEURAL NETWORKS AND DEEP LEARNING,3
LING 6394,SEMINAR IN SEMANTICS AND PRAGMATICS,3
AAST 3317,DIVERSE POPULATIONS,3
BE 5382,LABORATORY PRINCIPLES,3
KORE 4334,THE CULTURE OF BUSINESS,3
EXSA 0174,WATER AEROBICS,1
CSE 5383,INTRODUCTION TO UNMANNED VEHICLE SYSTEMS,3
MUSI 3397,TOPICS IN RECORD LABEL AND ARTIST MANAGEMENT II,3
ANTH 5349,TOPICS IN ANTHROPOLOGY,3
CSE 4334,DATA MINING,3
BSTAT 5303,QUANTITATIVE ANALYSIS,3
INSY 5343,DATA COMMUNICATIONS AND NETWORKING,3
BE 6297,RESEARCH IN BIOENGINEERING,2
NURS 6699,DISSERTATION,6
MANA 4393,MANAGEMENT INTERNSHIP,3
MARK 6310,MARKETING STRATEGY AND MANAGEMENT,3
INSY 4391,STUDIES IN INFORMATION SYSTEMS,3
CE 5344,CONSTRUCTION METHODS: FIELD OPERATIONS,3
EDAD 5307,TEACHER LEADERSHIP POLICY TRENDS AND ISSUES,3
MAS 4360,CONFERENCE COURSE,3
AAST 2337,ECONOMICS OF SOCIAL ISSUES,3
BIOL 4317,BACTERIAL PATHOGENESIS,3
GEOL 4367,PALEO EARTH SYSTEMS,3
LATN 4302,INTENSIVE LATIN FOR READING II,3
MANA 5360,LEADERSHIP AND TEAMS,3
HCAD 5350,HEALTH CARE INFORMATION SYSTEMS,3
CSE 6379,SPECIAL TOPICS IN ADVANCED BIOINFORMATICS,3
CE 4361,ADVANCED REINFORCED CONCRETE DESIGN,3
ANTH 5325,QUALITATIVE METHODS,3
ART 2331,SEQUENTIAL ILLUSTRATION,3
MUSI 5113,ORCHESTRAL EXCERPTS,1
IE 5361,OPERATIONS RESEARCH FOR LOGISTICS,3
SOCI 3337,RACIAL & ETHNIC GROUPS IN US,3
LING 2371,LANGUAGE IN A MULTICULTURAL USA,3
MUSI 5698,THESIS,6
KINE 5294,RESEARCH IN KINESIOLOGY,2
ECON 3303,MONEY AND BANKING,3
RUSS 2314,INTERMEDIATE RUSSIAN II,3
NURS 6327,CLINICAL SCHOLARSHIP TO IMPROVE HEALTHCARE OUTCOMES,3
GLOBAL 2315,INTRODUCTION TO LOCALIZATION AND LANGUAGE TECHNOLOGY,3
FREN 4332,MEDIEVAL AND RENAISSANCE CULTURES,3
ART 4318,ADVANCED DIGITAL IMAGING,3
ART 3302,ART OF ANTIQUITY,3
PAPP 6346,ADVANCED DATA ANALYSIS IN URBAN AND PUBLIC AFFAIRS,3
MUSI 5139,PRIVATE LESSONS IN TUBA,1
MANA 6318,SEMINAR IN ORGANIZATIONAL THEORY,3
CM 5386,CONSTRUCTION PLANNING & SCHEDULING,3
MUSI 1326,THEORY AND HARMONY II,3
KINE 6394,RESEARCH IN KINESIOLOGY,3
GERM 4321,TOPICS IN LITERATURE & CULTURE,3
BIOL 3427,PLANT SCIENCE,4
MARK 4308,MANAGEMENT AND LEADERSHIP OF THE SALES FORCE,3
MATH 5365,BIOMATHEMATICS,3
CHIN 2310,CHINESE CULTURE IN THE WORLD,3
EE 4328,CURRENT TOPICS IN ELECTRICAL ENGINEERING,3
REAE 5311,REAL ESTATE ANALYSIS,3
ARCH 4346,CONSTRUCTION DRAWINGS,3
MUSI 5160,FLUTE CHOIR,1
HONR-SC 1452,HONORS STRUCTURE AND FUNCTION OF ORGANISMS,4
KINE 4689,FITNESS MANAGEMENT INTERNSHIP,6
CE 5320,TEMPORARY STRUCTURES,3
PAPP 6306,THE URBAN ECONOMY,3
MANA 6390,ADVANCED TOPICS IN MANAGEMENT,3
GEOL 1302,EARTH HISTORY,3
IE 5354,MANAGEMENT OF COMPLEX SYSTEMS,3
MANA 5338,CAREERS & MANAGING IN A CHANGING ENVIRONMENT,3
PLAN 5335,PROFESSIONAL WRITING,3
PAPP 5361,INTERNATIONAL ORGANIZATIONS,3
EDTC 5391,INDEPENDENT RESEARCH,3
NURS 6308,STATE OF THE SCIENCE: BACKGROUND IN RESEARCH,3
LING 3350,LEXICAL SEMANTICS,3
INTS 2301,ENVISIONING INTERDISCIPLINARITY,3
ACCT 5319,FINANCIAL ACCOUNTING III,3
KINE 5386,BIG DATA FOR EPIDEMIOLOGY,3
EXSA 0107,MARTIAL ARTS,1
POLS 4340,FEDERAL SOCIAL POLICY,3
SPAN 3305,ADVANCED SPANISH FOR HERITAGE SPEAKERS,3
BE 5281,BEST PRACTICES IN TEACHING AND LEARNING,2
PAPP 5359,ORGANIZATIONAL DIAGNOSIS,3
NURS 4100,COOPERATIVE NURSING WORK EXPERIENCE,1
MAE 4304,ASTRONAUTICS II,3
CE 5301,TOPICS IN CIVIL ENGINEERING WITH LAB,3
BE 5373,FORMULATION AND CHARACTERIZATION OF DRUG DELIVERY SYSTEMS,3
HONR-NU 4403,HONORS SPECIAL TOPICS,4
FREN 4391,CONFERENCE COURSE,3
PSYC 5342,LEADERSHIP IN ORGANIZATIONS,3
SOCW 3307,DIVERSE POPULATIONS,3
INTD 3361,ENVIRONMENTAL DESIGN & SUSTAINABILITY,3
EDML 4371,SCIENCE IN THE MIDDLE LEVEL GRADES,3
CHEM 5325,SEPARATION SCIENCE,3
MUSI 5352,PSYCHOLOGICAL FOUNDATIONS OF MUSIC EDUCATION,3
NURS 5318,ADVANCED PATHOPHYSIOLOGY FOR NURSE EDUCATORS,3
MATH 5310,MATHEMATICAL GAME THEORY,3
EDAD 6399,DISSERTATION,3
PHIL 4380,PHENOMENOLOGY,3
CE 5396,SITE REMEDIATION ENGINEERING,3
FINA 6292,RESEARCH IN FINANCE,2
SOCW 4310,SOCIAL WORK WITH CHILDREN AND FAMILIES,3
REAE 4319,REAL ESTATE FINANCE,3
PHYS 5383,MODERN PHYSICS FOR TEACHERS,3
CE 5346,OPEN CHANNEL FLOW,3
EMBA 5415,EXPERIENCING THE INTERNATIONAL ENVIRONMENT: SPECIAL PROJECT,4
KORE 4332,CONTEMPORARY KOREAN CULTURE,3
ARCH 1101,ACADEMIC SUCCESS SKILLS IN ARCHITECTURE,1
MUSI 1244,PRIVATE LESSONS IN STRINGS,2
MUSI 3258,PRIVATE LESSONS IN ORGAN,2
EVSE 5289,RESEARCH IN ENVIRONMENTAL SCIENCES,2
FINA 3315,INVESTMENTS,3
ENGL 4326,SHAKESPEARE,3
PSYC 4191,UNDERGRADUATE TEACHING EXPERIENCE,1
ENGR 1251,PROBLEM SOLVING IN ENGINEERING FOR PRECALCULUS STUDENTS,2
INTD 3323,LIGHTING DESIGN,3
IE 6197,RESEARCH IN INDUSTRIAL ENGINEERING,1
ENGL 2300,LITERATURE AND THE GOOD LIFE,3
CM 4315,CONSTRUCTION ESTIMATING II,3
LING 5305,SECOND LANGUAGE ACQUISITION,3
SUT 4350,SPECIAL ISSUES IN SUBSTANCE USE TREATMENT,3
KINE 5228,SEMINAR IN ATHLETIC TRAINING,2
BEEP 5361,LANGUAGE LEARNING: EDUCATIONAL PERSPECTIVES PRACTICUM II,3
EVSE 6397,RESEARCH IN ENVIRONMENTAL AND EARTH SCIENCES,3
IE 1325,INTRODUCTION TO DATA ANALYSIS,3
SOCW 5327,HUMAN BEHAVIOR IN MACRO ENVIRONMENTS,3
LING 4335,LANGUAGE UNIVERSALS & LINGUISTIC TYPOLOGY,3
LAPS 5390,LEARNING DESIGN AND ANALYTICS,3
PHYS 5381,MECHANICS & HEAT FOR TEACHERS,3
LING 3311,PRINCIPLES OF LINGUISTIC ANALYSIS,3
PAPP 6342,INTERMEDIATE DATA ANALYSIS,3
SOCI 3319,SMALL GROUPS,3
PAPP 5318,SOCIAL WELFARE POLICY,3
GWSS 4305,TRANSNATIONAL FEMINISMS,3
AREN 4300,ADVANCED TOPICS IN ARCHITECTURAL ENGINEERING,3
BE 4191,DIRECTED RESEARCH IN BIOENGINEERING,1
EDAD 5290,SELECTED TOPICS IN EDUCATION,2
NURS 3364,INTRODUCTION TO PROFESSIONAL AND CLINICAL CONCEPTS IN NURSING,3
LAPS 5340,BIG DATA METHODS,3
PHYS 6999,DISSERTATION,9
PSYC 4350,SPORT PSYCHOLOGY,3
PAPP 5317,ENVIRONMENTAL POLICY,3
ANTH 5307,FORENSIC ANTHROPOLOGY,3
MATH 5337,CONCEPTS AND TECHNIQUES IN CALCULUS,3
KINE 4203,ADVANCED TECHNIQUES AND TACTICS OF FOOTBALL,2
PLAN 5361,PLANNING INTERNSHIP,3
STATS 5358,REGRESSION ANALYSIS,3
CE 4360,DESIGN OF STRUCTURAL MASONRY,3
EE 1101,INTRODUCTION TO ELECTRICAL ENGINEERING,1
ENGL 6335,TOPICS IN ENGLISH LITERATURE,3
IE 6397,RESEARCH IN INDUSTRIAL ENGINEERING,3
KINE 5233,THERAPEUTIC MODALITIES,2
HIST 3303,HISTORY OF VIDEO GAMES,3
JOUR 3341,PHOTOJOURNALISM II,3
ANTH 2307,BIOLOGICAL ANTHROPOLOGY,3
KINE 4390,PRACTICUM IN SPORT PERFORMANCE,3
AE 5311,STRUCTURAL DYNAMICS,3
PSYC 3200,EXPERIENCING RESEARCH IN PSYCHOLOGY,2
ME 6304,ADVANCED MECHANICS OF MATERIALS,3
MATH 5332,ABSTRACT ALGEBRA II,3
CHEM 2335,QUANTITATIVE CHEMISTRY,3
PHYS 5294,RESEARCH IN PHYSICS,2
ASA 5291,AFFILIATED STUDIES ABROAD,2
MAS 3319,DIVERSE POPULATIONS,3
MASI 5299,GRADUATE MANAGEMENT SCIENCES INTERNSHIP,2
CSE 4372,RISC PROCESSOR DESIGN,3
ART 4317,ART AND ISLAM,3
STATS 5359,SURVIVAL ANALYSIS,3
PAPP 5392,TOPICS IN URBAN MANAGEMENT,3
ASA 3591,AFFILIATED STUDIES ABROAD,5
HIST 4326,TOPICS IN DISABILITY HISTORY,3
BCMN 4322,CORPORATE VIDEO PRODUCTION,3
PAPP 5330,COMMUNITY AND NEIGHBORHOOD ORGANIZATION,3
INTD 3321,MATERIALS AND RESOURCES,3
CHEM 3317,INORGANIC CHEMISTRY,3
ANTH 5673,ARCHAEOLOGY FIELD SCHOOL,6
ENGL 6351,TOPICS IN COMPOSITION STUDIES,3
ARCH 5395,TOPICS IN ARCHITECTURE,3
LAPS 5376,APPLIED REGRESSION ANALYSIS,3
POLS 3378,LATINO POLITICS,3
ART 5359,RESEARCH IN PHOTOGRAPHY DIGITAL IMAGING,3
PORT 1441,BEGINNING PORTUGUESE I,4
HIST 4312,WAR & SOCIETY,3
GEOL 5351,SUSTAINABLE ENERGY RESOURCES,3
SCIE 4332,CLASSROOM INTERACTIONS,3
CE 5347,ADVANCED HYDROLOGY,3
GERM 4317,TOPICS IN GERMAN TRANSLATION,3
PHYS 5193,READINGS IN PHYSICS,1
BE 5352,DIGITAL PROCESSING OF BIOLOGICAL SIGNALS,3
GEOL 5698,THESIS,6
MUSI 3239,APPLIED INSTRUCTION ON A SECONDARY INSTRUMENT,2
SCIE 4304,DIAGNOSIS OF HUMAN DISEASE,3
PSYC 3302,BUSINESS PSYCHOLOGY,3
EDUC 4318,POSITIVE CLASSROOM MANAGEMENT,3
ART 4375,DESIGN TEXAS,3
CRCJ 4333,INSTITUTIONAL CORRECTIONS,3
ARCH 5355,HEMISPHERES,3
AREN 4343,HUMAN INTERACTION IN THE BUILT ENVIRONMENT,3
AREN 4331,BUILDING HVAC SYSTEMS DESIGN,3
EMBA 5413,INTERNATIONAL BUSINESS EXPERIENCE,4
PSYC 3318,ABNORMAL PSYCHOLOGY,3
INTD 4191,CONFERENCE COURSE,1
LING 4354,METHODS AND MATERIALS TO TEACH ENGLISH AS A SECOND OR FOREIGN LANGUAGE,3
KORE 1491,CONFERENCE COURSE,4
HONR 4000,HONORS INDEPENDENT RESEARCH,0
PLAN 5321,VISUAL BASIC AND GIS,3
EDAD 5341,INTERNATIONAL HIGHER EDUCATION ADMINISTRATION AND STUDENT AFFAIRS,3
ARAB 2391,CONFERENCE COURSE,3
EE 2000,SOPHOMORE UNDERGRADUATE RESEARCH,0
GEOL 3316,ASTROBIOLOGY I,3
MSCI 7399,DOCTORAL DEGREE COMPLETION,3
MODL 3311,LOCALIZATION & TRANSLATION II,3
EE 6356,IMAGE AND VIDEO CODING,3
PLAN 5351,TECHNIQUES OF ENVIRONMENTAL ASSESSMENT,3
SOCW 5343,HEALTH POLICY AND SOCIAL JUSTICE,3
EDAD 5382,FOUNDATIONS OF EDUCATIONAL ADMINISTRATION,3
GWSS 4302,WOMEN AND WORK IN TRANSATLANTIC PERSPECTIVE,3
AAST 2371,LANGUAGE IN A MULTICULTURAL USA,3
GEOL 4304,SOLID EARTH GEOMECHANICS,3
FINA 6301,SEMINAR IN THE THEORY OF FINANCE,3
CSE 3323,ELECTRONICS,3
CHEM 5332,CELL SIGNALING & HUMAN BIOCHEMISTRY,3
EE 3446,CIRCUIT ANALYSIS II,4
HIST 3336,ENVIRONMENTAL HISTORY OF THE UNITED STATES,3
ECON 5698,THESIS,6
KINE 3355,ADDICTIVE BEHAVIORS,3
PHYS 3183,MODERN PHYSICS LABORATORY,1
POLS 5383,TOPICS IN PUBLIC ADMINISTRATION AND POLICY MAKING,3
MANA 5329,HR METRICS AND ANALYTICS,3
MATH 5302,FUNDAMENTALS OF MATHEMATICAL SCIENCES I,3
EDAD 5354,THE AMERICAN COMMUNITY COLLEGE,3
MSE 5315,FATIGUE OF ENGINEERING MATERIALS,3
MUSI 3350,PRIVATE LESSONS IN VOICE,3
FREN 3321,LOCALIZATION AND TRANSLATION II,3
NURSC 5640,ADULT GERONTOLOGY ACUTE CARE NP ADVANCED PRACTICUM,6
CM 5382,CONSTRUCTION SUSTAINABILITY,3
MUSI 5127,PRIVATE LESSONS IN CELLO,1
HUMA 3350,CLINICAL MEDICINE AND THE HUMAN EXPERIENCE,3
ENGL 3386,WRITING ABOUT MUSIC,3
ANTH 3325,ETHNOGRAPHY OF SOUTH AMERICA,3
CRCJ 3330,FUNDAMENTALS OF LAW,3
MUSI 5231,PRIVATE LESSONS IN CLARINET,2
MATH 5320,ORDINARY DIFFERENTIAL EQUATIONS,3
MANA 3319,CONTEMPORARY MANAGERIAL CHALLENGES,3
HIST 4313,SMALL WARS & INSURGENCIES,3
JOUR 4393,SPECIAL TOPICS,3
LING 4370,HISTORY OF LINGUISTICS,3
PSYC 5110,PROFESSIONAL DEVELOPMENT,1
IE 5338,HUMAN ENGINEERING,3
MUSI 3237,PRIVATE LESSONS IN JAZZ GUITAR,2
KINE 3325,UNDERGRADUATE RESEARCH METHODS,3
EVSE 5312,ENVIRONMENTAL RISK BASED ACTION,3
MARK 4291,STUDIES IN MARKETING,2
FREN 2314,INTERMEDIATE FRENCH II,3
LING 5354,METHODS AND MATERIALS TO TEACH ENGLISH AS A SECOND OR FOREIGN LANGUAGE,3
SOCW 5392,SELECTED TOPICS IN SOCIAL WELFARE,3
INSY 6301,SEMINAR IN RESEARCH FOUNDATIONS,3
MILS 4391,CONFERENCE COURSE,3
BIOL 4332,POLYMERS IN BIOMEDICAL ENGINEERING,3
ACCT 6101,ACCOUNTING RESEARCH COLLOQUIUM,1
PHIL 4394,SENIOR THESIS,3
THEA 3308,ACTING FOR THE CAMERA AND DIGITAL MEDIA,3
ENGL 3340,HISTORY OF AMERICAN LITERATURE I,3
KINE 4659,PUBLIC HEALTH EXTENDED CUMULATIVE EXPERIENCE,6
KINE 5330,ENVIRONMENTAL PHYSIOLOGY OF EXERCISE,3
REAE 5301,SUSTAINABLE ISSUES IN THE BUILT ENVIRONMENT,3
NURSG 5650,PSYCHIATRIC MENTAL HEALTH NP ADVANCED PRACTICUM,6
ANTH 3346,ANTHROPOLOGY OF TOURISM,3
ARCH 3312,HISTORY OF CONTEMPORARY THEORY,3
CM 5342,CONSTRUCTION PROJECT ADMINISTRATION,3
ARCH 5665,INTERMEDIATE DESIGN STUDIO,6
NURS 5463,ADULT GERONTOLOGY ACUTE CARE,4
MATH 5347,CONCEPTS AND TECHNIQUES IN MATHEMATICAL MODELING WITH APPLICATIONS,3
GEOL 4305,SELECTED TOPICS IN GEOLOGY,3
THEA 4304,MODERN THEATRE HISTORY,3
NURS 5367,EVIDENCE BASED PRACTICE,3
CRCJ 2350,INTRODUCTION TO LAW ENFORCEMENT,3
IE 6999,DISSERTATION,9
NURS-HI 5687,INFORMATICS PRACTICUM,6
NURS-HI 5384,HEALTHCARE DATA MANAGEMENT AND ANALYTICS,3
POLS 4316,WOMEN IN THE POLITICAL PROCESS,3
SOCW 6393,GRANT WRITING,3
CRCJ 4342,FORENSIC HAIR AND FIBER IDENTIFICATION,3
HIST 3369,HISTORY OF SPAIN AND PORTUGAL,3
ACCT 4191,STUDIES IN ACCOUNTING,1
MUSI 5366,JAZZ STYLE AND ANALYSIS,3
CHIN 4391,CONFERENCE COURSE,3
BE 1325,INTRODUCTION TO BIOENGINEERING,3
BIOL 4307,MOLECULAR EVOLUTION,3
HUMA 4301,CULTURE AND IDEAS,3
CRCJ 3385,WOMEN AND CRIME,3
SPAN 4391,CONFERENCE COURSE,3
CSE 5327,TELECOMMUNICATIONS SOFTWARE DEVELOPMENT,3
CE 4325,FUNDAMENTALS OF FINITE ELEMENT METHOD,3
MUSI 2223,PREPARATORY PRIVATE LESSONS,2
PLAN 5391,CONFERENCE COURSE,3
ART 5340,RESEARCH IN STUDIO INTERMEDIA,3
CHEM 4280,UNDERGRADUATE RESEARCH,2
LATN 5301,INTENSIVE LATIN FOR READING I,3
KINE 5171,JOURNAL CLUB IN MOVEMENT & REHABILITATION SCIENCES,1
IE 5321,ENTERPRISE ANALYSIS AND DESIGN,3
MAE 4350,AEROSPACE VEHICLE DESIGN I,3
ART 3316,ANCIENT EGYPTIAN AND NEAR EASTERN ART,3
CE 5302,ADVANCED CONCRETE MATERIALS,3
ENGL 4333,LITERARY GENRES,3
MATH 3315,MATHEMATICAL MODELS,3
EDAD 5380,DIVERSITY AND EQUITY IN EDUCATION,3
BIOL 3457,GENERAL ECOLOGY,4
CE 5366,SOIL DYNAMICS,3
LING 5319,PHONETICS AND PHONOLOGY,3
KINE 5362,PRINCIPLES OF MOVEMENT NEUROSCIENCE,3
LING 6991,RESEARCH IN LINGUISTICS,9
CE 5307,STRUCTURAL TIMBER DESIGN,3
SOCW 6399,DISSERTATION,3
LING 5100,THESIS WRITING SEMINAR,1
IE 4335,COGNITIVE SYSTEMS ENGINEERING,3
EDAD 6371,PERSONNEL & SCHOOL LAW,3
HIST 3309,HEALTH AND INCARCERATION,3
MUSI 2180,FUNCTIONAL PIANO III,1
AS 3311,LEADERSHIP STUDIES,3
BE 6197,RESEARCH IN BIOENGINEERING,1
