Academic Year,Term,Academic Career,Course Career,Primary Instructor First Name,Primary Instructor Last Name,Non Primary Instructors,Subject,Catalog Number,Section Number,A,B,C,D,F,I,P,Q,W,Z,R,Total Grades
2021 - 2022,2021 Fall,GRAD,GRAD,Kirsten,Drake,,NURS,5341,400,50,4,0,0,0,0,0,0,1,0,0,55
2021 - 2022,2021 Fall,GRAD,GRAD,Kirsten,Drake,,NURS,5341,401,71,11,1,0,0,0,0,0,2,0,0,85
2021 - 2022,2021 Fall,GRAD,GRAD,Kirsten,Drake,,NURSG,5341,400,12,0,0,0,0,0,0,0,0,0,0,12
2021 - 2022,2021 Fall,GRAD,GRAD,Kirsten,Drake,,NURSG,5341,401,7,0,0,0,0,0,0,0,0,0,0,7
2021 - 2022,2021 Fall,GRAD,GRAD,Kiva,Harper,,SOCW,5304,002,26,4,0,0,0,0,0,0,0,0,0,30
2021 - 2022,2021 Fall,GRAD,GRAD,Kiva,Harper,,SOCW,5304,003,20,4,4,0,0,0,0,0,1,0,0,29
2021 - 2022,2021 Fall,GRAD,GRAD,Kiva,Harper,,SOCW,5304,017,16,0,0,0,0,0,0,0,0,0,0,16
2021 - 2022,2021 Fall,GRAD,GRAD,Kiva,Harper,,SOCW,5304,018,13,1,0,0,0,0,0,0,0,0,0,14
2021 - 2022,2021 Fall,GRAD,GRAD,Kiva,Harper,,SOCW,5355,001,11,2,0,0,1,0,0,0,1,0,0,15
2021 - 2022,2021 Fall,GRAD,GRAD,Koshy,Vaidyan Joseph,,INSY,5336,001,10,27,20,0,1,0,0,0,2,0,0,60
2021 - 2022,2021 Fall,GRAD,GRAD,Krishnan,Rajeshwar,,CHEM,5381,001,8,3,0,0,0,0,0,0,0,0,0,11
2021 - 2022,2021 Fall,GRAD,GRAD,Kristin,Gigli,,NURS,5315,010,1,4,1,1,0,0,0,0,2,0,0,9
2021 - 2022,2021 Fall,GRAD,GRAD,Kristin,Mapson,,SOCW,5313,016,15,10,3,1,0,0,0,0,0,0,0,29
2021 - 2022,2021 Fall,GRAD,GRAD,Kristin,Mapson,,SOCW,5313,020,13,11,2,1,0,0,0,0,5,0,0,32
2021 - 2022,2021 Fall,GRAD,GRAD,Kristin,Mapson,,SOCW,5323,001,23,1,2,0,1,0,0,0,1,0,0,28
2021 - 2022,2021 Fall,GRAD,GRAD,Kristin,Mapson,,SOCW,5323,002,12,4,2,0,1,0,0,0,0,0,0,19
2021 - 2022,2021 Fall,GRAD,GRAD,Kristina,Crews,Phyllis Wood,NURS,5660,468,0,0,0,0,0,0,7,0,0,0,0,7
2021 - 2022,2021 Fall,GRAD,GRAD,Kristine,Cope,Dianne Ross,NURS,6324,401,4,6,0,0,0,0,0,0,0,0,0,10
2021 - 2022,2021 Fall,GRAD,GRAD,Kristine,Cope,Dianne Ross,NURS,6324,404,8,1,0,0,0,0,0,0,1,0,0,10
2021 - 2022,2021 Fall,GRAD,GRAD,Krystle,Garrett,"Essence Carter-Griffin, Shannon Carey",NURS,5354,403,7,2,0,0,0,0,0,0,1,0,0,10
2021 - 2022,2021 Fall,GRAD,GRAD,Kwangho,Nam,,CHEM,5361,001,3,1,2,0,0,1,0,0,3,0,0,10
2021 - 2022,2021 Fall,GRAD,GRAD,Kytai,Nguyen,Harish Ramachandramoorthy,BE,5373,004,8,2,0,0,0,0,0,0,0,0,0,10
2021 - 2022,2021 Fall,GRAD,GRAD,Kyung Suk,Yum,,MSE,5343,001,5,3,0,0,0,0,0,0,0,0,0,8
2021 - 2022,2021 Fall,GRAD,GRAD,LaShaunn,Bold,,SOCW,5358,030,21,4,1,0,0,0,0,0,0,0,0,26
2021 - 2022,2021 Fall,GRAD,GRAD,Larry,Lockwood,,FINA,6314,001,7,0,0,0,0,0,0,0,0,0,0,7
2021 - 2022,2021 Fall,GRAD,GRAD,Larz,White,Md Rajib Hossen,CSE,5311,005,17,1,0,0,0,0,0,0,0,0,0,18
2021 - 2022,2021 Fall,GRAD,GRAD,Larz,White,Md Rajib Hossen,CSE,5311,202,33,12,2,2,2,0,0,0,0,0,0,51
2021 - 2022,2021 Fall,GRAD,GRAD,Latoya,Smith-Jones,,SOCW,5308,008,19,6,1,1,0,0,0,0,2,0,0,29
2021 - 2022,2021 Fall,GRAD,GRAD,Latoya,Smith-Jones,,SOCW,5313,002,23,5,3,0,0,0,0,0,2,0,0,33
2021 - 2022,2021 Fall,GRAD,GRAD,Latoya,Smith-Jones,,SOCW,5313,019,21,4,0,2,0,0,0,0,1,0,0,28
2021 - 2022,2021 Fall,GRAD,GRAD,Laura,Kunkel,,KINE,5227,001,13,2,0,0,0,0,0,0,0,0,0,15
2021 - 2022,2021 Fall,GRAD,GRAD,Laura,Phipps,,KINE,5378,001,14,2,0,0,0,0,0,0,1,0,0,17
2021 - 2022,2021 Fall,GRAD,GRAD,Laureano,Hoyos,Daniel Green,CE,5370,001,9,0,0,0,0,0,0,0,0,0,0,9
2021 - 2022,2021 Fall,GRAD,GRAD,Laurel,Stvan,,LING,5381,001,16,1,0,0,0,0,0,0,0,0,0,17
2021 - 2022,2021 Fall,GRAD,GRAD,Lauren,Harper,"Ruth Roberts, Sara Moore",NURS,5130,429,0,0,0,0,0,0,8,0,0,0,0,8
2021 - 2022,2021 Fall,GRAD,GRAD,Lauren,Runyon,Phyllis Wood,NURS,5338,464,2,4,0,0,0,0,0,0,0,0,0,6
2021 - 2022,2021 Fall,GRAD,GRAD,Lauri,Jensen-Campbell,Kristen Hull,PSYC,6349,002,21,0,0,0,0,0,0,0,0,0,0,21
2021 - 2022,2021 Fall,GRAD,GRAD,Leah,Wilson,,SOCW,5311,026,21,2,0,0,0,0,0,0,1,0,0,24
2021 - 2022,2021 Fall,GRAD,GRAD,Leah,Wilson,,SOCW,5311,027,24,0,0,0,0,0,0,0,0,0,0,24
2021 - 2022,2021 Fall,GRAD,GRAD,Lee,Sulkin,Mary Davis,NURS,5120,457,0,0,0,0,0,0,5,0,1,0,0,6
2021 - 2022,2021 Fall,GRAD,GRAD,Leigh,Griffis,,NURS,5327,400,111,27,4,0,2,0,0,0,6,0,0,150
2021 - 2022,2021 Fall,GRAD,GRAD,Leigh,Griffis,,NURS,5327,401,88,21,8,4,2,0,0,0,3,0,0,126
2021 - 2022,2021 Fall,GRAD,GRAD,Leigh,Griffis,,NURS,5327,402,123,24,13,0,3,0,0,0,12,0,0,175
2021 - 2022,2021 Fall,GRAD,GRAD,Leigh,Griffis,,NURS,5327,404,105,13,9,2,1,0,0,0,3,0,0,133
2021 - 2022,2021 Fall,GRAD,GRAD,Leigh,Griffis,,NURS,5327,405,11,4,1,1,0,0,0,0,1,0,0,18
2021 - 2022,2021 Fall,GRAD,GRAD,Leonidas,Fegaras,Md Hasanuzzaman Noor,CSE,6331,001,27,17,1,0,0,0,0,0,0,0,0,45
2021 - 2022,2021 Fall,GRAD,GRAD,Leonidas,Fegaras,Tanvir Khan,CSE,5335,001,34,7,3,0,0,0,0,0,0,0,0,44
2021 - 2022,2021 Fall,GRAD,GRAD,Leticia,Cole,"Anamarina Jarecke, Sara Moore",NURSC,5130,404,0,0,0,0,0,0,7,0,0,0,0,7
2021 - 2022,2021 Fall,GRAD,GRAD,Linda,Grande,,NURS,5318,400,34,2,0,0,0,0,0,0,0,0,0,36
2021 - 2022,2021 Fall,GRAD,GRAD,Linda,Grande,,NURS,5318,401,44,2,0,0,0,0,0,0,0,0,0,46
2021 - 2022,2021 Fall,GRAD,GRAD,Linda,Grande,,NURS,5319,400,42,1,0,0,0,0,0,0,0,0,0,43
2021 - 2022,2021 Fall,GRAD,GRAD,Linda,Grande,,NURS,5465,400,6,7,0,0,0,0,0,0,0,0,0,13
2021 - 2022,2021 Fall,GRAD,GRAD,Linda,Grande,,NURS,5465,401,5,21,0,0,0,0,0,0,0,0,0,26
2021 - 2022,2021 Fall,GRAD,GRAD,Linda,Grande,,NURSG,5318,401,5,0,0,0,0,0,0,0,1,0,0,6
2021 - 2022,2021 Fall,GRAD,GRAD,Linda,Grande,,NURSG,5319,400,5,0,0,0,0,0,0,0,1,0,0,6
2021 - 2022,2021 Fall,GRAD,GRAD,Lindsay,Hermsdorfer,Sara Moore,NURS,5220,401,17,4,0,0,0,0,0,0,2,0,0,23
2021 - 2022,2021 Fall,GRAD,GRAD,Ling,Xu,,SOCW,5301,003,20,7,1,1,1,0,0,0,2,0,0,32
2021 - 2022,2021 Fall,GRAD,GRAD,Ling,Xu,,SOCW,5301,004,21,5,2,0,1,0,0,0,2,0,0,31
2021 - 2022,2021 Fall,GRAD,GRAD,Liping,Tang,Samira Izuagbe,BE,5364,005,2,6,0,0,0,0,0,0,0,0,0,8
2021 - 2022,2021 Fall,GRAD,GRAD,Lisa,Lunsford,"Ruth Roberts, Sara Moore",NURS,5130,423,0,0,0,0,1,0,7,0,0,0,0,8
2021 - 2022,2021 Fall,GRAD,GRAD,Loree,Elliott,Phyllis Wood,NURS,5660,466,0,0,0,0,0,0,8,0,0,0,0,8
2021 - 2022,2021 Fall,GRAD,GRAD,Lori,Karl,Phyllis Wood,NURS,5338,457,7,1,0,0,0,0,0,0,0,0,0,8
2021 - 2022,2021 Fall,GRAD,GRAD,Luca,Maddalena,,AE,5385,001,3,2,1,0,0,0,0,0,1,0,0,7
2021 - 2022,2021 Fall,GRAD,GRAD,Ly-Huong,Barrett,,SOCW,5315,001,17,2,1,1,0,0,0,0,2,0,0,23
2021 - 2022,2021 Fall,GRAD,GRAD,Ly-Huong,Barrett,,SOCW,5315,003,13,4,1,0,1,0,0,0,2,0,0,21
2021 - 2022,2021 Fall,GRAD,GRAD,Ly-Huong,Barrett,,SOCW,5367,005,21,4,0,1,0,0,0,0,0,0,0,26
2021 - 2022,2021 Fall,GRAD,GRAD,Ly-Huong,Barrett,,SOCW,5367,030,18,3,0,0,0,0,0,0,0,0,0,21
2021 - 2022,2021 Fall,GRAD,GRAD,Lynda,Jarrell,,NURS,5335,001,1,4,1,0,0,0,0,0,0,0,0,6
2021 - 2022,2021 Fall,GRAD,GRAD,Lynda,Jarrell,,NURSC,5334,402,1,2,3,2,0,0,0,0,2,0,0,10
2021 - 2022,2021 Fall,GRAD,GRAD,Lynda,Jarrell,,NURSG,5334,402,1,1,3,1,0,0,0,0,3,0,0,9
2021 - 2022,2021 Fall,GRAD,GRAD,Lynda,Jarrell,Kyla Ripperger,NURS,5334,400,5,42,57,16,2,0,0,0,21,0,0,143
2021 - 2022,2021 Fall,GRAD,GRAD,Lynda,Jarrell,Kyla Ripperger,NURS,5334,402,4,64,65,12,2,0,0,0,23,0,0,170
2021 - 2022,2021 Fall,GRAD,GRAD,Lynda,Jarrell,Kyla Ripperger,NURSC,5334,400,0,2,3,0,0,0,0,0,4,0,0,9
2021 - 2022,2021 Fall,GRAD,GRAD,Lynda,Jarrell,Kyla Ripperger,NURSG,5334,400,0,5,13,0,0,0,0,0,2,0,0,20
2021 - 2022,2021 Fall,GRAD,GRAD,Lynn,Berger,Mary Davis,NURS,5120,456,0,0,0,0,0,0,8,0,0,0,0,8
2021 - 2022,2021 Fall,GRAD,GRAD,Madan,Mehta,,ARCH,5333,001,13,12,0,0,0,0,0,0,0,0,0,25
2021 - 2022,2021 Fall,GRAD,GRAD,Mahmut,Yasar,Anjila Takhachhen,ECON,5339,001,1,3,2,0,0,0,0,0,0,0,0,6
2021 - 2022,2021 Fall,GRAD,GRAD,Mahyar,Sharif Vaghefi,Ankit Deo,INSY,5378,001,3,11,11,1,4,0,0,0,4,0,0,34
2021 - 2022,2021 Fall,GRAD,GRAD,Manfred,Huber,,CSE,5383,001,4,6,4,0,0,0,0,0,0,0,0,14
2021 - 2022,2021 Fall,GRAD,GRAD,Manjeri,Raja,Samaneh Samiee,INSY,5375,060,4,3,0,0,0,0,0,0,0,0,0,7
2021 - 2022,2021 Fall,GRAD,GRAD,Mansi,Patel,,SOCW,5316,003,9,1,4,0,0,0,0,0,1,0,0,15
2021 - 2022,2021 Fall,GRAD,GRAD,Mansi,Patel,,SOCW,5316,017,9,4,1,0,0,0,0,0,0,0,0,14
2021 - 2022,2021 Fall,GRAD,GRAD,Mansi,Patel,,SOCW,5371,001,21,4,1,0,1,0,0,0,3,0,0,30
2021 - 2022,2021 Fall,GRAD,GRAD,Marcela,Nava,,SOCW,5344,002,28,4,0,0,0,2,0,0,2,0,0,36
2021 - 2022,2021 Fall,GRAD,GRAD,Margaret,Ernster,Essence Carter-Griffin,NURS,6323,405,2,5,0,0,0,0,0,0,0,0,0,7
2021 - 2022,2021 Fall,GRAD,GRAD,Margaret,Ernster,Essence Carter-Griffin,NURS,6326,401,0,0,0,0,0,0,10,0,0,0,0,10
2021 - 2022,2021 Fall,GRAD,GRAD,Margaret,Ernster,Phyllis Wood,NURS,5338,466,5,2,0,0,0,0,0,0,0,0,0,7
2021 - 2022,2021 Fall,GRAD,GRAD,Margarita,Trevino,,NURS,5302,400,27,0,0,0,0,0,0,0,0,0,0,27
2021 - 2022,2021 Fall,GRAD,GRAD,Margarita,Trevino,,NURS,5302,401,34,1,1,0,0,0,0,0,0,0,0,36
2021 - 2022,2021 Fall,GRAD,GRAD,Margarita,Trevino,,NURS,5302,402,34,0,0,0,0,0,0,0,0,0,0,34
2021 - 2022,2021 Fall,GRAD,GRAD,Maria,Delgado,,EDAD,5354,001,11,0,0,0,0,0,0,0,0,0,0,11
2021 - 2022,2021 Fall,GRAD,GRAD,Maria,Trache,,EDAD,5322,002,8,1,0,0,0,0,0,0,0,0,0,9
2021 - 2022,2021 Fall,GRAD,GRAD,Maria,Trache,,EDAD,6315,001,12,0,0,0,0,0,0,0,0,0,0,12
2021 - 2022,2021 Fall,GRAD,GRAD,Marie,Salimbeni,,SOCW,5306,019,26,1,0,0,0,0,0,0,1,0,0,28
2021 - 2022,2021 Fall,GRAD,GRAD,Marie,Salimbeni,,SOCW,5311,024,21,4,0,0,0,0,0,0,0,0,0,25
2021 - 2022,2021 Fall,GRAD,GRAD,Marie,Salimbeni,,SOCW,5357,031,21,0,0,0,1,0,0,0,1,0,0,23
2021 - 2022,2021 Fall,GRAD,GRAD,Marie,Salimbeni,,SOCW,5369,001,5,10,0,0,0,0,0,0,0,0,0,15
2021 - 2022,2021 Fall,GRAD,GRAD,Marie,Salimbeni,,SOCW,5369,002,2,6,0,0,0,0,0,0,0,0,0,8
2021 - 2022,2021 Fall,GRAD,GRAD,Marie,Salimbeni,,SOCW,5395,001,4,1,0,0,0,0,0,0,1,0,0,6
2021 - 2022,2021 Fall,GRAD,GRAD,Marilin,Jakubowske,,SOCW,5301,017,24,6,1,0,0,0,0,0,1,0,0,32
2021 - 2022,2021 Fall,GRAD,GRAD,Marisa,Gomez,,ARCH,5303,001,10,3,1,0,0,0,0,0,1,0,0,15
2021 - 2022,2021 Fall,GRAD,GRAD,Mark,Meyer,Phyllis Wood,NURS,5338,458,7,1,0,0,0,0,0,0,0,0,0,8
2021 - 2022,2021 Fall,GRAD,GRAD,Mark,Ricard,,KINE,5328,001,6,0,0,0,0,0,0,0,0,0,0,6
2021 - 2022,2021 Fall,GRAD,GRAD,Martha,Yee,,NURSC,5466,400,3,2,0,0,0,0,0,0,1,0,0,6
2021 - 2022,2021 Fall,GRAD,GRAD,Martin,Monroe,,MANA,5336,002,10,19,0,0,0,0,0,0,0,0,0,29
2021 - 2022,2021 Fall,GRAD,GRAD,Mary,Davis,"Kyla Ripperger, Lynda Jarrell",NURS,5334,404,0,4,19,5,2,0,0,0,13,0,0,43
2021 - 2022,2021 Fall,GRAD,GRAD,Mary,Roberts,"John Gonzalez, Sayda Major",NURS,5640,461,0,0,0,0,0,0,8,0,0,0,0,8
2021 - 2022,2021 Fall,GRAD,GRAD,Mary Elizabeth,Kopsovich,,SOCW,5362,021,17,3,2,1,0,0,0,0,0,0,0,23
2021 - 2022,2021 Fall,GRAD,GRAD,Maryann,Ugoh,Aimee Dunnam,NURS,5650,001,0,0,0,0,0,0,10,0,0,0,0,10
2021 - 2022,2021 Fall,GRAD,GRAD,Maryann,Ugoh,Heather Skrivanek,NURS,5140,002,0,0,0,0,0,0,10,0,0,0,0,10
2021 - 2022,2021 Fall,GRAD,GRAD,Maryann,Ugoh,Phyllis Wood,NURS,5338,459,8,1,0,0,0,0,0,0,0,0,0,9
2021 - 2022,2021 Fall,GRAD,GRAD,Maura,Bernasconi,,NURS,5329,400,22,0,0,0,0,0,0,0,0,0,0,22
2021 - 2022,2021 Fall,GRAD,GRAD,Maura,Bernasconi,,NURSG,5329,400,7,0,0,0,0,0,0,0,0,0,0,7
2021 - 2022,2021 Fall,GRAD,GRAD,Maura,Bernasconi,Margarita Trevino,NURS,5329,401,12,0,0,0,0,0,0,0,0,0,0,12
2021 - 2022,2021 Fall,GRAD,GRAD,Maura,Bernasconi,Margarita Trevino,NURS,5329,402,15,0,0,0,0,0,0,0,0,0,0,15
2021 - 2022,2021 Fall,GRAD,GRAD,Maureen,Courtney,,NURS,6322,400,4,4,0,0,0,0,0,0,1,0,0,9
2021 - 2022,2021 Fall,GRAD,GRAD,Maureen,Edwards,"Anamarina Jarecke, Sara Moore",NURS,5130,408,0,0,0,0,0,0,10,0,0,0,0,10
2021 - 2022,2021 Fall,GRAD,GRAD,Maxine,Adegbola,,NURS,5327,002,7,11,2,0,0,0,0,0,2,0,0,22
2021 - 2022,2021 Fall,GRAD,GRAD,Maysaa,Hamdan,Narjes Sadeghiamirshahidi,IE,6302,001,4,2,0,0,0,0,0,0,0,0,0,6
2021 - 2022,2021 Fall,GRAD,GRAD,Maysaa,Hamdan,Swati Arkalgud Rajashekar,IE,5304,005,8,16,10,2,0,0,0,0,0,0,0,36
2021 - 2022,2021 Fall,GRAD,GRAD,Md,Hossain,Sehneela Sara Aurpa,CE,5365,001,10,1,0,0,0,0,0,0,0,0,0,11
2021 - 2022,2021 Fall,GRAD,GRAD,Md Salik,Parwez,Aref Shiran,CSE,5344,002,39,4,0,0,0,0,0,0,1,0,0,44
2021 - 2022,2021 Fall,GRAD,GRAD,Md Salik,Parwez,Yanjun Lyu,CSE,5315,001,14,5,1,0,0,0,0,0,1,0,0,21
2021 - 2022,2021 Fall,GRAD,GRAD,Melanie,Schneidmiller,Phyllis Wood,NURS,5660,465,0,0,0,0,0,0,8,0,0,0,0,8
2021 - 2022,2021 Fall,GRAD,GRAD,Melissa,Flores,,SOCW,5352,020,21,0,0,0,0,0,0,0,3,0,0,24
2021 - 2022,2021 Fall,GRAD,GRAD,Melissa,Flores,,SOCW,5352,026,20,2,2,0,0,0,0,0,0,0,0,24
2021 - 2022,2021 Fall,GRAD,GRAD,Melissa,Franklin,"Ruth Roberts, Sara Moore",NURS,5130,427,0,0,0,0,0,0,8,0,0,0,0,8
2021 - 2022,2021 Fall,GRAD,GRAD,Melissa,Glenn,,LIST,5317,005,155,2,1,0,0,0,0,0,0,0,0,158
2021 - 2022,2021 Fall,GRAD,GRAD,Melissa,Hulings,,EDUC,5309,005,57,9,3,2,1,0,0,0,1,0,0,73
2021 - 2022,2021 Fall,GRAD,GRAD,Melissa,Salmons,"Cynthia Rodriguez Wewerka, Dolores Aguilar",NURS,5362,402,0,0,0,0,0,0,7,0,0,0,0,7
2021 - 2022,2021 Fall,GRAD,GRAD,Melissa,Salmons,"Cynthia Rodriguez Wewerka, Dolores Aguilar",NURS,5362,407,0,0,0,0,0,0,10,0,0,0,0,10
2021 - 2022,2021 Fall,GRAD,GRAD,Mengqi,Zhan,,COMM,5305,001,4,3,0,0,0,0,0,0,0,0,0,7
2021 - 2022,2021 Fall,GRAD,GRAD,Meredith,Decker,,KINE,5224,001,10,5,0,0,0,0,0,0,0,0,0,15
2021 - 2022,2021 Fall,GRAD,GRAD,Meredith,Decker,Laura Kunkel,KINE,5353,001,3,17,0,0,0,0,0,0,0,0,0,20
2021 - 2022,2021 Fall,GRAD,GRAD,Mia,Kirby,,SOCW,5307,003,20,8,0,0,0,0,0,0,1,0,0,29
2021 - 2022,2021 Fall,GRAD,GRAD,Michael,Bennett,,SOCW,5311,043,8,11,3,0,2,0,0,0,2,0,0,26
2021 - 2022,2021 Fall,GRAD,GRAD,Michael,Bennett,,SOCW,5311,045,8,9,6,0,1,0,0,0,3,0,0,27
2021 - 2022,2021 Fall,GRAD,GRAD,Michael,Bennett,,SOCW,5353,001,3,7,6,1,0,0,0,0,2,0,0,19
2021 - 2022,2021 Fall,GRAD,GRAD,Michael,Bennett,,SOCW,5353,002,17,9,1,0,2,0,0,0,0,0,0,29
2021 - 2022,2021 Fall,GRAD,GRAD,Michael,Bennett,,SOCW,5353,003,5,3,1,0,0,0,0,0,1,0,0,10
2021 - 2022,2021 Fall,GRAD,GRAD,Michael,Bennett,,SOCW,5353,004,13,4,0,0,1,0,0,0,0,0,0,18
2021 - 2022,2021 Fall,GRAD,GRAD,Michael,Fairchild,"Rishil Nareshkumar Patel, Sanjgna Karthick, Smita Suresh Jadhav",CE,5378,001,2,5,0,0,0,0,0,0,0,0,0,7
2021 - 2022,2021 Fall,GRAD,GRAD,Michael,Fairchild,"Rishil Nareshkumar Patel, Sanjgna Karthick, Smita Suresh Jadhav",CM,5378,001,6,31,1,0,0,0,0,0,0,0,0,38
2021 - 2022,2021 Fall,GRAD,GRAD,Michael,Fairchild,"Rishil Nareshkumar Patel, Sanjgna Karthick, Smita Suresh Jadhav",CM,5378,101,3,6,0,0,0,0,0,0,0,0,0,9
2021 - 2022,2021 Fall,GRAD,GRAD,Michael,Malone,,ARCH,5671,001,7,6,0,0,0,0,0,0,0,0,0,13
2021 - 2022,2021 Fall,GRAD,GRAD,Michael,Manry,Abrar Alam,EE,5350,001,7,2,0,0,0,0,0,0,0,0,0,9
2021 - 2022,2021 Fall,GRAD,GRAD,Michael,Manry,Abrar Alam,EE,5350,002,5,1,0,0,0,0,0,0,0,0,0,6
2021 - 2022,2021 Fall,GRAD,GRAD,Michael,Manry,Abrar Alam,EE,5353,001,10,2,0,0,0,0,0,0,0,0,0,12
2021 - 2022,2021 Fall,GRAD,GRAD,Michael,Niestroy,,EE,5327,001,5,9,0,0,0,1,0,0,0,0,0,15
2021 - 2022,2021 Fall,GRAD,GRAD,Michael,Roner,,BIOL,5309,001,8,6,3,0,1,0,0,0,1,0,0,19
2021 - 2022,2021 Fall,GRAD,GRAD,Michael,TenEyck,,CRCJ,5350,002,4,5,1,1,0,0,0,0,2,0,0,13
2021 - 2022,2021 Fall,GRAD,GRAD,Michael,Vasilyev,,EE,5380,001,7,0,0,0,0,0,0,0,0,0,0,7
2021 - 2022,2021 Fall,GRAD,GRAD,Michael,Vasilyev,,EE,6365,001,7,0,0,0,0,0,0,0,0,0,0,7
2021 - 2022,2021 Fall,GRAD,GRAD,Michael,Ward,,ECON,5343,001,9,5,0,0,0,0,0,0,1,0,0,15
2021 - 2022,2021 Fall,GRAD,GRAD,Michael,Ward,Anjila Takhachhen,ECON,5314,001,14,3,3,0,0,0,0,0,0,0,0,20
2021 - 2022,2021 Fall,GRAD,GRAD,Michelle,Hampton,Deborah Behan,NURS,6320,401,7,1,0,0,0,0,0,0,1,0,0,9
2021 - 2022,2021 Fall,GRAD,GRAD,Michelle,Hampton,Denise Cauble,NURS,5366,405,64,25,5,1,0,0,0,0,2,0,0,97
2021 - 2022,2021 Fall,GRAD,GRAD,Michelle,Washburn,,SOCW,5363,006,25,1,0,0,1,0,0,0,2,0,0,29
2021 - 2022,2021 Fall,GRAD,GRAD,Min-Cheng,Tu,,OPMA,5379,070,12,0,0,0,0,0,0,0,0,0,0,12
2021 - 2022,2021 Fall,GRAD,GRAD,Mindy,Gallegos,Julie Brinzo,NURS,5337,498,6,0,0,0,0,0,0,0,0,0,0,6
2021 - 2022,2021 Fall,GRAD,GRAD,Mohammad,Jahanbakht,Yujing Yang,IE,5304,001,10,35,9,0,0,0,0,0,1,0,0,55
2021 - 2022,2021 Fall,GRAD,GRAD,Mohammad,Jahanbakht,Yujing Yang,IE,5304,002,1,0,1,0,1,0,0,0,3,0,0,6
2021 - 2022,2021 Fall,GRAD,GRAD,Mohammad,Najafi,,CE,5191,005,0,0,0,0,0,0,21,0,0,0,0,21
2021 - 2022,2021 Fall,GRAD,GRAD,Mohammad,Najafi,Rojasadat Sharifian,CE,5344,001,5,5,0,0,0,0,0,0,0,0,0,10
2021 - 2022,2021 Fall,GRAD,GRAD,Mohammad,Najafi,Rojasadat Sharifian,CM,5344,001,8,3,1,0,0,0,0,0,0,0,0,12
2021 - 2022,2021 Fall,GRAD,GRAD,Mohammad,Najafi,Rojasadat Sharifian,CM,5344,101,5,4,0,0,0,0,0,0,0,0,0,9
2021 - 2022,2021 Fall,GRAD,GRAD,Monica,Brown,,SOCW,5681,001,22,1,0,0,0,0,0,0,1,0,0,24
2021 - 2022,2021 Fall,GRAD,GRAD,Monica,Brown,"Michelle Young, Patrice Green",SOCW,5482,001,39,2,0,0,1,0,0,0,2,0,0,44
2021 - 2022,2021 Fall,GRAD,GRAD,Muhammad,Huda,,PHYS,5313,001,6,1,0,0,0,0,0,0,0,0,0,7
2021 - 2022,2021 Fall,GRAD,GRAD,Myrtle,Bell,Naomi Samuel,MANA,5332,002,20,9,3,0,0,0,0,0,0,0,0,32
2021 - 2022,2021 Fall,GRAD,GRAD,Nadra,Guizani,Haotian Zhang,CSE,5324,201,27,22,2,0,0,0,0,0,0,0,0,51
2021 - 2022,2021 Fall,GRAD,GRAD,Nadra,Guizani,Sowmya Reddy Atla,CSE,5324,001,44,0,0,0,0,0,0,0,0,0,0,44
2021 - 2022,2021 Fall,GRAD,GRAD,Nancy,Nagel,John Gonzalez,NURS,5463,401,1,29,13,1,0,0,0,0,5,0,0,49
2021 - 2022,2021 Fall,GRAD,GRAD,Nancy,Nagel,John Gonzalez,NURSC,5463,401,2,21,1,0,0,0,0,0,3,0,0,27
2021 - 2022,2021 Fall,GRAD,GRAD,Nancy,Opperman,"Ashlee Loewen, Julie Brinzo",NURS,5337,454,6,2,0,0,0,0,0,0,0,0,0,8
2021 - 2022,2021 Fall,GRAD,GRAD,Naoko,Witzel,,LING,6390,001,6,1,0,1,0,0,0,0,0,0,0,8
2021 - 2022,2021 Fall,GRAD,GRAD,Narayanan,Janakiraman,,EMBA,5102,001,4,2,0,0,0,0,0,0,0,0,0,6
2021 - 2022,2021 Fall,GRAD,GRAD,Narges,Shayesteh Moghaddam,,ME,5390,003,8,0,0,0,0,0,0,0,0,0,0,8
2021 - 2022,2021 Fall,GRAD,GRAD,Narjes,Abbasabadi,,ARCH,5670,001,11,2,0,0,0,0,0,0,1,0,0,14
2021 - 2022,2021 Fall,GRAD,GRAD,Natalia Eunice,Trigo Acuna,,SPAN,5317,001,10,2,0,0,0,0,0,0,0,0,0,12
2021 - 2022,2021 Fall,GRAD,GRAD,Natalie,Roye,Donna Martinez,NURS,5645,451,0,0,0,0,0,0,9,0,0,0,0,9
2021 - 2022,2021 Fall,GRAD,GRAD,Nathan,Brown,,GEOL,5199,001,0,0,0,0,0,0,6,0,0,0,0,6
2021 - 2022,2021 Fall,GRAD,GRAD,Negin,Fraidouni,Manideep Reddy Karra,CSE,5301,006,34,12,9,0,0,0,0,0,0,0,0,55
2021 - 2022,2021 Fall,GRAD,GRAD,Negin,Fraidouni,Mohammed Samiul Saeef,CSE,5311,002,31,11,4,0,0,0,0,0,1,0,0,47
2021 - 2022,2021 Fall,GRAD,GRAD,Negin,Fraidouni,Quan Nguyen,CSE,5301,003,31,19,4,0,0,0,0,0,0,0,0,54
2021 - 2022,2021 Fall,GRAD,GRAD,Negin,Fraidouni,Tanzima Sultana,CSE,5301,001,44,8,2,0,0,0,0,0,0,0,0,54
2021 - 2022,2021 Fall,GRAD,GRAD,Negin,Fraidouni,Teng Long,CSE,5311,006,29,14,3,0,0,0,0,0,0,0,0,46
