Academic Year,Term,Academic Career,Course Career,Primary Instructor First Name,Primary Instructor Last Name,Non Primary Instructors,Subject,Catalog Number,Section Number,A,B,C,D,F,I,P,Q,W,Z,R,Total Grades
2021 - 2022,2021 Fall,GRAD,GRAD,Anamarina,Jarecke,"Ruth Roberts, Sara Moore",NURS,5130,428,0,0,0,0,0,0,8,0,0,0,0,8
2021 - 2022,2021 Fall,GRAD,GRAD,Anamarina,Jarecke,Sara Moore,NURS,5130,407,0,0,0,0,0,0,9,0,1,0,0,10
2021 - 2022,2021 Fall,GRAD,GRAD,Andreika,Lockett,,SOCW,5306,005,20,6,1,1,0,0,0,0,0,0,0,28
2021 - 2022,2021 Fall,GRAD,GRAD,Andrew,Clark,,COMM,5335,001,10,0,0,0,0,0,0,0,2,0,0,12
2021 - 2022,2021 Fall,GRAD,GRAD,Andrew,Kruzic,Aiswarya Acharath Mohanakrishnan,CE,5326,001,2,2,2,0,0,0,0,0,0,0,0,6
2021 - 2022,2021 Fall,GRAD,GRAD,Andrzej,Korzeniowski,,MATH,5319,001,5,2,0,0,0,0,0,0,0,0,0,7
2021 - 2022,2021 Fall,GRAD,GRAD,Angelisse,Martinez,Patti Parker,NURS,5462,400,0,10,6,0,0,0,0,0,0,0,0,16
2021 - 2022,2021 Fall,GRAD,GRAD,Angelisse,Martinez,Patti Parker,NURS,5462,401,0,13,4,0,0,0,0,0,2,0,0,19
2021 - 2022,2021 Fall,GRAD,GRAD,Ankur,Jain,,AE,5101,001,0,0,0,0,0,0,11,0,0,0,0,11
2021 - 2022,2021 Fall,GRAD,GRAD,Ankur,Jain,Swapnil Suryakant Salvi,ME,5316,001,10,8,8,3,1,0,0,0,0,0,0,30
2021 - 2022,2021 Fall,GRAD,GRAD,Ankur,Jain,Swapnil Suryakant Salvi,ME,5316,002,2,2,2,1,2,0,0,0,0,0,0,9
2021 - 2022,2021 Fall,GRAD,GRAD,Anne,Daly,,LIST,5345,005,93,0,0,0,0,0,0,0,2,0,0,95
2021 - 2022,2021 Fall,GRAD,GRAD,Ariadna,Reyes-Sanchez,,PLAN,5310,001,15,1,0,0,0,0,0,0,1,0,0,17
2021 - 2022,2021 Fall,GRAD,GRAD,Arpita,Bhatt,Asma Akter Rony,CE,5328,001,8,0,1,0,0,0,0,0,0,0,0,9
2021 - 2022,2021 Fall,GRAD,GRAD,Arpita,Bhatt,Asma Akter Rony,CE,5328,101,6,0,1,0,0,0,0,0,0,0,0,7
2021 - 2022,2021 Fall,GRAD,GRAD,Arpita,Bhatt,Tanmay Sunil Jadhav,CE,5382,001,8,1,1,0,0,0,0,0,1,0,0,11
2021 - 2022,2021 Fall,GRAD,GRAD,Arpita,Bhatt,Tanmay Sunil Jadhav,CM,5382,001,7,5,1,0,0,0,0,0,0,0,0,13
2021 - 2022,2021 Fall,GRAD,GRAD,Arpita,Bhatt,Tanmay Sunil Jadhav,CM,5382,101,5,2,0,0,0,0,0,0,1,0,0,8
2021 - 2022,2021 Fall,GRAD,GRAD,Arpita,Bhatt,Vrushabh Lalwani,CE,5382,101,3,1,2,0,0,0,0,0,1,0,0,7
2021 - 2022,2021 Fall,GRAD,GRAD,Arthur,Gonzalez,,HCAD,5301,040,4,6,2,0,0,0,0,0,1,0,0,13
2021 - 2022,2021 Fall,GRAD,GRAD,Ashlee,Loewen,Julie Brinzo,NURS,5337,481,10,0,0,0,0,0,0,0,0,0,0,10
2021 - 2022,2021 Fall,GRAD,GRAD,Ashley,Moore,Mary Davis,NURS,5120,459,0,0,0,0,1,0,7,0,0,0,0,8
2021 - 2022,2021 Fall,GRAD,GRAD,Ashley,Pree,Phyllis Wood,NURSG,5338,450,6,1,0,0,0,0,0,0,0,0,0,7
2021 - 2022,2021 Fall,GRAD,GRAD,Ashley,Walters,Mary Davis,NURS,5120,443,0,0,0,0,0,0,8,0,1,0,0,9
2021 - 2022,2021 Fall,GRAD,GRAD,Audrey,Collins,Phyllis Wood,NURS,5660,453,0,0,0,0,0,0,9,0,0,0,0,9
2021 - 2022,2021 Fall,GRAD,GRAD,Bahra,Khalili Najafabadi,"Adly Noore, Rodrigo Augusto Silva Dos Santos",CSE,5325,003,27,29,3,0,0,0,0,0,0,0,0,59
2021 - 2022,2021 Fall,GRAD,GRAD,Bahra,Khalili Najafabadi,"Adly Noore, Stelly Tomy",CSE,6324,301,13,14,0,0,0,0,0,0,0,0,0,27
2021 - 2022,2021 Fall,GRAD,GRAD,Bai Linh,Hoang,,POLS,5327,001,4,2,1,0,0,0,0,0,0,0,0,7
2021 - 2022,2021 Fall,GRAD,GRAD,Baneen,Manekia,"John Gonzalez, Sayda Major",NURS,5640,458,0,0,0,0,0,0,8,0,0,0,0,8
2021 - 2022,2021 Fall,GRAD,GRAD,Baohong,Yuan,Yang Liu,BE,5326,014,8,0,0,0,0,0,0,0,0,0,0,8
2021 - 2022,2021 Fall,GRAD,GRAD,Barbara,Taylor,Phyllis Wood,NURSG,5660,450,0,0,0,0,0,0,7,0,0,0,0,7
2021 - 2022,2021 Fall,GRAD,GRAD,Benito,Chen Charpentier,,MATH,5307,001,7,9,3,0,0,0,0,0,1,0,0,20
2021 - 2022,2021 Fall,GRAD,GRAD,Benjamin,Jones,,PHYS,5391,002,2,3,1,0,1,0,0,0,0,0,0,7
2021 - 2022,2021 Fall,GRAD,GRAD,Bethane,Hall,,ACCT,5314,001,1,1,1,0,1,0,0,0,2,0,0,6
2021 - 2022,2021 Fall,GRAD,GRAD,Bethane,Hall,,ACCT,5340,001,4,2,1,1,1,0,0,0,8,0,0,17
2021 - 2022,2021 Fall,GRAD,GRAD,Bethane,Hall,,ACCT,5342,001,4,0,1,1,0,0,0,0,2,0,0,8
2021 - 2022,2021 Fall,GRAD,GRAD,Betty,Brown-Trask,Phyllis Wood,NURS,5660,451,0,0,0,0,0,0,9,0,0,0,0,9
2021 - 2022,2021 Fall,GRAD,GRAD,Beverly,Black,,SOCW,5301,005,15,8,4,1,1,0,0,0,3,0,0,32
2021 - 2022,2021 Fall,GRAD,GRAD,Beverly,Black,,SOCW,5301,006,8,11,3,2,1,0,0,0,2,0,0,27
2021 - 2022,2021 Fall,GRAD,GRAD,Beverly,Black,,SOCW,5301,021,4,0,1,0,1,0,0,0,0,0,0,6
2021 - 2022,2021 Fall,GRAD,GRAD,Bhanu,Jain,"Donna Safaddin, Sanjivni Rana",CSE,5330,004,24,5,2,0,0,0,0,0,0,0,0,31
2021 - 2022,2021 Fall,GRAD,GRAD,Bijan,Youssefzadeh,,ARCH,5593,001,2,11,3,0,0,0,0,0,1,0,0,17
2021 - 2022,2021 Fall,GRAD,GRAD,Bin,Jiang,,OPMA,5361,070,46,20,0,0,0,0,0,0,1,0,0,67
2021 - 2022,2021 Fall,GRAD,GRAD,Bin,Srinidhi,,ACCT,6312,018,4,2,1,0,0,0,0,0,0,0,0,7
2021 - 2022,2021 Fall,GRAD,GRAD,Bin,Srinidhi,Marcus Maurer,ACCT,5307,001,35,30,2,0,1,0,0,0,1,0,0,69
2021 - 2022,2021 Fall,GRAD,GRAD,Blessing,Chimenga,"Ashlee Loewen, Julie Brinzo",NURS,5337,456,7,0,0,0,0,0,0,0,0,0,0,7
2021 - 2022,2021 Fall,GRAD,GRAD,Blessing,Chimenga,Julie Brinzo,NURS,5337,485,8,1,0,0,0,0,0,0,0,0,0,9
2021 - 2022,2021 Fall,GRAD,GRAD,Bonita,Dockery,,SOCW,5357,030,16,6,1,0,0,0,0,0,0,0,0,23
2021 - 2022,2021 Fall,GRAD,GRAD,Bonita,Dockery,,SOCW,5357,032,18,3,1,1,0,0,0,0,0,0,0,23
2021 - 2022,2021 Fall,GRAD,GRAD,Bonita,Dockery,,SOCW,5357,035,14,2,6,0,2,0,0,0,0,0,0,24
2021 - 2022,2021 Fall,GRAD,GRAD,Bradley,Bell,,ARCH,5381,001,0,0,0,0,0,0,7,0,0,0,0,7
2021 - 2022,2021 Fall,GRAD,GRAD,Bradley,Bell,,ARCH,5395,005,5,1,0,0,0,0,0,0,0,0,0,6
2021 - 2022,2021 Fall,GRAD,GRAD,Bradly,Masters,,OPMA,5364,020,12,2,0,0,0,0,0,0,0,0,0,14
2021 - 2022,2021 Fall,GRAD,GRAD,Brandi,Pitcox,"Angela Miller, Sara Moore",NURS,5130,436,0,0,0,0,0,0,9,0,0,0,0,9
2021 - 2022,2021 Fall,GRAD,GRAD,Brandon,Respress,,NURS,5112,001,6,15,4,0,0,0,0,0,0,0,0,25
2021 - 2022,2021 Fall,GRAD,GRAD,Brandon,Respress,,NURS,5112,002,3,5,0,0,0,0,0,0,1,0,0,9
2021 - 2022,2021 Fall,GRAD,GRAD,Brandon,Respress,,NURS,5325,001,4,3,0,0,0,0,0,0,0,0,0,7
2021 - 2022,2021 Fall,GRAD,GRAD,Brent,Sasley,,POLS,5333,001,2,2,0,2,0,1,0,0,0,0,0,7
2021 - 2022,2021 Fall,GRAD,GRAD,Brian,Dalio,,CSE,5311,008,4,3,8,5,28,0,0,0,1,0,0,49
2021 - 2022,2021 Fall,GRAD,GRAD,Brian,Dalio,,CSE,5317,001,5,4,4,2,3,0,0,0,1,0,0,19
2021 - 2022,2021 Fall,GRAD,GRAD,Brian,Dalio,,CSE,5321,001,4,5,10,9,13,0,0,0,1,0,0,42
2021 - 2022,2021 Fall,GRAD,GRAD,Brian,Dalio,,CSE,5365,002,4,2,3,4,6,0,0,0,0,0,0,19
2021 - 2022,2021 Fall,GRAD,GRAD,Brian,Dalio,,CSE,5392,001,6,5,4,0,2,0,0,0,0,0,0,17
2021 - 2022,2021 Fall,GRAD,GRAD,Brian,Dennis,,AE,5327,001,12,0,0,0,0,0,0,0,0,0,0,12
2021 - 2022,2021 Fall,GRAD,GRAD,Brian,Horton,,COMM,5320,001,12,1,0,0,0,0,0,0,2,0,0,15
2021 - 2022,2021 Fall,GRAD,GRAD,Brian,Huff,Rudra Patel,IE,5330,001,2,10,2,0,0,0,0,0,1,0,0,15
2021 - 2022,2021 Fall,GRAD,GRAD,Brittanie,Atteberry Ash,,SOCW,5307,011,12,2,0,0,0,0,0,0,1,0,0,15
2021 - 2022,2021 Fall,GRAD,GRAD,Brittany,Baker,,SOCW,5304,016,22,0,2,1,0,0,0,0,2,0,0,27
2021 - 2022,2021 Fall,GRAD,GRAD,Brittany,Baker,,SOCW,5304,019,28,0,0,0,1,0,0,0,1,0,0,30
2021 - 2022,2021 Fall,GRAD,GRAD,Buffy,Powell,Essence Carter-Griffin,NURS,6323,400,8,1,0,0,0,0,0,0,0,0,0,9
2021 - 2022,2021 Fall,GRAD,GRAD,Buffy,Powell,Essence Carter-Griffin,NURS,6326,403,0,0,0,0,0,0,10,0,0,0,0,10
2021 - 2022,2021 Fall,GRAD,GRAD,Byung Ran,So,,CHEM,6011,001,0,0,0,0,0,0,15,0,1,0,0,16
2021 - 2022,2021 Fall,GRAD,GRAD,Candace,Lafferty,,EDUC,5305,005,36,3,0,0,0,0,0,0,1,0,0,40
2021 - 2022,2021 Fall,GRAD,GRAD,Candace,Lafferty,,EDUC,5305,105,14,6,0,0,0,0,0,0,1,0,0,21
2021 - 2022,2021 Fall,GRAD,GRAD,Candace,Lafferty,,EDUC,5309,001,6,1,1,0,0,0,0,0,0,0,0,8
2021 - 2022,2021 Fall,GRAD,GRAD,Candida,Constantine,,NURS,5342,400,36,2,0,0,0,0,0,0,1,0,0,39
2021 - 2022,2021 Fall,GRAD,GRAD,Candida,Constantine,,NURS,5342,401,49,2,0,0,0,0,0,0,0,0,0,51
2021 - 2022,2021 Fall,GRAD,GRAD,Candida,Constantine,,NURS,5343,400,41,2,2,0,0,0,0,0,2,0,0,47
2021 - 2022,2021 Fall,GRAD,GRAD,Candida,Constantine,,NURSG,5343,400,9,1,0,0,0,0,0,0,0,0,0,10
2021 - 2022,2021 Fall,GRAD,GRAD,Carlton,Rojas,"John Gonzalez, Sayda Major",NURS,5640,457,0,0,0,0,0,0,8,0,0,0,0,8
2021 - 2022,2021 Fall,GRAD,GRAD,Caroline,Krejci,Poojan Sanjay Patel,IE,5329,001,10,22,4,2,0,0,0,0,1,0,0,39
2021 - 2022,2021 Fall,GRAD,GRAD,Carrie,Ausbrooks,,EDAD,5360,105,97,4,2,0,1,0,0,0,1,0,0,105
2021 - 2022,2021 Fall,GRAD,GRAD,Carrie,Ausbrooks,,EDAD,6392,006,6,0,0,0,0,0,0,0,0,0,0,6
2021 - 2022,2021 Fall,GRAD,GRAD,Catherine,Robert,,EDAD,6343,001,6,3,0,0,0,0,0,0,2,0,0,11
2021 - 2022,2021 Fall,GRAD,GRAD,Cathryn,Brown,Donna Hamby,NURS,6327,400,6,2,0,1,0,0,0,0,3,0,0,12
2021 - 2022,2021 Fall,GRAD,GRAD,Cathryn,Brown,Donna Hamby,NURS,6327,404,9,0,0,0,0,0,0,0,1,0,0,10
2021 - 2022,2021 Fall,GRAD,GRAD,Cesar,Torres,Shreyosi Endow,CSE,5392,002,3,2,4,0,1,0,0,0,0,0,0,10
2021 - 2022,2021 Fall,GRAD,GRAD,Chaitanya,Sambhara,Roopa Ramesh Desai,INSY,5375,001,9,5,1,0,0,0,0,0,0,0,0,15
2021 - 2022,2021 Fall,GRAD,GRAD,Chaitanya,Sambhara,Roopa Ramesh Desai,INSY,5375,020,5,7,0,0,0,0,0,0,0,0,0,12
2021 - 2022,2021 Fall,GRAD,GRAD,Chance,Eary,Athma Vaishali Shanmuga Rajeswaran,CSE,5306,004,13,6,4,3,17,0,0,0,1,0,0,44
2021 - 2022,2021 Fall,GRAD,GRAD,Chance,Eary,Jacob Devasier,CSE,5306,001,22,12,1,3,7,0,0,0,0,0,0,45
2021 - 2022,2021 Fall,GRAD,GRAD,Chance,Eary,Mohammad Samiul Arshad,CSE,5306,003,33,6,1,1,4,0,0,0,0,0,0,45
2021 - 2022,2021 Fall,GRAD,GRAD,Chaoqun,Liu,,MATH,5338,001,11,5,2,0,0,0,0,0,0,0,0,18
2021 - 2022,2021 Fall,GRAD,GRAD,Charles,MacBride,,ARCH,5671,002,7,4,1,0,0,0,0,0,0,0,0,12
2021 - 2022,2021 Fall,GRAD,GRAD,Charles,Miller,Marcus Maurer,BLAW,5332,001,4,12,1,0,1,0,0,0,1,0,0,19
2021 - 2022,2021 Fall,GRAD,GRAD,Charles,Newson,Srinija Katakam,MANA,5344,001,23,4,0,0,0,0,0,0,0,0,0,27
2021 - 2022,2021 Fall,GRAD,GRAD,Che-Chun,Lin,,FINA,5340,072,24,0,0,0,0,0,0,0,1,0,0,25
2021 - 2022,2021 Fall,GRAD,GRAD,Cheng,Luo,Sai Praneeth Kodati,AE,5331,001,11,10,0,0,0,0,0,0,0,0,0,21
2021 - 2022,2021 Fall,GRAD,GRAD,Cheng,Luo,Sai Praneeth Kodati,AE,5331,002,5,3,0,0,2,0,0,0,0,0,0,10
2021 - 2022,2021 Fall,GRAD,GRAD,Cheng-Jen,Chuong,"Juhyun Lee, Shu Kang",BE,5101,013,0,0,0,0,0,0,14,0,0,0,0,14
2021 - 2022,2021 Fall,GRAD,GRAD,Chengkai,Li,,DASC,5301,001,9,18,8,8,4,0,0,0,1,0,0,48
2021 - 2022,2021 Fall,GRAD,GRAD,Cheryl,Gordon,Mary Davis,NURS,5120,450,0,0,0,0,0,0,7,0,0,0,0,7
2021 - 2022,2021 Fall,GRAD,GRAD,Cheryl,Prachyl,,ACCT,5307,002,16,22,16,3,3,0,0,0,0,0,0,60
2021 - 2022,2021 Fall,GRAD,GRAD,Cheryl,Prachyl,,ACCT,5307,003,23,19,10,0,0,0,0,0,0,0,0,52
2021 - 2022,2021 Fall,GRAD,GRAD,Cheryl,Prachyl,,ACCT,5321,001,5,11,0,0,0,0,0,0,1,0,0,17
2021 - 2022,2021 Fall,GRAD,GRAD,Choong-Un,Kim,"Chuzhong Zhang, Pushkar Kiran Gothe, Yao Ren",MSE,5304,001,8,2,0,0,0,0,0,0,0,0,0,10
2021 - 2022,2021 Fall,GRAD,GRAD,Chris,Deeter,,SCED,5352,105,53,6,0,0,0,0,0,0,0,0,0,59
2021 - 2022,2021 Fall,GRAD,GRAD,Christi,Morgan,,EDAD,5330,005,159,5,0,0,4,0,0,0,2,0,0,170
2021 - 2022,2021 Fall,GRAD,GRAD,Christi,Morgan,,EDAD,5399,005,155,1,1,0,2,0,0,0,4,0,0,163
2021 - 2022,2021 Fall,GRAD,GRAD,Christian,Vazquez,,SOCW,5313,004,13,6,0,0,0,0,0,0,0,0,0,19
2021 - 2022,2021 Fall,GRAD,GRAD,Christie,Eckler,,SOCW,5320,001,17,5,1,0,1,0,0,0,1,0,0,25
2021 - 2022,2021 Fall,GRAD,GRAD,Christie,Eckler,,SOCW,5327,001,24,3,1,0,0,0,0,0,1,0,0,29
2021 - 2022,2021 Fall,GRAD,GRAD,Christina,Sanchez,"Angela Miller, Sara Moore",NURS,5130,438,0,0,0,0,0,0,9,0,0,0,0,9
2021 - 2022,2021 Fall,GRAD,GRAD,Christina,Tuell,,KINE,5380,001,10,0,0,0,0,0,0,0,0,0,0,10
2021 - 2022,2021 Fall,GRAD,GRAD,Christoph,Csallner,Mohammad Rifat Arefin,CSE,6324,001,16,14,0,0,0,0,0,0,0,0,0,30
2021 - 2022,2021 Fall,GRAD,GRAD,Christopher,Candreva,,BSAD,6317,001,8,2,0,0,0,0,0,0,0,0,0,10
2021 - 2022,2021 Fall,GRAD,GRAD,Christopher,Candreva,Surya Venkatraman,ECON,5336,001,9,4,4,1,0,1,0,0,2,0,0,21
2021 - 2022,2021 Fall,GRAD,GRAD,Christopher,Conway,,MODL,5310,001,6,3,0,0,0,0,0,0,0,0,0,9
2021 - 2022,2021 Fall,GRAD,GRAD,Christopher,Elliott,,AE,5302,002,16,1,0,0,0,0,0,0,4,0,0,21
2021 - 2022,2021 Fall,GRAD,GRAD,Christopher,Morris,,HIST,5339,001,10,5,0,0,0,0,0,0,1,0,0,16
2021 - 2022,2021 Fall,GRAD,GRAD,Christy,Spivey,,ECON,5330,006,11,4,2,1,0,1,0,0,1,0,0,20
2021 - 2022,2021 Fall,GRAD,GRAD,Christy,Spivey,,ECON,5333,006,8,7,0,0,0,0,0,0,1,0,0,16
2021 - 2022,2021 Fall,GRAD,GRAD,Chuan-Ming,Liu,,INSY,5378,070,33,1,0,0,0,1,0,0,1,0,0,36
2021 - 2022,2021 Fall,GRAD,GRAD,Chunke,Su,,MANA,5320,070,23,6,0,0,0,0,0,0,0,0,0,29
2021 - 2022,2021 Fall,GRAD,GRAD,Cindy,Joffrion Moss,Phyllis Wood,NURSC,5660,454,0,0,0,0,0,0,6,0,0,0,0,6
2021 - 2022,2021 Fall,GRAD,GRAD,Clayton,Rogers,Phyllis Wood,NURS,5338,484,7,0,0,0,0,0,0,0,0,0,0,7
2021 - 2022,2021 Fall,GRAD,GRAD,Clayton,Rogers,Phyllis Wood,NURS,5660,458,0,0,0,0,0,0,8,0,0,0,0,8
2021 - 2022,2021 Fall,GRAD,GRAD,Clifton,Evans,,MUSI,5111,001,6,0,0,0,0,0,0,0,0,0,0,6
2021 - 2022,2021 Fall,GRAD,GRAD,Collin,Naugher,,NURS,5467,400,7,1,0,0,0,0,0,0,0,0,0,8
2021 - 2022,2021 Fall,GRAD,GRAD,Collin,Naugher,,NURS,5467,401,13,1,0,0,0,0,0,0,0,0,0,14
2021 - 2022,2021 Fall,GRAD,GRAD,Connie,Karvas,Phyllis Wood,NURS,5660,456,0,0,0,0,0,0,9,0,0,0,0,9
2021 - 2022,2021 Fall,GRAD,GRAD,Cortlyn,Elshire,Mary Davis,NURS,5120,460,0,0,0,0,2,0,7,0,0,0,0,9
2021 - 2022,2021 Fall,GRAD,GRAD,Courtney,Butts,,SOCW,5366,002,6,1,0,1,0,0,0,0,0,0,0,8
2021 - 2022,2021 Fall,GRAD,GRAD,Courtney,Schoedel,Scott Oldner,ARCH,5325,001,19,16,3,0,0,0,0,0,0,0,0,38
2021 - 2022,2021 Fall,GRAD,GRAD,Courtney,Werner,Sara Moore,NURS,5220,400,100,41,4,0,0,0,0,0,3,0,0,148
