Academic Year,Term,Academic Career,Course Career,Primary Instructor First Name,Primary Instructor Last Name,Non Primary Instructors,Subject,Catalog Number,Section Number,A,B,C,D,F,I,P,Q,W,Z,R,Total Grades
2023 - 2024,2024 Spring,UGRD,UGRD,Julie,Adkins,,ANTH,2322,003,6,17,12,9,11,0,0,0,3,0,0,58
2023 - 2024,2024 Spring,UGRD,UGRD,Julie,Adkins,,ANTH,3331,001,3,24,2,2,3,0,0,0,0,0,0,34
2023 - 2024,2024 Spring,GRAD,GRAD,Ashfaq,Adnan,,ME,6397,039,0,0,0,0,0,0,0,0,0,0,6,6
2023 - 2024,2024 Spring,GRAD,GRAD,Katherine,Afflerbach,,SOCW,5303,009,11,1,0,0,0,0,0,0,1,0,0,13
2023 - 2024,2024 Spring,GRAD,GRAD,Katherine,Afshar,,NURS,5120,416,0,0,0,0,0,0,10,0,0,0,0,10
2023 - 2024,2024 Spring,UGRD,UGRD,Dereje,Agonafer,,MAE,4306,001,34,0,0,0,0,0,0,0,1,0,0,35
2023 - 2024,2024 Spring,GRAD,GRAD,Dereje,Agonafer,,ME,5353,001,19,0,0,0,0,0,0,0,0,0,0,19
2023 - 2024,2024 Spring,GRAD,GRAD,Esteban,Aguirre,,NURS,5640,455,0,0,0,0,0,0,7,0,0,0,0,7
2023 - 2024,2024 Spring,GRAD,GRAD,Ishfaq,Ahmad,,CSE,5351,001,6,6,3,0,2,0,0,0,0,0,0,17
2023 - 2024,2024 Spring,GRAD,GRAD,Habib,Ahmari,,CE,6316,001,7,1,1,0,0,0,0,0,0,0,0,9
2023 - 2024,2024 Spring,UGRD,UGRD,Darrell,Aiken,,MILS,0180,001,16,0,0,0,1,0,0,0,0,0,0,17
2023 - 2024,2024 Spring,UGRD,UGRD,Darrell,Aiken,,MILS,1142,001,13,0,3,0,0,0,0,0,2,0,0,18
2023 - 2024,2024 Spring,UGRD,UGRD,LaDonna,Aiken,,BCMN,2360,001,10,5,0,0,2,0,0,0,0,0,0,17
2023 - 2024,2024 Spring,UGRD,UGRD,LaDonna,Aiken,,BCMN,2370,001,9,3,0,0,0,0,0,0,0,0,0,12
2023 - 2024,2024 Spring,UGRD,UGRD,LaDonna,Aiken,,BCMN,4322,001,8,1,0,0,0,0,0,0,0,0,0,9
2023 - 2024,2024 Spring,GRAD,GRAD,Tuncay,Aktosun,,MATH,5322,001,8,0,0,0,0,0,0,0,0,0,0,8
2023 - 2024,2024 Spring,UGRD,UGRD,Majed,Al-Ghafry,,CE,3210,001,35,0,0,0,0,0,0,0,0,0,0,35
2023 - 2024,2024 Spring,UGRD,UGRD,Shaban,Al-Refai,,ART,4374,001,8,4,3,0,0,0,0,0,0,0,0,15
2023 - 2024,2024 Spring,UGRD,UGRD,Najia,Alameddin,,FREN,1441,003,7,4,3,2,5,0,0,0,2,0,0,23
2023 - 2024,2024 Spring,UGRD,UGRD,Najia,Alameddin,,FREN,1442,001,7,8,4,0,0,0,0,1,0,0,0,20
2023 - 2024,2024 Spring,UGRD,UGRD,Najia,Alameddin,,FREN,1442,002,12,10,5,0,0,0,0,0,1,0,0,28
2023 - 2024,2024 Spring,UGRD,UGRD,Najia,Alameddin,,FREN,3303,002,7,5,3,0,0,0,0,0,4,0,0,19
2023 - 2024,2024 Spring,UGRD,UGRD,Najia,Alameddin,,FREN,4335,001,6,3,1,0,0,0,0,0,0,0,0,10
2023 - 2024,2024 Spring,UGRD,UGRD,Kambiz,Alavi,,EE,2303,001,39,8,2,1,0,0,0,0,0,0,0,50
2023 - 2024,2024 Spring,UGRD,UGRD,Kambiz,Alavi,,EE,2347,001,26,18,4,1,1,0,0,0,1,0,0,51
2023 - 2024,2024 Spring,UGRD,UGRD,Carlos,Alba,,ARCH,3554,003,13,0,0,0,0,0,0,0,0,0,0,13
2023 - 2024,2024 Spring,UGRD,UGRD,Georgios,Alexandrakis,,BE,3325,003,2,5,1,0,0,0,0,0,1,0,0,9
2023 - 2024,2024 Spring,GRAD,GRAD,Georgios,Alexandrakis,,BE,5325,003,9,2,0,0,0,0,0,0,1,0,0,12
2023 - 2024,2024 Spring,GRAD,GRAD,Georgios,Alexandrakis,,BE,6102,013,0,0,0,0,0,0,11,0,0,0,0,11
2023 - 2024,2024 Spring,UGRD,UGRD,Zaid,Alfayez,,CM,3315,001,12,0,0,0,0,0,0,0,0,0,0,12
2023 - 2024,2024 Spring,UGRD,UGRD,Zaid,Alfayez,,CM,3315,101,15,7,0,0,0,0,0,0,0,0,0,22
2023 - 2024,2024 Spring,UGRD,UGRD,Zaid,Alfayez,,CM,3337,001,8,1,0,0,0,0,0,0,0,0,0,9
2023 - 2024,2024 Spring,UGRD,UGRD,Zaid,Alfayez,,CM,3337,101,26,6,0,0,0,0,0,0,0,0,0,32
2023 - 2024,2024 Spring,UGRD,UGRD,Zaid,Alfayez,,CM,4353,001,12,1,0,0,0,0,0,0,0,0,0,13
2023 - 2024,2024 Spring,UGRD,UGRD,Zaid,Alfayez,,CM,4353,101,33,5,1,0,0,0,0,0,0,0,0,39
2023 - 2024,2024 Spring,UGRD,UGRD,Steven,Alferink,,MATH,1308,500,10,48,39,8,26,0,0,0,56,0,0,187
2023 - 2024,2024 Spring,UGRD,UGRD,Ahmed,Ali,,MATH,3319,001,20,24,13,0,3,0,0,0,2,0,0,62
2023 - 2024,2024 Spring,UGRD,UGRD,Ahmed,Ali,,MATH,3330,003,24,11,14,3,5,0,0,0,4,0,0,61
2023 - 2024,2024 Spring,UGRD,UGRD,Ahmed,Ali,,MATH,3330,004,20,18,10,5,4,0,0,1,4,0,0,62
2023 - 2024,2024 Spring,UGRD,UGRD,Hussain,Ali,,CE,4393,001,15,0,0,0,0,0,0,0,0,0,0,15
2023 - 2024,2024 Spring,UGRD,UGRD,Patricia,Allard,,NURS,3352,500,111,26,5,0,0,0,0,0,1,0,0,143
2023 - 2024,2024 Spring,UGRD,UGRD,Patricia,Allard,,NURS,3352,501,113,9,5,0,3,0,0,0,0,0,0,130
2023 - 2024,2024 Spring,UGRD,UGRD,Patricia,Allard,,NURS,3352,502,96,17,6,1,4,0,0,0,2,0,0,126
2023 - 2024,2024 Spring,UGRD,UGRD,Patricia,Allard,,NURS,4350,003,0,0,0,0,0,0,12,0,0,0,0,12
2023 - 2024,2024 Spring,UGRD,UGRD,Aida,Allen,,MATH,1301,500,38,31,25,9,16,0,0,0,11,0,0,130
2023 - 2024,2024 Spring,UGRD,UGRD,Aida,Allen,,MATH,1308,088,15,16,22,6,9,0,0,1,13,0,0,82
2023 - 2024,2024 Spring,GRAD,GRAD,Diane,Allen,,LARC,5313,001,5,1,0,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Spring,UGRD,UGRD,Taren,Allen,,SOCW,3301,014,3,2,0,0,0,0,0,0,1,0,0,6
2023 - 2024,2024 Spring,UGRD,UGRD,Taren,Allen,,SOCW,3307,002,4,3,1,0,0,0,0,1,0,0,0,9
2023 - 2024,2024 Spring,UGRD,UGRD,Taren,Allen,,SOCW,4314,002,9,1,0,0,1,0,0,1,0,0,0,12
2023 - 2024,2024 Spring,UGRD,UGRD,Taren,Allen,,SOCW,4452,101,34,3,0,0,0,0,0,0,0,0,0,37
2023 - 2024,2024 Spring,UGRD,UGRD,Taren,Allen,,SOCW,4552,001,34,3,0,0,0,0,0,0,0,0,0,37
2023 - 2024,2024 Spring,UGRD,UGRD,Thomas,Allsup,,MAE,2381,001,4,33,27,6,1,0,0,3,3,0,0,77
2023 - 2024,2024 Spring,UGRD,UGRD,Thomas,Allsup,,MAE,3183,002,2,8,0,0,0,0,0,0,0,0,0,10
2023 - 2024,2024 Spring,UGRD,UGRD,Thomas,Allsup,,MAE,3183,004,7,9,0,0,0,0,0,0,0,0,0,16
2023 - 2024,2024 Spring,GRAD,GRAD,Stacey,Almond,,PAPP,5399,500,12,0,0,0,0,0,0,0,0,0,0,12
2023 - 2024,2024 Spring,UGRD,UGRD,Abeer,Almughrabi,,CM,4337,001,5,4,0,0,0,0,0,0,0,0,0,9
2023 - 2024,2024 Spring,UGRD,UGRD,Abeer,Almughrabi,,CM,4337,101,33,7,1,0,0,0,0,0,0,0,0,41
2023 - 2024,2024 Spring,GRAD,GRAD,Abeer,Almughrabi,,CM,5300,001,42,21,0,0,0,0,0,0,0,0,0,63
2023 - 2024,2024 Spring,UGRD,UGRD,Tahani,Altaji,,MATH,0312,CO1,0,0,0,0,8,0,15,0,1,0,0,24
2023 - 2024,2024 Spring,UGRD,UGRD,Tahani,Altaji,,MATH,1315,CO1,2,10,0,3,7,0,0,0,2,0,0,24
2023 - 2024,2024 Spring,UGRD,UGRD,Edwin,Altomare,,FINA,4320,001,17,1,1,0,0,0,0,0,1,0,0,20
2023 - 2024,2024 Spring,UGRD,UGRD,Edwin,Altomare,,FINA,4324,002,46,4,0,0,0,0,0,0,2,0,0,52
2023 - 2024,2024 Spring,UGRD,UGRD,Atieno,Amadi,,INSY,3305,002,8,22,8,0,1,0,0,0,1,0,0,40
2023 - 2024,2024 Spring,UGRD,UGRD,Atieno,Amadi,,INSY,3305,003,12,34,9,0,1,0,0,0,0,0,0,56
2023 - 2024,2024 Spring,UGRD,UGRD,Atieno,Amadi,,INSY,3330,003,6,10,5,2,1,0,0,0,0,0,0,24
2023 - 2024,2024 Spring,UGRD,UGRD,Atieno,Amadi,,INSY,4325,001,10,25,6,2,0,0,0,0,2,0,0,45
2023 - 2024,2024 Spring,UGRD,UGRD,Amanda,Aman,,ARCH,4557,001,9,4,0,0,0,0,0,0,0,0,0,13
2023 - 2024,2024 Spring,GRAD,GRAD,Amanda,Aman,,ARCH,5343,001,7,0,0,0,1,0,0,0,0,0,0,8
2023 - 2024,2024 Spring,UGRD,UGRD,Giridhar,Amaravadi,,CSE,3314,002,43,2,0,0,0,0,0,0,0,0,0,45
2023 - 2024,2024 Spring,UGRD,UGRD,Giridhar,Amaravadi,,CSE,4322,002,42,1,0,0,0,0,0,0,0,0,0,43
2023 - 2024,2024 Spring,GRAD,GRAD,Giridhar,Amaravadi,,CSE,5321,220,19,0,0,0,1,0,0,0,0,0,0,20
2023 - 2024,2024 Spring,GRAD,GRAD,Giridhar,Amaravadi,,CSE,5325,003,57,3,0,0,0,0,0,0,0,0,0,60
2023 - 2024,2024 Spring,UGRD,UGRD,Carla,Amaro-Jimenez,,BEEP,4385,003,24,12,0,0,0,0,0,0,0,0,0,36
2023 - 2024,2024 Spring,UGRD,UGRD,Miguel,Amaya,,MAE,1107,001,9,20,7,1,0,0,0,1,1,0,0,39
2023 - 2024,2024 Spring,UGRD,UGRD,Miguel,Amaya,,MAE,1107,002,19,20,0,0,1,0,0,0,0,0,0,40
2023 - 2024,2024 Spring,UGRD,UGRD,Miguel,Amaya,,MAE,1107,003,18,10,6,3,3,0,0,0,0,0,0,40
2023 - 2024,2024 Spring,UGRD,UGRD,Miguel,Amaya,,MAE,3310,002,17,19,15,6,6,0,0,2,3,0,0,68
2023 - 2024,2024 Spring,UGRD,UGRD,Gaik,Ambartsoumian,,MATH,1315,088,4,13,7,11,16,0,0,4,13,0,0,68
2023 - 2024,2024 Spring,UGRD,UGRD,Saurabh,Ambulkar,,OPMA,4310,001,2,4,0,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Spring,GRAD,GRAD,Saurabh,Ambulkar,,OPMA,5368,001,9,14,1,0,0,0,0,0,0,0,0,24
2023 - 2024,2024 Spring,UGRD,UGRD,Nora,Ameri,,MAE,2312,002,12,34,12,4,0,1,0,4,3,0,0,70
2023 - 2024,2024 Spring,UGRD,UGRD,Amirhesam,Amerinatanzi,,MAE,2381,004,5,22,14,7,0,0,0,0,3,0,0,51
2023 - 2024,2024 Spring,UGRD,UGRD,Letora,Anderson,,UDES,3551,001,13,2,0,0,0,0,0,0,1,0,0,16
2023 - 2024,2024 Spring,UGRD,UGRD,Brandi,Andrade,,THEA,3361,001,7,5,0,0,4,0,0,0,0,0,0,16
2023 - 2024,2024 Spring,GRAD,GRAD,Ardeshir,Anjomani,,PLAN,6311,001,5,1,0,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Spring,GRAD,GRAD,Adam,Annaccone,,KINE,5222,001,5,3,0,0,0,0,0,0,0,0,0,8
2023 - 2024,2024 Spring,GRAD,GRAD,Adam,Annaccone,,KINE,5228,001,9,0,0,0,0,0,0,0,0,0,0,9
2023 - 2024,2024 Spring,GRAD,GRAD,Adam,Annaccone,,KINE,5324,001,7,1,0,0,0,0,0,0,0,0,0,8
2023 - 2024,2024 Spring,UGRD,UGRD,Marika,Apostolova,,CSE,1320,002,18,19,16,2,3,0,0,1,4,0,0,63
2023 - 2024,2024 Spring,UGRD,UGRD,Marika,Apostolova,,CSE,1320,004,20,22,13,5,1,0,0,1,1,0,0,63
2023 - 2024,2024 Spring,UGRD,UGRD,Marika,Apostolova,,CSE,1320,006,22,22,11,3,3,0,0,0,5,0,0,66
2023 - 2024,2024 Spring,UGRD,UGRD,Marika,Apostolova,,CSE,1325,001,18,22,21,4,13,0,0,1,2,0,0,81
2023 - 2024,2024 Spring,UGRD,UGRD,Marika,Apostolova,,CSE,1325,004,10,10,22,6,4,0,0,2,4,0,0,58
2023 - 2024,2024 Spring,UGRD,UGRD,Xavier,Aranda,,BIOL,2457,011,37,48,42,27,17,0,0,1,24,0,0,196
2023 - 2024,2024 Spring,UGRD,UGRD,Xavier,Aranda,,BIOL,3352,001,30,0,0,0,0,0,0,0,0,0,0,30
2023 - 2024,2024 Spring,UGRD,UGRD,Xavier,Aranda,,BIOL,3420,001,23,0,0,0,1,0,0,0,0,0,0,24
2023 - 2024,2024 Spring,UGRD,UGRD,Xavier,Aranda,,BIOL,3446,001,45,36,34,7,3,0,0,0,13,0,0,138
2023 - 2024,2024 Spring,UGRD,UGRD,Xavier,Aranda,,BIOL,4379,043,6,0,0,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Spring,UGRD,UGRD,Xavier,Aranda,,BIOL,4388,043,12,0,0,0,0,0,0,0,0,0,0,12
2023 - 2024,2024 Spring,GRAD,GRAD,Latisha,Archie-Thomas,,SOCW,5311,022,25,3,1,0,0,0,0,0,1,0,0,30
2023 - 2024,2024 Spring,GRAD,GRAD,Latisha,Archie-Thomas,,SOCW,5311,023,12,0,0,0,0,0,0,0,1,0,0,13
2023 - 2024,2024 Spring,UGRD,UGRD,David,Arditi,,SOCI,1310,001,28,39,18,4,13,0,0,1,5,0,0,108
2023 - 2024,2024 Spring,GRAD,GRAD,David,Arditi,,SOCI,5317,001,6,1,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Spring,UGRD,UGRD,David,Arena,,MANA,3318,001,30,90,42,7,2,0,0,0,2,0,0,173
2023 - 2024,2024 Spring,UGRD,UGRD,David,Arena,,MANA,3318,002,24,85,43,9,6,0,0,2,2,0,0,171
2023 - 2024,2024 Spring,UGRD,UGRD,Karla,Arenas-Itotia,,SOCW,3314,002,21,5,2,1,1,0,0,0,0,0,0,30
2023 - 2024,2024 Spring,GRAD,GRAD,Karla,Arenas-Itotia,,SOCW,5304,001,20,2,1,0,2,0,0,0,0,0,0,25
2023 - 2024,2024 Spring,GRAD,GRAD,Karla,Arenas-Itotia,,SOCW,5314,015,25,2,0,0,0,0,0,0,2,0,0,29
2023 - 2024,2024 Spring,GRAD,GRAD,Karla,Arenas-Itotia,,SOCW,5314,016,21,2,2,0,0,0,0,0,1,0,0,26
2023 - 2024,2024 Spring,UGRD,UGRD,Amanda,Arizola,,SOCW,3301,001,9,4,0,0,0,0,0,0,0,0,0,13
2023 - 2024,2024 Spring,GRAD,GRAD,Amanda,Arizola,,SOCW,5363,001,5,1,0,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Spring,UGRD,UGRD,Madhuri,Arjun,,CM,1311,001,50,15,9,0,0,0,0,0,1,0,0,75
2023 - 2024,2024 Spring,UGRD,UGRD,Madhuri,Arjun,,CM,2331,001,45,4,0,0,0,0,0,0,1,0,0,50
2023 - 2024,2024 Spring,UGRD,UGRD,Madhuri,Arjun,,CM,2331,101,26,0,0,0,1,0,0,1,0,0,0,28
2023 - 2024,2024 Spring,UGRD,UGRD,Madhuri,Arjun,,CM,4351,001,49,11,1,0,0,0,0,0,0,0,0,61
2023 - 2024,2024 Spring,UGRD,UGRD,Madhuri,Arjun,,CM,4357,001,7,8,0,0,0,0,0,0,0,0,0,15
2023 - 2024,2024 Spring,UGRD,UGRD,Madhuri,Arjun,,CM,4357,101,9,10,0,0,0,0,0,0,0,0,0,19
2023 - 2024,2024 Spring,UGRD,UGRD,Ramya,Aroul,,FINA,3311,001,22,22,13,2,4,0,0,2,0,0,0,65
2023 - 2024,2024 Spring,UGRD,UGRD,Ramya,Aroul,,FINA,3313,008,20,28,19,4,1,0,0,0,0,0,0,72
2023 - 2024,2024 Spring,UGRD,UGRD,Olivia,Arroyo,,ENGL,1350,001,12,4,1,0,3,0,0,0,0,0,0,20
2023 - 2024,2024 Spring,UGRD,UGRD,Olivia,Arroyo,,ENGL,1375,004,14,1,1,0,0,0,0,0,0,0,0,16
2023 - 2024,2024 Spring,UGRD,UGRD,Olivia,Arroyo,,ENGL,1375,007,6,5,0,0,3,0,0,1,0,0,0,15
2023 - 2024,2024 Spring,UGRD,UGRD,Olivia,Arroyo,,ENGL,3375,005,12,4,0,0,2,0,0,0,0,0,0,18
2023 - 2024,2024 Spring,UGRD,UGRD,Engin,Arslan,,CSE,3318,004,3,10,13,2,2,0,0,2,1,0,0,33
2023 - 2024,2024 Spring,UGRD,UGRD,Fatma,Arslan,,CSE,4334,005,4,1,0,0,0,0,0,0,2,0,0,7
2023 - 2024,2024 Spring,GRAD,GRAD,Fatma,Arslan,,CSE,5334,005,14,2,0,0,0,0,0,0,0,0,0,16
2023 - 2024,2024 Spring,UGRD,UGRD,Heather,Arterburn,,BIOL,2458,500,15,36,19,12,7,0,0,0,13,0,0,102
2023 - 2024,2024 Spring,UGRD,UGRD,Heather,Arterburn,,BIOL,3427,001,29,16,26,12,5,0,0,0,4,0,0,92
2023 - 2024,2024 Spring,UGRD,UGRD,Heather,Arterburn,,BIOL,4388,001,13,0,0,0,0,0,0,0,0,0,0,13
2023 - 2024,2024 Spring,UGRD,UGRD,Kapil,Aryal,,MAE,1106,001,14,3,0,0,2,0,0,0,1,0,0,20
2023 - 2024,2024 Spring,UGRD,UGRD,Kapil,Aryal,,MAE,1106,003,12,3,1,1,2,0,0,0,0,0,0,19
2023 - 2024,2024 Spring,UGRD,UGRD,Jonathan,Asaadi,,PHYS,4327,001,7,4,1,3,1,0,0,0,0,0,0,16
2023 - 2024,2024 Spring,UGRD,UGRD,Warda,Ashraf,,AREN,2311,001,3,2,1,0,1,0,0,0,0,0,0,7
2023 - 2024,2024 Spring,UGRD,UGRD,Warda,Ashraf,,CE,2311,001,9,9,6,2,4,0,0,0,1,0,0,31
2023 - 2024,2024 Spring,UGRD,UGRD,Kathy,Aslin,,UNIV-BU,1131,003,17,8,9,0,6,0,0,3,1,0,0,44
2023 - 2024,2024 Spring,UGRD,UGRD,Vassilis,Athitsos,,CSE,4392,001,9,10,1,0,0,0,0,0,1,0,0,21
2023 - 2024,2024 Spring,UGRD,UGRD,Christopher,Atkins,,ENGL,1302,010,15,3,2,0,4,0,0,0,0,0,0,24
2023 - 2024,2024 Spring,UGRD,UGRD,Christopher,Atkins,,ENGL,1302,031,12,9,1,0,1,0,0,1,0,0,0,24
2023 - 2024,2024 Spring,UGRD,UGRD,Amy,Austin,,SPAN,3311,001,15,1,3,0,0,0,0,0,0,0,0,19
2023 - 2024,2024 Spring,UGRD,UGRD,Amy,Austin,,SPAN,3315,002,12,2,2,0,0,0,0,0,1,0,0,17
2023 - 2024,2024 Spring,UGRD,UGRD,Amy,Austin,,SPAN,4334,001,19,0,0,0,0,0,0,0,0,0,0,19
2023 - 2024,2024 Spring,UGRD,UGRD,Angela,Austin,,HIST,1301,012,32,3,4,0,1,0,0,0,0,0,0,40
2023 - 2024,2024 Spring,UGRD,UGRD,Erin,Austin,,PSYC,3200,001,72,17,3,0,0,0,0,0,1,0,0,93
2023 - 2024,2024 Spring,UGRD,UGRD,Erin,Austin,,PSYC,3300,001,63,64,41,9,4,0,0,3,5,0,0,189
2023 - 2024,2024 Spring,UGRD,UGRD,Erin,Austin,,PSYC,3310,700,72,15,1,2,1,0,0,0,0,0,0,91
2023 - 2024,2024 Spring,UGRD,UGRD,Erin,Austin,,PSYC,3310,701,85,17,8,2,2,0,0,0,3,0,0,117
2023 - 2024,2024 Spring,UGRD,UGRD,Erin,Austin,,PSYC,4391,001,7,0,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Spring,UGRD,UGRD,Jose,Ayala-Rodriguez,,POLS,2312,015,21,15,7,3,5,0,0,1,1,0,0,53
2023 - 2024,2024 Spring,UGRD,UGRD,Raad,Azzawi,,CE,4365,101,2,2,0,1,0,0,0,0,1,0,0,6
2023 - 2024,2024 Spring,UGRD,UGRD,Raad,Azzawi,,CE,4368,101,2,3,2,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Spring,GRAD,GRAD,Raad,Azzawi,,CE,5311,001,2,7,5,0,0,0,0,0,0,0,0,14
2023 - 2024,2024 Spring,UGRD,UGRD,Patryk,Babiracki,,HIST,3306,001,8,1,1,1,0,0,0,0,1,0,0,12
2023 - 2024,2024 Spring,UGRD,UGRD,Ravi,Badrachalam,,CSE,3330,004,27,15,9,0,0,0,0,0,0,0,0,51
2023 - 2024,2024 Spring,GRAD,GRAD,Philip,Baiden,,SOCW,5313,009,12,7,1,0,0,0,0,0,1,0,0,21
2023 - 2024,2024 Spring,UGRD,UGRD,Tyson,Bailey,,MATH,1316,004,22,13,22,11,2,0,0,0,7,0,0,77
2023 - 2024,2024 Spring,UGRD,UGRD,David,Baillargeon,,HIST,3364,001,11,5,0,1,0,0,0,0,0,0,0,17
2023 - 2024,2024 Spring,GRAD,GRAD,David,Baillargeon,,HIST,6364,001,15,0,0,0,0,0,0,0,0,0,0,15
2023 - 2024,2024 Spring,UGRD,UGRD,Anne,Bain,,SOCW,4371,001,16,3,2,0,0,0,0,2,0,0,0,23
2023 - 2024,2024 Spring,GRAD,GRAD,Anne,Bain,,SOCW,6348,001,3,3,1,0,1,0,0,0,0,0,0,8
2023 - 2024,2024 Spring,UGRD,UGRD,Yash,Bajpai,,EXSA,0170,001,8,2,0,0,0,0,0,0,1,0,0,11
2023 - 2024,2024 Spring,UGRD,UGRD,Yash,Bajpai,,EXSA,0172,002,6,1,0,0,0,0,0,0,1,0,0,8
2023 - 2024,2024 Spring,GRAD,GRAD,Brittany,Baker,,SOCW,5353,004,28,0,0,0,0,0,0,0,1,0,0,29
2023 - 2024,2024 Spring,GRAD,GRAD,Brittany,Baker,,SOCW,5353,010,5,0,0,0,0,1,0,0,1,0,0,7
2023 - 2024,2024 Spring,UGRD,UGRD,Jason,Baker,,BIOL,3356,001,28,0,0,0,1,0,0,0,0,0,0,29
2023 - 2024,2024 Spring,UGRD,UGRD,Trevor,Bakker,,CSE,3320,001,29,25,12,0,2,0,0,0,8,0,0,76
2023 - 2024,2024 Spring,UGRD,UGRD,Trevor,Bakker,,CSE,3320,003,41,17,4,2,5,0,0,0,5,0,0,74
2023 - 2024,2024 Spring,UGRD,UGRD,Trevor,Bakker,,CSE,4380,001,16,2,0,0,0,0,0,0,0,0,0,18
2023 - 2024,2024 Spring,GRAD,GRAD,Trevor,Bakker,,CSE,5380,001,5,3,0,0,0,0,0,0,0,0,0,8
2023 - 2024,2024 Spring,GRAD,GRAD,Sandra,Balderas,,SOCW,5316,002,25,1,0,0,0,1,0,0,0,0,0,27
2023 - 2024,2024 Spring,UGRD,UGRD,Juan,Balderrama,,CE,4348,001,10,6,0,0,0,0,0,0,0,0,0,16
2023 - 2024,2024 Spring,UGRD,UGRD,Juan,Balderrama,,AREN,4348,101,2,4,1,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Spring,UGRD,UGRD,Juan,Balderrama,,CE,4348,101,7,3,0,0,1,0,0,0,0,0,0,11
2023 - 2024,2024 Spring,UGRD,UGRD,Juan,Balderrama,,CE,4360,101,4,3,0,0,1,0,0,0,0,0,0,8
2023 - 2024,2024 Spring,UGRD,UGRD,Juan,Balderrama,,AREN,4383,001,16,0,0,0,0,0,0,0,0,0,0,16
