Academic Year,Term,Academic Career,Course Career,Primary Instructor First Name,Primary Instructor Last Name,Non Primary Instructors,Subject,Catalog Number,Section Number,A,B,C,D,F,I,P,Q,W,Z,R,Total Grades
2021 - 2022,2022 Spring,GRAD,GRAD,Amanda,Ryan,,SOCW,5316,031,16,3,0,0,0,0,0,0,0,0,0,19
2021 - 2022,2022 Spring,GRAD,GRAD,Amber,Arnold,Deborah Behan,NURS,6320,401,3,5,0,0,0,0,0,0,0,0,0,8
2021 - 2022,2022 Spring,GRAD,GRAD,Amber,Arnold,Deborah Behan,NURS,6320,405,5,1,0,0,0,0,0,0,2,0,0,8
2021 - 2022,2022 Spring,GRAD,GRAD,Ambra,Green,,SPED,5302,003,2,4,0,2,1,0,0,0,0,0,0,9
2021 - 2022,2022 Spring,GRAD,GRAD,Amy,Anderson,,EDAD,5305,011,271,2,1,0,2,0,0,0,2,0,0,278
2021 - 2022,2022 Spring,GRAD,GRAD,Amy,Anderson,,EDAD,5389,005,142,1,0,0,6,0,0,0,8,0,0,157
2021 - 2022,2022 Spring,GRAD,GRAD,Amy,Archambeau,,LARC,5380,001,10,1,0,0,0,1,0,0,0,0,0,12
2021 - 2022,2022 Spring,GRAD,GRAD,Amy,Austin,,SPAN,5310,001,9,0,0,0,0,0,0,0,0,0,0,9
2021 - 2022,2022 Spring,GRAD,GRAD,Amy,Hinz Horn,,LIST,5373,005,33,1,2,0,0,0,0,0,0,0,0,36
2021 - 2022,2022 Spring,GRAD,GRAD,Amy,Hodges,,ENGL,5331,001,7,0,0,0,0,0,0,0,0,0,0,7
2021 - 2022,2022 Spring,GRAD,GRAD,Amy,Hodges,,ENGL,6389,001,17,1,0,0,0,0,0,0,0,0,0,18
2021 - 2022,2022 Spring,GRAD,GRAD,Amy,Lunsford,Mary Davis,NURS,5120,421,0,0,0,0,0,0,9,0,1,0,0,10
2021 - 2022,2022 Spring,GRAD,GRAD,Amy,Lunsford,Mary Davis,NURS,5120,437,0,0,0,0,0,0,10,0,0,0,0,10
2021 - 2022,2022 Spring,GRAD,GRAD,Amy,Tigner,,ENGL,5308,001,5,3,0,0,0,0,0,0,1,0,0,9
2021 - 2022,2022 Spring,GRAD,GRAD,Amy,Winslow,"Anamarina Jarecke, Sara Moore",NURS,5130,442,0,0,0,0,0,0,10,0,0,0,0,10
2021 - 2022,2022 Spring,GRAD,GRAD,Anam,Sahoo,Krishna Sai Balineni,INSY,5337,003,22,33,0,0,0,0,0,0,0,0,0,55
2021 - 2022,2022 Spring,GRAD,GRAD,Anam,Sahoo,Krishna Sai Balineni,INSY,5337,004,9,7,1,0,0,0,0,0,0,0,0,17
2021 - 2022,2022 Spring,GRAD,GRAD,Anam,Sahoo,Shubham Rathi,INSY,5339,003,17,16,4,0,0,0,0,0,0,0,0,37
2021 - 2022,2022 Spring,GRAD,GRAD,Anam,Sahoo,Shubham Rathi,INSY,5339,004,30,26,2,0,0,0,0,0,0,0,0,58
2021 - 2022,2022 Spring,GRAD,GRAD,Anamarina,Jarecke,"Melissa Franklin, Sara Moore",NURS,5130,435,0,0,0,0,0,0,6,0,0,0,0,6
2021 - 2022,2022 Spring,GRAD,GRAD,Andrew,Clark,,COMM,5306,001,4,0,0,0,0,0,0,0,2,0,0,6
2021 - 2022,2022 Spring,GRAD,GRAD,Angela,Denton,Martha Yee,NURS,5680,451,0,0,0,0,0,0,9,0,0,0,0,9
2021 - 2022,2022 Spring,GRAD,GRAD,Angelisse,Martinez,Patti Parker,NURS,5462,400,0,18,3,0,0,0,0,0,0,0,0,21
2021 - 2022,2022 Spring,GRAD,GRAD,Angelisse,Martinez,Patti Parker,NURS,5462,401,0,9,0,0,0,0,0,0,0,0,0,9
2021 - 2022,2022 Spring,GRAD,GRAD,Animesh,Chakravarthy,,AE,5362,002,1,2,2,1,0,0,0,0,5,0,0,11
2021 - 2022,2022 Spring,GRAD,GRAD,Ankur,Jain,,AE,5101,001,0,0,0,0,0,0,13,0,0,0,0,13
2021 - 2022,2022 Spring,GRAD,GRAD,Ankur,Jain,,ME,5101,001,0,0,0,0,0,0,12,0,0,0,0,12
2021 - 2022,2022 Spring,GRAD,GRAD,Ann,Birka,"Essence Carter-Griffin, Keri Draganic",NURS,5355,001,6,1,0,0,0,0,0,0,0,0,0,7
2021 - 2022,2022 Spring,GRAD,GRAD,Arash,Saleh,,ARCH,5324,001,7,3,0,0,0,0,0,0,0,0,0,10
2021 - 2022,2022 Spring,GRAD,GRAD,Arash,Saleh,,ARCH,5328,001,44,6,2,0,0,0,0,0,5,0,0,57
2021 - 2022,2022 Spring,GRAD,GRAD,Arash,Saleh,Shubham Dilip Patil,CM,5379,001,30,19,1,0,0,0,0,0,0,0,0,50
2021 - 2022,2022 Spring,GRAD,GRAD,Ardeshir,Anjomani,,PLAN,6311,001,6,2,1,0,0,0,0,0,0,0,0,9
2021 - 2022,2022 Spring,GRAD,GRAD,Ariadna,Reyes-Sanchez,,PLAN,5395,001,6,1,0,0,0,0,0,0,0,0,0,7
2021 - 2022,2022 Spring,GRAD,GRAD,Arpita,Bhatt,"Amit Vijay Patil, Uma Naidu",CE,5382,001,15,5,1,0,0,0,0,0,0,0,0,21
2021 - 2022,2022 Spring,GRAD,GRAD,Arpita,Bhatt,"Amit Vijay Patil, Uma Naidu",CM,5382,001,25,16,1,0,0,0,0,0,0,0,0,42
2021 - 2022,2022 Spring,GRAD,GRAD,Arpita,Bhatt,"Amit Vijay Patil, Uma Naidu",CM,5382,101,4,4,2,0,0,0,0,0,0,0,0,10
2021 - 2022,2022 Spring,GRAD,GRAD,Arpita,Bhatt,Asma Akter Rony,CE,5358,001,7,1,0,0,0,0,0,0,0,0,0,8
2021 - 2022,2022 Spring,GRAD,GRAD,Arpita,Bhatt,"Razieh Nourmohammadi, Tanmay Sunil Jadhav",CE,5340,001,8,11,2,0,0,0,0,0,0,0,0,21
2021 - 2022,2022 Spring,GRAD,GRAD,Arpita,Bhatt,"Razieh Nourmohammadi, Tanmay Sunil Jadhav",CE,5340,101,4,1,1,1,0,0,0,0,0,0,0,7
2021 - 2022,2022 Spring,GRAD,GRAD,Arpita,Bhatt,"Razieh Nourmohammadi, Tanmay Sunil Jadhav",CM,5340,001,21,23,2,0,0,0,0,0,0,0,0,46
2021 - 2022,2022 Spring,GRAD,GRAD,Arpita,Bhatt,"Razieh Nourmohammadi, Tanmay Sunil Jadhav",CM,5340,101,2,4,3,0,0,0,0,0,0,0,0,9
2021 - 2022,2022 Spring,GRAD,GRAD,Arthur,Gonzalez,,HCAD,5301,050,1,6,2,0,0,0,0,0,0,0,0,9
2021 - 2022,2022 Spring,GRAD,GRAD,Ashlee,Loewen,Julie Brinzo,NURS,5337,455,6,2,0,0,0,0,0,0,0,0,0,8
2021 - 2022,2022 Spring,GRAD,GRAD,Ashlee,Loewen,Julie Brinzo,NURS,5337,474,9,1,0,0,0,0,0,0,0,0,0,10
2021 - 2022,2022 Spring,GRAD,GRAD,Ashley,Moore,"Buffy Powell, Essence Carter-Griffin",NURSC,5355,450,5,4,0,0,0,0,0,0,0,0,0,9
2021 - 2022,2022 Spring,GRAD,GRAD,Ashley,Moore,Mary Davis,NURS,5120,410,0,0,0,0,3,0,5,0,0,0,0,8
2021 - 2022,2022 Spring,GRAD,GRAD,Ashley,Moore,Mary Davis,NURS,5120,441,0,0,0,0,1,0,8,0,0,0,0,9
2021 - 2022,2022 Spring,GRAD,GRAD,Ashley,Pichon,Julie Brinzo,NURSG,5337,468,6,0,0,0,0,0,0,0,0,0,0,6
2021 - 2022,2022 Spring,GRAD,GRAD,Ashley,Pree,Phyllis Wood,NURS,5338,462,6,4,0,0,0,0,0,0,0,0,0,10
2021 - 2022,2022 Spring,GRAD,GRAD,Ashley,Walters,Mary Davis,NURS,5120,444,0,0,0,0,0,0,8,0,0,0,0,8
2021 - 2022,2022 Spring,GRAD,GRAD,Ashley,Walters,Mary Davis,NURS,5120,452,0,0,0,0,2,0,8,0,0,0,0,10
2021 - 2022,2022 Spring,GRAD,GRAD,Atefe,Makhmalbaf,,ARCH,5395,006,5,1,1,0,1,0,0,0,0,0,0,8
2021 - 2022,2022 Spring,GRAD,GRAD,Audrey,Collins,Phyllis Wood,NURS,5338,457,9,1,0,0,0,0,0,0,0,0,0,10
2021 - 2022,2022 Spring,GRAD,GRAD,Austin,Allen,,ARCH,5364,001,16,2,0,0,0,0,0,0,1,0,0,19
2021 - 2022,2022 Spring,GRAD,GRAD,Bahra,Khalili Najafabadi,,CSE,5330,201,0,0,0,0,0,0,52,0,0,0,0,52
2021 - 2022,2022 Spring,GRAD,GRAD,Bahra,Khalili Najafabadi,"Adly Noore, Rodrigo Augusto Silva Dos Santos",CSE,5325,002,32,7,1,0,0,0,0,0,0,0,0,40
2021 - 2022,2022 Spring,GRAD,GRAD,Bahra,Khalili Najafabadi,"Adly Noore, Rodrigo Augusto Silva Dos Santos",CSE,5325,201,5,33,7,0,6,0,0,0,0,0,0,51
2021 - 2022,2022 Spring,GRAD,GRAD,Bahra,Khalili Najafabadi,Stelly Tomy,CSE,6324,001,37,5,0,0,0,0,0,0,0,0,0,42
2021 - 2022,2022 Spring,GRAD,GRAD,Bahra,Khalili Najafabadi,Stelly Tomy,CSE,6324,201,7,41,0,0,3,0,0,0,0,0,0,51
2021 - 2022,2022 Spring,GRAD,GRAD,Bala,Mudunuri,,ME,5303,001,13,3,0,0,0,0,0,0,0,0,0,16
2021 - 2022,2022 Spring,GRAD,GRAD,Bang,Dang,Rizwan Faruqui,ARCH,5594,001,7,7,1,1,0,0,0,0,0,0,0,16
2021 - 2022,2022 Spring,GRAD,GRAD,Barbara,Taylor,Phyllis Wood,NURS,5660,467,0,0,0,0,0,0,10,0,0,0,0,10
2021 - 2022,2022 Spring,GRAD,GRAD,Barbara,Tobolowsky,,EDAD,6318,001,6,6,0,0,0,0,0,0,0,0,0,12
2021 - 2022,2022 Spring,GRAD,GRAD,Benjamin,Jones,,PHYS,5307,001,4,4,2,1,0,1,0,0,0,0,0,12
2021 - 2022,2022 Spring,GRAD,GRAD,Beth,Shelton,,SOCI,5311,001,5,0,0,0,0,0,0,0,1,0,0,6
2021 - 2022,2022 Spring,GRAD,GRAD,Bethane,Hall,,ACCT,5314,001,7,2,3,0,0,0,0,0,1,0,0,13
2021 - 2022,2022 Spring,GRAD,GRAD,Bethane,Hall,,ACCT,5340,001,6,4,3,1,0,0,0,0,4,0,0,18
2021 - 2022,2022 Spring,GRAD,GRAD,Betty,Brown-Trask,Phyllis Wood,NURS,5660,454,0,0,0,0,0,0,9,0,0,0,0,9
2021 - 2022,2022 Spring,GRAD,GRAD,Beverly,Black,,SOCW,5301,006,7,3,1,0,3,0,0,0,1,0,0,15
2021 - 2022,2022 Spring,GRAD,GRAD,Beverly,Black,,SOCW,5301,008,6,3,2,2,0,0,0,0,2,0,0,15
2021 - 2022,2022 Spring,GRAD,GRAD,Beverly,Black,,SOCW,6396,001,5,2,0,0,0,0,0,0,0,0,0,7
2021 - 2022,2022 Spring,GRAD,GRAD,Bhanu,Jain,Akhila Masadi,CSE,5330,006,39,10,0,0,0,0,0,0,0,0,0,49
2021 - 2022,2022 Spring,GRAD,GRAD,Bhanu,Jain,Donna Safaddin,CSE,5330,005,20,9,0,0,1,0,0,0,0,0,0,30
2021 - 2022,2022 Spring,GRAD,GRAD,Bhanu,Jain,Haiqi Zhang,CSE,5311,002,23,26,1,0,1,0,0,0,0,0,0,51
2021 - 2022,2022 Spring,GRAD,GRAD,Bhanu,Jain,Sanjivni Rana,CSE,5311,011,26,27,2,0,0,0,0,0,0,0,0,55
2021 - 2022,2022 Spring,GRAD,GRAD,Bhanu,Jain,Shivani Shivanand,CSE,5311,009,15,15,0,0,0,0,0,0,0,0,0,30
2021 - 2022,2022 Spring,GRAD,GRAD,Bhanu,Jain,Sujit Maharjan,CSE,5311,012,30,19,1,1,0,0,0,0,0,0,0,51
2021 - 2022,2022 Spring,GRAD,GRAD,Bijan,Youssefzadeh,,ARCH,5672,001,3,7,7,0,0,0,0,0,0,0,0,17
2021 - 2022,2022 Spring,GRAD,GRAD,Bin,Srinidhi,Tsung Hsuan Yang,ACCT,5307,001,19,18,4,0,1,0,0,0,2,0,0,44
2021 - 2022,2022 Spring,GRAD,GRAD,Bin,Srinidhi,Tsung Hsuan Yang,ACCT,5307,002,24,20,2,0,0,1,0,0,3,0,0,50
2021 - 2022,2022 Spring,GRAD,GRAD,Bo,Wang,,ME,5311,001,6,5,0,0,0,0,0,0,0,0,0,11
2021 - 2022,2022 Spring,GRAD,GRAD,Bo,Wang,Lochan Sai Reddy Chinthaparthy,AE,5310,001,5,2,0,0,0,0,0,0,0,0,0,7
2021 - 2022,2022 Spring,GRAD,GRAD,Bo,Wang,Lochan Sai Reddy Chinthaparthy,ME,5310,001,11,4,2,0,0,0,0,0,0,0,0,17
2021 - 2022,2022 Spring,GRAD,GRAD,Bob,Weems,Chunyuan Li,CSE,5319,001,13,1,0,0,0,0,0,0,0,0,0,14
2021 - 2022,2022 Spring,GRAD,GRAD,Bob,Weems,Chunyuan Li,CSE,6319,001,7,0,0,1,0,0,0,0,0,0,0,8
2021 - 2022,2022 Spring,GRAD,GRAD,Bob,Weems,Snehitha Kodali,CSE,5311,001,25,22,1,0,0,0,0,0,1,0,0,49
2021 - 2022,2022 Spring,GRAD,GRAD,Bonita,Dockery,,SOCW,5369,022,15,2,0,0,0,0,0,0,0,0,0,17
2021 - 2022,2022 Spring,GRAD,GRAD,Bonita,Dockery,,SOCW,5369,023,10,2,0,0,2,0,0,0,0,0,0,14
2021 - 2022,2022 Spring,GRAD,GRAD,Bosen,Lian,Akash Virendra,EE,5325,001,9,2,0,0,0,0,0,0,0,0,0,11
2021 - 2022,2022 Spring,GRAD,GRAD,Bradley,Bell,,ARCH,5381,001,0,0,0,0,0,0,8,0,0,0,0,8
2021 - 2022,2022 Spring,GRAD,GRAD,Bradly,Masters,,OPMA,5361,020,13,1,0,0,0,0,0,0,0,0,0,14
2021 - 2022,2022 Spring,GRAD,GRAD,Brandi,Pitcox,"Anamarina Jarecke, Sara Moore",NURS,5130,440,0,0,0,0,0,0,9,0,0,0,0,9
2021 - 2022,2022 Spring,GRAD,GRAD,Brian,Dalio,,CSE,5317,002,6,2,2,8,11,0,0,0,0,0,0,29
2021 - 2022,2022 Spring,GRAD,GRAD,Brian,Dalio,,CSE,5365,002,2,5,2,2,4,0,0,0,0,0,0,15
2021 - 2022,2022 Spring,GRAD,GRAD,Brian,Huff,Md Abdullah,IE,5322,001,4,2,9,0,0,0,0,0,0,0,0,15
2021 - 2022,2022 Spring,GRAD,GRAD,Brian,Martinson,,MANA,5337,001,43,7,1,0,1,0,0,0,1,0,0,53
2021 - 2022,2022 Spring,GRAD,GRAD,Brittany,Baker,,SOCW,5353,008,23,3,2,0,0,0,0,0,1,0,0,29
2021 - 2022,2022 Spring,GRAD,GRAD,Brittany,Baker,,SOCW,5353,012,25,1,0,0,2,0,0,0,1,0,0,29
2021 - 2022,2022 Spring,GRAD,GRAD,Brittany,Wall,"Ruth Roberts, Sara Moore",NURS,5130,429,0,0,0,0,0,0,10,0,0,0,0,10
2021 - 2022,2022 Spring,GRAD,GRAD,Buffy,Powell,Essence Carter-Griffin,NURS,6323,402,7,3,0,0,0,0,0,0,0,0,0,10
2021 - 2022,2022 Spring,GRAD,GRAD,Buffy,Powell,Essence Carter-Griffin,NURS,6326,402,0,0,0,0,0,0,9,0,0,0,0,9
2021 - 2022,2022 Spring,GRAD,GRAD,Byung Ran,So,,CHEM,5334,001,3,4,1,0,0,0,0,0,0,0,0,8
2021 - 2022,2022 Spring,GRAD,GRAD,Byung Ran,So,,CHEM,5382,001,10,0,0,0,0,1,0,0,0,0,0,11
2021 - 2022,2022 Spring,GRAD,GRAD,Candace,Lafferty,,EDUC,5305,005,12,6,0,0,1,0,0,0,0,0,0,19
2021 - 2022,2022 Spring,GRAD,GRAD,Candida,Constantine,,NURS,5342,400,24,1,0,0,0,0,0,0,0,0,0,25
2021 - 2022,2022 Spring,GRAD,GRAD,Candida,Constantine,,NURS,5343,400,44,0,3,0,0,0,0,0,1,0,0,48
2021 - 2022,2022 Spring,GRAD,GRAD,Candida,Constantine,,NURS,5343,401,43,0,1,0,0,0,0,0,1,0,0,45
2021 - 2022,2022 Spring,GRAD,GRAD,Candida,Constantine,,NURSG,5343,400,7,0,0,0,0,0,0,0,0,0,0,7
2021 - 2022,2022 Spring,GRAD,GRAD,Candida,Constantine,Kendra Slatton,NURS,5342,401,51,0,0,0,0,0,0,0,1,0,0,52
2021 - 2022,2022 Spring,GRAD,GRAD,Candida,Constantine,Kendra Slatton,NURSG,5342,401,5,1,0,0,0,0,0,0,0,0,0,6
2021 - 2022,2022 Spring,GRAD,GRAD,Carl,Lovely,,CHEM,5354,001,3,3,3,2,0,0,0,0,3,0,0,14
2021 - 2022,2022 Spring,GRAD,GRAD,Carla,Storey,,SOCW,5320,001,8,1,2,0,0,0,0,0,0,0,0,11
2021 - 2022,2022 Spring,GRAD,GRAD,Caroline,Krejci,Srinivasa Neeli,IE,5329,001,11,14,9,6,9,0,0,0,0,0,0,49
2021 - 2022,2022 Spring,GRAD,GRAD,Carrie,Ausbrooks,,EDAD,5381,011,333,62,14,1,5,0,0,0,3,0,0,418
2021 - 2022,2022 Spring,GRAD,GRAD,Catherine,Robert,,EDAD,6330,001,8,0,0,0,0,0,0,0,0,0,0,8
2021 - 2022,2022 Spring,GRAD,GRAD,Cathryn,Brown,Donna Hamby,NURS,6327,401,8,1,1,0,0,0,0,0,0,0,0,10
2021 - 2022,2022 Spring,GRAD,GRAD,Cathryn,Brown,Donna Hamby,NURS,6327,402,6,0,0,0,0,0,0,0,0,0,0,6
2021 - 2022,2022 Spring,GRAD,GRAD,Chaitanya,Sambhara,"Mohammad Karimi Sani, Tzu-Wen Lin",INSY,5346,001,9,13,4,0,0,0,0,0,2,0,0,28
2021 - 2022,2022 Spring,GRAD,GRAD,Chaitanya,Sambhara,"Mohammad Karimi Sani, Tzu-Wen Lin",INSY,5375,001,11,5,2,0,1,0,0,0,1,0,0,20
2021 - 2022,2022 Spring,GRAD,GRAD,Chang-Hsien,Tsai,,MANA,5392,070,23,0,0,0,0,0,0,0,1,0,0,24
2021 - 2022,2022 Spring,GRAD,GRAD,Chaoqun,Liu,,MATH,5339,001,6,2,0,0,1,0,0,0,0,0,0,9
2021 - 2022,2022 Spring,GRAD,GRAD,Charles,MacBride,,ARCH,5671,001,6,5,2,0,0,0,0,0,0,0,0,13
2021 - 2022,2022 Spring,GRAD,GRAD,Charles,Miller,Yashwanth Jalam,BLAW,5332,001,2,8,5,0,0,0,0,0,0,0,0,15
2021 - 2022,2022 Spring,GRAD,GRAD,Charles,Newson,,MANA,5334,001,36,0,0,0,0,0,0,0,0,0,0,36
2021 - 2022,2022 Spring,GRAD,GRAD,Charles,Newson,,MANA,5344,002,40,0,0,0,0,0,0,0,0,0,0,40
2021 - 2022,2022 Spring,GRAD,GRAD,Charles,Newson,,MANA,5344,003,18,1,0,0,0,0,0,0,0,0,0,19
2021 - 2022,2022 Spring,GRAD,GRAD,Chen,Kan,Bahareh Nasirian,IE,5318,001,2,23,15,0,0,0,0,0,0,0,0,40
2021 - 2022,2022 Spring,GRAD,GRAD,Cheng-Jen,Chuong,Juhyun Lee,BE,6102,013,0,0,0,0,0,0,13,0,0,0,0,13
2021 - 2022,2022 Spring,GRAD,GRAD,Chengkai,Li,Nasim Shirvani Mahdavi,DASC,5301,001,33,59,25,7,7,0,0,0,2,0,0,133
2021 - 2022,2022 Spring,GRAD,GRAD,Chenyun,Pan,,EE,5319,001,14,1,0,0,0,0,0,0,0,0,0,15
2021 - 2022,2022 Spring,GRAD,GRAD,Cheryl,Gordon,Mary Davis,NURS,5120,420,0,0,0,0,1,0,8,0,0,0,0,9
2021 - 2022,2022 Spring,GRAD,GRAD,Cheryl,Gordon,Mary Davis,NURS,5120,435,0,0,0,0,1,0,9,0,0,0,0,10
2021 - 2022,2022 Spring,GRAD,GRAD,Cheryl,Mitchell,Mary Davis,NURS,5120,423,0,0,0,0,0,0,9,0,0,0,0,9
2021 - 2022,2022 Spring,GRAD,GRAD,Cheryl,Prachyl,,ACCT,5321,001,10,11,0,0,0,0,0,0,0,0,0,21
2021 - 2022,2022 Spring,GRAD,GRAD,Cheryl,Prachyl,Mahmud Rahman,ACCT,5307,020,7,3,6,0,1,0,0,0,0,0,0,17
2021 - 2022,2022 Spring,GRAD,GRAD,Chi-Young,Choi,,ECON,5327,001,7,7,2,1,0,0,0,0,1,0,0,18
2021 - 2022,2022 Spring,GRAD,GRAD,Chi-Young,Choi,,ECON,5337,001,10,15,5,3,0,1,0,0,5,0,0,39
2021 - 2022,2022 Spring,GRAD,GRAD,Chinyere,Emeh,Mary Davis,NURSG,5120,405,0,0,0,0,0,0,8,0,0,0,0,8
2021 - 2022,2022 Spring,GRAD,GRAD,Choong-Un,Kim,,MSE,5339,001,6,1,0,0,0,0,0,0,0,0,0,7
2021 - 2022,2022 Spring,GRAD,GRAD,Chris,Deeter,,MAED,5354,105,96,8,1,0,1,0,0,0,2,0,0,108
2021 - 2022,2022 Spring,GRAD,GRAD,Christi,Morgan,,EDAD,5330,005,131,3,1,0,1,0,0,0,2,0,0,138
2021 - 2022,2022 Spring,GRAD,GRAD,Christi,Morgan,,EDAD,5399,005,161,3,0,0,2,0,0,0,1,0,0,167
2021 - 2022,2022 Spring,GRAD,GRAD,Christie,Eckler,,SOCW,5312,001,13,1,0,0,0,0,0,0,0,0,0,14
2021 - 2022,2022 Spring,GRAD,GRAD,Christie,Eckler,,SOCW,5321,001,13,2,1,0,0,0,0,0,2,0,0,18
2021 - 2022,2022 Spring,GRAD,GRAD,Christie,Eckler,,SOCW,5321,004,9,5,0,1,0,0,0,0,3,0,0,18
2021 - 2022,2022 Spring,GRAD,GRAD,Christie,Ramirez,Nancy Wyrick,NURS,5372,450,6,2,0,0,0,0,0,0,0,0,0,8
