Academic Year,Term,Academic Career,Course Career,Primary Instructor First Name,Primary Instructor Last Name,Non Primary Instructors,Subject,Catalog Number,Section Number,A,B,C,D,F,I,P,Q,W,Z,R,Total Grades
2023 - 2024,2023 Fall,UGRD,UGRD,Nora,Ameri,,MAE,4328,001,16,0,0,0,0,0,0,0,0,0,0,16
2023 - 2024,2023 Fall,GRAD,GRAD,Nora,Ameri,,ME,5328,001,19,3,0,0,0,0,0,0,0,0,0,22
2023 - 2024,2023 Fall,UGRD,UGRD,Amirhesam,Amerinatanzi,,MAE,2381,001,6,20,25,4,0,0,0,2,2,0,0,59
2023 - 2024,2023 Fall,UGRD,UGRD,Kim,Amyett,,ENGL,1301,CO13,2,10,3,0,5,0,0,0,0,0,0,20
2023 - 2024,2023 Fall,UGRD,UGRD,Ramya,Anandhan,,CE,2153,001,8,1,0,0,0,0,0,0,0,0,0,9
2023 - 2024,2023 Fall,UGRD,UGRD,Letora,Anderson,,UDES,2441,001,15,4,0,0,0,0,0,0,0,0,0,19
2023 - 2024,2023 Fall,GRAD,GRAD,Robin,Anderson,,EDUC,5309,005,26,12,1,0,0,0,0,0,0,0,0,39
2023 - 2024,2023 Fall,GRAD,GRAD,Robin,Anderson,,EDUC,5397,105,24,3,0,0,0,0,0,0,0,0,0,27
2023 - 2024,2023 Fall,UGRD,UGRD,Brandi,Andrade,,THEA,3302,003,5,4,3,2,2,0,0,1,3,0,0,20
2023 - 2024,2023 Fall,GRAD,GRAD,Ardeshir,Anjomani,,PLAN,5310,001,5,1,0,0,0,0,0,0,1,0,0,7
2023 - 2024,2023 Fall,GRAD,GRAD,Ardeshir,Anjomani,,PLAN,6310,001,5,1,0,0,0,0,0,0,0,0,0,6
2023 - 2024,2023 Fall,GRAD,GRAD,Adam,Annaccone,,KINE,5121,001,5,4,0,0,0,0,0,0,0,0,0,9
2023 - 2024,2023 Fall,GRAD,GRAD,Adam,Annaccone,,KINE,5128,001,9,0,0,0,0,0,0,0,0,0,0,9
2023 - 2024,2023 Fall,GRAD,GRAD,Adam,Annaccone,,KINE,5235,001,8,1,0,0,0,0,0,0,0,0,0,9
2023 - 2024,2023 Fall,GRAD,GRAD,Adam,Annaccone,,KINE,5390,003,9,0,0,0,0,0,0,0,0,0,0,9
2023 - 2024,2023 Fall,UGRD,UGRD,Marika,Apostolova,,CSE,1320,005,15,21,15,3,4,0,0,1,1,0,0,60
2023 - 2024,2023 Fall,UGRD,UGRD,Marika,Apostolova,,CSE,1325,005,34,22,14,2,5,0,0,0,0,0,0,77
2023 - 2024,2023 Fall,UGRD,UGRD,Marika,Apostolova,,CSE,1325,006,34,18,17,4,3,0,0,0,2,0,0,78
2023 - 2024,2023 Fall,UGRD,UGRD,Xavier,Aranda,,CRCJ,3370,003,51,21,7,1,0,0,0,0,0,0,0,80
2023 - 2024,2023 Fall,UGRD,UGRD,Xavier,Aranda,,BIOL,3446,001,47,45,12,6,1,0,0,1,3,0,0,115
2023 - 2024,2023 Fall,UGRD,UGRD,Xavier,Aranda,,BIOL,4352,001,29,10,0,0,1,0,0,0,0,0,0,40
2023 - 2024,2023 Fall,UGRD,UGRD,Xavier,Aranda,,BIOL,4355,001,17,2,0,0,0,0,0,0,0,0,0,19
2023 - 2024,2023 Fall,UGRD,UGRD,Xavier,Aranda,,BIOL,4388,043,11,0,0,0,0,0,0,0,0,0,0,11
2023 - 2024,2023 Fall,GRAD,GRAD,Latisha,Archie-Thomas,,SOCW,5311,026,14,1,0,0,0,0,0,0,0,0,0,15
2023 - 2024,2023 Fall,GRAD,GRAD,Latisha,Archie-Thomas,,SOCW,5311,027,21,0,0,2,0,0,0,0,1,0,0,24
2023 - 2024,2023 Fall,UGRD,UGRD,David,Arditi,,SOCI,3373,001,12,9,3,3,2,0,0,0,0,0,0,29
2023 - 2024,2023 Fall,UGRD,UGRD,Carrie,Arena-Marshall,,NURS,4581,601,23,72,20,4,5,0,0,0,7,0,0,131
2023 - 2024,2023 Fall,UGRD,UGRD,Madhuri,Arjun,,CE,1353,004,15,3,0,0,0,0,0,0,0,0,0,18
2023 - 2024,2023 Fall,UGRD,UGRD,Madhuri,Arjun,,CM,2331,001,21,4,2,0,0,0,0,0,0,0,0,27
2023 - 2024,2023 Fall,UGRD,UGRD,Madhuri,Arjun,,CM,2331,101,14,7,1,0,0,0,0,0,1,0,0,23
2023 - 2024,2023 Fall,UGRD,UGRD,Madhuri,Arjun,,CM,3335,001,47,13,5,0,0,0,0,0,0,0,0,65
2023 - 2024,2023 Fall,UGRD,UGRD,Madhuri,Arjun,,CM,4351,001,55,9,0,1,0,0,0,0,0,0,0,65
2023 - 2024,2023 Fall,UGRD,UGRD,Ramya,Aroul,,FINA,3311,001,20,43,5,1,0,0,0,1,0,0,0,70
2023 - 2024,2023 Fall,UGRD,UGRD,Olivia,Arroyo,,ENGL,1375,002,10,2,0,1,2,0,0,0,3,0,0,18
2023 - 2024,2023 Fall,UGRD,UGRD,Olivia,Arroyo,,ENGL,1375,003,11,2,0,0,2,0,0,1,0,0,0,16
2023 - 2024,2023 Fall,UGRD,UGRD,Olivia,Arroyo,,ENGL,1375,004,12,2,1,0,1,0,0,0,0,0,0,16
2023 - 2024,2023 Fall,UGRD,UGRD,Olivia,Arroyo,,ENGL,1375,007,9,4,0,1,1,0,0,0,1,0,0,16
2023 - 2024,2023 Fall,UGRD,UGRD,Heather,Arterburn,,BIOL,2458,500,21,18,14,8,13,0,0,7,9,0,0,90
2023 - 2024,2023 Fall,UGRD,UGRD,Heather,Arterburn,,BIOL,3101,001,35,2,1,0,0,0,0,0,0,0,0,38
2023 - 2024,2023 Fall,UGRD,UGRD,Heather,Arterburn,,BIOL,3427,001,19,21,17,20,13,0,0,0,3,0,0,93
2023 - 2024,2023 Fall,UGRD,UGRD,Heather,Arterburn,,BIOL,4388,001,18,0,0,0,0,0,0,0,1,0,0,19
2023 - 2024,2023 Fall,GRAD,GRAD,Heather,Arterburn,,BIOL,5101,001,28,0,0,0,0,0,0,0,0,0,0,28
2023 - 2024,2023 Fall,UGRD,UGRD,Jonathan,Asaadi,,PHYS,4326,001,15,6,10,0,1,0,0,0,0,0,0,32
2023 - 2024,2023 Fall,GRAD,GRAD,Jonathan,Asaadi,,PHYS,5391,005,4,1,1,0,0,0,0,0,0,0,0,6
2023 - 2024,2023 Fall,UGRD,UGRD,Wisdom,Aselisewine,,MATH,1308,150,32,27,40,7,14,0,0,0,5,0,0,125
2023 - 2024,2023 Fall,GRAD,GRAD,Warda,Ashraf,,CE,5300,001,4,3,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2023 Fall,UGRD,UGRD,Kathy,Aslin,,UNIV-BU,1131,001,12,5,4,0,2,0,0,1,0,0,0,24
2023 - 2024,2023 Fall,GRAD,GRAD,Daniel,Atambo,,CM,5386,003,45,1,0,0,0,0,0,0,1,0,0,47
2023 - 2024,2023 Fall,UGRD,UGRD,Vassilis,Athitsos,,CSE,4309,001,17,12,11,1,1,0,0,0,1,0,0,43
2023 - 2024,2023 Fall,UGRD,UGRD,Christopher,Atkins,,ENGL,0100,CO1,0,0,0,0,1,0,8,0,0,2,0,11
2023 - 2024,2023 Fall,UGRD,UGRD,Christopher,Atkins,,ENGL,1301,035,19,2,2,0,0,0,0,0,1,0,0,24
2023 - 2024,2023 Fall,UGRD,UGRD,Christopher,Atkins,,ENGL,1301,CO19,15,0,5,0,0,0,0,0,3,0,0,23
2023 - 2024,2023 Fall,UGRD,UGRD,Christopher,Atkins,,ENGL,1301,CO78,16,3,0,0,1,0,0,0,0,0,0,20
2023 - 2024,2023 Fall,UGRD,UGRD,Amy,Austin,,UNIV-LA,1131,004,22,2,2,0,0,0,0,0,0,0,0,26
2023 - 2024,2023 Fall,UGRD,UGRD,Amy,Austin,,SPAN,4310,001,8,0,0,0,1,0,0,0,0,0,0,9
2023 - 2024,2023 Fall,GRAD,GRAD,Amy,Austin,,SPAN,5310,001,7,2,0,0,0,0,0,0,1,0,0,10
2023 - 2024,2023 Fall,UGRD,UGRD,Angela,Austin,,HIST,1301,019,21,10,6,0,1,0,0,2,0,0,0,40
2023 - 2024,2023 Fall,UGRD,UGRD,Angela,Austin,,HIST,1301,020,24,6,1,3,5,0,0,1,0,0,0,40
2023 - 2024,2023 Fall,UGRD,UGRD,Erin,Austin,,PSYC,3310,002,65,67,27,9,5,0,0,2,1,0,0,176
2023 - 2024,2023 Fall,UGRD,UGRD,Erin,Austin,,PSYC,3310,700,80,13,3,0,2,0,0,0,1,0,0,99
2023 - 2024,2023 Fall,UGRD,UGRD,Erin,Austin,,PSYC,3310,701,60,25,2,0,0,0,0,1,1,0,0,89
2023 - 2024,2023 Fall,UGRD,UGRD,Jose,Ayala-Rodriguez,,MAS,2300,002,23,6,0,1,1,0,0,0,0,0,0,31
2023 - 2024,2023 Fall,UGRD,UGRD,Jose,Ayala-Rodriguez,,POLS,2312,005,96,26,17,4,2,0,0,1,0,0,0,146
2023 - 2024,2023 Fall,UGRD,UGRD,Jose,Ayala-Rodriguez,,POLS,2312,007,74,37,22,5,1,0,0,1,3,0,0,143
2023 - 2024,2023 Fall,UGRD,UGRD,Jose,Ayala-Rodriguez,,POLS,2312,009,67,30,29,8,6,0,0,0,4,0,0,144
2023 - 2024,2023 Fall,GRAD,GRAD,Shirley,Aycock,,NURS,6621,400,0,0,0,0,0,0,13,0,0,0,0,13
2023 - 2024,2023 Fall,UGRD,UGRD,Raad,Azzawi,,CE,4347,001,6,21,11,1,0,0,0,0,0,0,0,39
2023 - 2024,2023 Fall,UGRD,UGRD,Raad,Azzawi,,AREN,4347,101,1,1,3,1,1,0,0,0,1,0,0,8
2023 - 2024,2023 Fall,UGRD,UGRD,Raad,Azzawi,,CE,4347,101,3,9,4,0,1,0,0,0,0,0,0,17
2023 - 2024,2023 Fall,GRAD,GRAD,Raad,Azzawi,,CE,5311,001,5,7,18,4,0,0,0,0,0,0,0,34
2023 - 2024,2023 Fall,GRAD,GRAD,Raad,Azzawi,,CE,5311,101,1,1,2,0,0,1,0,0,1,0,0,6
2023 - 2024,2023 Fall,GRAD,GRAD,Patryk,Babiracki,,HIST,6364,003,6,1,0,0,1,1,0,0,1,0,0,10
2023 - 2024,2023 Fall,GRAD,GRAD,Donna,Bacchus,,NURS,5310,400,9,10,0,0,0,0,0,0,0,0,0,19
2023 - 2024,2023 Fall,GRAD,GRAD,Donna,Bacchus,,NURS,5310,401,6,5,0,0,0,0,0,0,2,0,0,13
2023 - 2024,2023 Fall,GRAD,GRAD,Donna,Bacchus,,NURS,5310,402,9,5,0,0,0,0,0,0,0,0,0,14
2023 - 2024,2023 Fall,GRAD,GRAD,Donna,Bacchus,,NURS,5327,010,5,10,1,0,0,0,0,0,3,0,0,19
2023 - 2024,2023 Fall,GRAD,GRAD,Donna,Bacchus,,NURS,5366,010,1,3,2,1,0,0,0,0,2,0,0,9
2023 - 2024,2023 Fall,GRAD,GRAD,Donna,Bacchus,,NURS,5367,010,3,8,1,0,0,0,0,0,2,0,0,14
2023 - 2024,2023 Fall,UGRD,UGRD,Ravi,Badrachalam,,CSE,3330,002,17,17,9,1,1,0,0,2,0,0,0,47
2023 - 2024,2023 Fall,GRAD,GRAD,Hossein,Badri,,HCAD,5380,040,8,2,0,0,0,0,0,0,0,0,0,10
2023 - 2024,2023 Fall,GRAD,GRAD,Philip,Baiden,,SOCW,6347,001,1,4,3,0,0,0,0,0,0,0,0,8
2023 - 2024,2023 Fall,UGRD,UGRD,Tyson,Bailey,,MATH,1301,001,12,12,14,9,7,0,0,1,2,0,0,57
2023 - 2024,2023 Fall,UGRD,UGRD,Tyson,Bailey,,MATH,1301,014,11,14,22,10,3,0,0,1,0,0,0,61
2023 - 2024,2023 Fall,UGRD,UGRD,David,Baillargeon,,HIST,3300,005,16,3,0,0,1,0,0,1,0,0,0,21
2023 - 2024,2023 Fall,UGRD,UGRD,David,Baillargeon,,HIST,3363,001,13,5,0,0,2,0,0,0,0,0,0,20
2023 - 2024,2023 Fall,UGRD,UGRD,Anne,Bain,,SOCW,4371,003,18,5,4,1,2,0,0,0,0,0,0,30
2023 - 2024,2023 Fall,GRAD,GRAD,Anne,Bain,,SOCW,5371,001,19,2,1,1,4,0,0,0,1,0,0,28
2023 - 2024,2023 Fall,GRAD,GRAD,Brittany,Baker,,SOCW,5304,006,26,0,0,0,1,0,0,0,2,0,0,29
2023 - 2024,2023 Fall,GRAD,GRAD,Brittany,Baker,,SOCW,5304,016,27,1,0,0,1,0,0,0,0,0,0,29
2023 - 2024,2023 Fall,UGRD,UGRD,Trevor,Bakker,,CSE,3320,002,19,13,13,3,7,0,0,2,12,0,0,69
2023 - 2024,2023 Fall,UGRD,UGRD,Trevor,Bakker,,CSE,3320,003,18,29,12,5,2,0,0,0,3,0,0,69
2023 - 2024,2023 Fall,UGRD,UGRD,Juan,Balderrama,,AREN,4348,001,4,1,2,0,0,0,0,0,0,0,0,7
2023 - 2024,2023 Fall,UGRD,UGRD,Juan,Balderrama,,CE,4348,001,8,10,0,0,0,0,0,0,0,0,0,18
2023 - 2024,2023 Fall,GRAD,GRAD,Juan,Balderrama,,CE,5308,001,9,11,5,0,0,1,0,0,0,0,0,26
2023 - 2024,2023 Fall,GRAD,GRAD,Juan,Balderrama,,CE,5308,101,5,2,0,1,0,0,0,0,0,0,0,8
2023 - 2024,2023 Fall,GRAD,GRAD,Juan,Balderrama,,CE,5385,001,10,3,0,4,0,0,0,0,0,0,0,18
