Academic Year,Term,Academic Career,Course Career,Primary Instructor First Name,Primary Instructor Last Name,Non Primary Instructors,Subject,Catalog Number,Section Number,A,B,C,D,F,I,P,Q,W,Z,R,Total Grades
2020 - 2021,2020 Fall,GRAD,GRAD,Allison,Tomlinson,,SOCW,5362,004,27,6,0,0,0,0,0,0,0,0,0,33
2020 - 2021,2020 Fall,GRAD,GRAD,Allison,Tomlinson,,SOCW,5362,017,26,3,0,0,1,0,0,0,1,0,0,31
2020 - 2021,2020 Fall,GRAD,GRAD,Allison,Tomlinson,,SOCW,5362,020,23,10,0,0,1,0,0,0,2,0,0,36
2020 - 2021,2020 Fall,GRAD,GRAD,Allison,Tomlinson,,SOCW,5363,012,18,6,1,1,0,0,0,0,4,0,0,30
2020 - 2021,2020 Fall,GRAD,GRAD,Allison,Tuppeny,John Gonzalez,NURS,5315,402,19,86,26,1,5,0,16,0,13,0,0,166
2020 - 2021,2020 Fall,GRAD,GRAD,Allison,Tuppeny,John Gonzalez,NURSC,5315,402,0,2,3,0,2,0,1,0,1,0,0,9
2020 - 2021,2020 Fall,GRAD,GRAD,Alper,Nakkas,Jaehoon Kim,OPMA,5361,001,7,21,2,0,0,0,5,0,1,0,0,36
2020 - 2021,2020 Fall,GRAD,GRAD,Amanda,Aman,,ARCH,5670,002,7,5,0,0,0,0,0,0,0,0,0,12
2020 - 2021,2020 Fall,GRAD,GRAD,Amanda,Aykanian,,SOCW,5313,019,13,2,2,0,0,0,0,0,0,0,0,17
2020 - 2021,2020 Fall,GRAD,GRAD,Amanda,Mendez,Phyllis Wood,NURS,5660,459,0,0,0,0,0,0,10,0,0,0,0,10
2020 - 2021,2020 Fall,GRAD,GRAD,Amanda,Olsen,,EDUC,5394,005,62,7,1,1,1,0,0,0,1,0,0,73
2020 - 2021,2020 Fall,GRAD,GRAD,Amanda,Olsen,,EDUC,5394,105,74,25,2,1,1,0,0,0,1,0,0,104
2020 - 2021,2020 Fall,GRAD,GRAD,Amanda,Olsen,,EDUC,5397,001,20,0,0,0,0,0,0,0,0,0,0,20
2020 - 2021,2020 Fall,GRAD,GRAD,Amber,Arnold,Deborah Behan,NURS,6320,400,4,4,0,0,0,0,0,0,0,0,0,8
2020 - 2021,2020 Fall,GRAD,GRAD,Amber,Arnold,Deborah Behan,NURS,6320,404,6,3,0,0,0,0,0,0,0,0,0,9
2020 - 2021,2020 Fall,GRAD,GRAD,Amber,Schroeder,,PSYC,5330,001,13,7,0,0,0,0,0,0,1,0,0,21
2020 - 2021,2020 Fall,GRAD,GRAD,Amy,Anderson,,EDAD,5330,005,66,2,0,0,0,0,0,0,4,0,0,72
2020 - 2021,2020 Fall,GRAD,GRAD,Amy,Anderson,,EDAD,5383,105,329,15,0,0,5,0,0,0,2,0,0,351
2020 - 2021,2020 Fall,GRAD,GRAD,Amy,Anderson,,EDAD,5384,105,12,1,0,0,0,0,0,0,0,0,0,13
2020 - 2021,2020 Fall,GRAD,GRAD,Amy,Archambeau,,LARC,5397,001,8,0,0,0,0,0,0,0,0,0,0,8
2020 - 2021,2020 Fall,GRAD,GRAD,Amy,Hinz Horn,,LIST,5346,005,58,3,1,0,1,0,0,0,1,0,0,64
2020 - 2021,2020 Fall,GRAD,GRAD,Amy,Lunsford,Patricia Meadows,NURS,5120,465,0,0,0,0,0,0,10,0,0,0,0,10
2020 - 2021,2020 Fall,GRAD,GRAD,Amy,Winslow,"Christie Ramirez, Sara Moore",NURS,5130,474,0,0,0,0,0,0,9,0,0,0,0,9
2020 - 2021,2020 Fall,GRAD,GRAD,Amy,Winslow,"Melissa Franklin, Sara Moore",NURS,5130,416,0,0,0,0,0,0,9,0,0,0,0,9
2020 - 2021,2020 Fall,GRAD,GRAD,Ana,Herrera,Patricia Meadows,NURS,5120,428,0,0,0,0,0,0,10,0,0,0,0,10
2020 - 2021,2020 Fall,GRAD,GRAD,Andrzej,Korzeniowski,,MATH,5311,001,6,1,1,0,0,0,0,0,1,0,0,9
2020 - 2021,2020 Fall,GRAD,GRAD,Angela,Miller,"Anamarina Jarecke, Sara Moore",NURSG,5130,423,0,0,0,0,0,0,9,0,0,0,0,9
2020 - 2021,2020 Fall,GRAD,GRAD,Angelisse,Martinez,Patti Parker,NURS,5462,400,0,9,2,0,0,0,0,0,1,0,0,12
2020 - 2021,2020 Fall,GRAD,GRAD,Angelisse,Martinez,Patti Parker,NURS,5462,401,0,7,4,0,0,0,0,0,1,0,0,12
2020 - 2021,2020 Fall,GRAD,GRAD,Animesh,Chakravarthy,,AE,5301,002,8,5,0,0,1,0,0,0,2,0,0,16
2020 - 2021,2020 Fall,GRAD,GRAD,Ankur,Jain,,AE,5101,001,0,0,0,0,0,0,10,0,0,0,0,10
2020 - 2021,2020 Fall,GRAD,GRAD,Ankur,Jain,,ME,5101,001,0,0,0,0,0,0,14,0,0,0,0,14
2020 - 2021,2020 Fall,GRAD,GRAD,Ankur,Jain,Swapnil Suryakant Salvi,ME,5316,001,4,6,3,1,0,0,0,0,0,0,0,14
2020 - 2021,2020 Fall,GRAD,GRAD,Ankur,Jain,Swapnil Suryakant Salvi,ME,5316,002,1,4,2,0,0,0,0,0,0,0,0,7
2020 - 2021,2020 Fall,GRAD,GRAD,Ann,Birka,Essence Carter-Griffin,NURS,5355,001,8,0,0,0,0,0,0,0,0,0,0,8
2020 - 2021,2020 Fall,GRAD,GRAD,Anne,Bain,,SOCW,6373,001,2,2,1,2,0,0,1,0,0,0,0,8
2020 - 2021,2020 Fall,GRAD,GRAD,Antay,Parker,Patricia Meadows,NURS,5120,429,0,0,0,0,0,0,10,0,0,0,0,10
2020 - 2021,2020 Fall,GRAD,GRAD,Antay,Parker,Patricia Meadows,NURS,5120,470,0,0,0,0,0,0,8,0,2,0,0,10
2020 - 2021,2020 Fall,GRAD,GRAD,Arash,Saleh,Fatemeh Mahmoodimeymand,CE,5303,001,6,7,0,0,0,0,2,0,2,0,0,17
2020 - 2021,2020 Fall,GRAD,GRAD,Arash,Saleh,Fatemeh Mahmoodimeymand,CE,5303,101,6,3,0,0,1,0,0,0,0,0,0,10
2020 - 2021,2020 Fall,GRAD,GRAD,Ariadna,Reyes-Sanchez,,PLAN,5310,001,9,2,0,0,0,0,0,0,0,0,0,11
2020 - 2021,2020 Fall,GRAD,GRAD,Ariadna,Reyes-Sanchez,,PLAN,5395,001,6,0,0,0,0,0,0,0,1,0,0,7
2020 - 2021,2020 Fall,GRAD,GRAD,Ariadna,Reyes-Sanchez,,PLAN,6310,001,4,1,0,0,1,0,0,0,0,0,0,6
2020 - 2021,2020 Fall,GRAD,GRAD,Arpita,Bhatt,Rose Denny,CE,5340,001,8,2,0,0,0,0,0,0,0,0,0,10
2020 - 2021,2020 Fall,GRAD,GRAD,Arpita,Bhatt,Rose Denny,CM,5340,001,26,0,0,0,0,0,0,0,0,0,0,26
2020 - 2021,2020 Fall,GRAD,GRAD,Arpita,Bhatt,Venkata Karthik Thota,CE,5382,001,6,0,0,0,0,0,0,0,0,0,0,6
2020 - 2021,2020 Fall,GRAD,GRAD,Arpita,Bhatt,Venkata Karthik Thota,CM,5382,001,14,1,0,0,0,0,0,0,0,0,0,15
2020 - 2021,2020 Fall,GRAD,GRAD,Arpita,Bhatt,Venkata Karthik Thota,CM,5382,900,4,1,1,0,0,0,0,0,0,0,0,6
2020 - 2021,2020 Fall,GRAD,GRAD,Arthur,Gonzalez,Poorvi Pandey,HCAD,5301,040,7,6,1,0,0,0,0,0,0,0,0,14
2020 - 2021,2020 Fall,GRAD,GRAD,Ashlee,Loewen,Julie Brinzo,NURS,5337,460,8,1,0,0,0,0,0,0,0,0,0,9
2020 - 2021,2020 Fall,GRAD,GRAD,Ashley,Harris,Phyllis Wood,NURS,5338,471,8,1,0,0,0,0,0,0,0,0,0,9
2020 - 2021,2020 Fall,GRAD,GRAD,Ashley,Moore,"Buffy Powell, Essence Carter-Griffin",NURS,5355,450,5,4,0,0,0,0,0,0,1,0,0,10
2020 - 2021,2020 Fall,GRAD,GRAD,Ashley,Moore,Patricia Meadows,NURS,5120,490,0,0,0,0,0,0,10,0,0,0,0,10
2020 - 2021,2020 Fall,GRAD,GRAD,Ashley,Pichon,Julie Brinzo,NURS,5337,465,6,0,0,0,0,0,0,0,0,0,0,6
2020 - 2021,2020 Fall,GRAD,GRAD,Ashley,Pree,Phyllis Wood,NURS,5338,459,10,0,0,0,0,0,0,0,0,0,0,10
2020 - 2021,2020 Fall,GRAD,GRAD,Ashley,Walters,Patricia Meadows,NURS,5120,405,0,0,0,0,1,0,5,0,0,0,0,6
2020 - 2021,2020 Fall,GRAD,GRAD,Ashley,Walters,Patricia Meadows,NURS,5120,464,0,0,0,0,0,0,6,0,0,0,0,6
2020 - 2021,2020 Fall,GRAD,GRAD,Atefe,Makhmalbaf,,CE,5343,001,8,3,0,0,0,0,0,0,0,0,0,11
2020 - 2021,2020 Fall,GRAD,GRAD,Atefe,Makhmalbaf,,CE,5343,101,14,3,0,0,0,0,0,0,0,0,0,17
2020 - 2021,2020 Fall,GRAD,GRAD,Atefe,Makhmalbaf,,CM,5343,001,20,3,0,0,0,0,1,0,0,0,0,24
2020 - 2021,2020 Fall,GRAD,GRAD,Atefe,Makhmalbaf,,CM,5343,101,12,1,0,0,0,0,0,0,0,0,0,13
2020 - 2021,2020 Fall,GRAD,GRAD,Atefe,Makhmalbaf,Ashley Foster,ARCH,5357,002,8,4,0,0,0,0,0,0,0,0,0,12
2020 - 2021,2020 Fall,GRAD,GRAD,Audrey,Collins,Phyllis Wood,NURSC,5660,450,0,0,0,0,0,0,9,0,0,0,0,9
2020 - 2021,2020 Fall,GRAD,GRAD,Bahra,Khalili Najafabadi,Mit Patel,CSE,6324,301,11,6,0,0,0,0,0,0,0,0,0,17
2020 - 2021,2020 Fall,GRAD,GRAD,Bahra,Khalili Najafabadi,Rodrigo Augusto Silva Dos Santos,CSE,5325,003,30,28,1,0,0,0,0,0,0,0,0,59
2020 - 2021,2020 Fall,GRAD,GRAD,Bahram,Abediniangerabi,,CE,5327,001,7,0,0,0,0,0,0,0,0,0,0,7
2020 - 2021,2020 Fall,GRAD,GRAD,Bahram,Abediniangerabi,,CE,5327,101,6,0,0,0,0,0,0,0,0,0,0,6
2020 - 2021,2020 Fall,GRAD,GRAD,Bahram,Abediniangerabi,,CE,5387,001,9,0,0,0,0,0,0,0,0,0,0,9
2020 - 2021,2020 Fall,GRAD,GRAD,Bahram,Abediniangerabi,,CM,5387,001,9,0,0,0,0,0,0,0,0,0,0,9
2020 - 2021,2020 Fall,GRAD,GRAD,Bang,Dang,,ARCH,5594,001,7,5,0,0,0,0,0,0,0,0,0,12
2020 - 2021,2020 Fall,GRAD,GRAD,Baohong,Yuan,Yang Liu,BE,5326,014,23,3,0,0,0,0,0,0,0,0,0,26
2020 - 2021,2020 Fall,GRAD,GRAD,Barbara,Berthold,,MODL,5305,001,12,1,0,0,0,0,0,0,1,0,0,14
2020 - 2021,2020 Fall,GRAD,GRAD,Barbara,Taylor,Phyllis Wood,NURS,5660,465,0,0,0,0,0,0,10,0,0,0,0,10
2020 - 2021,2020 Fall,GRAD,GRAD,Barbara,Tobolowsky,,EDAD,6301,001,14,2,0,0,0,0,0,0,0,0,0,16
2020 - 2021,2020 Fall,GRAD,GRAD,Barbara,Tobolowsky,,EDAD,6392,008,5,0,1,0,0,0,0,0,0,0,0,6
2020 - 2021,2020 Fall,GRAD,GRAD,Bernd,Chudoba,,AE,5368,002,2,1,0,0,1,0,0,0,2,0,0,6
2020 - 2021,2020 Fall,GRAD,GRAD,Bethane,Hall,,ACCT,5314,001,3,2,1,1,2,0,0,0,4,0,0,13
2020 - 2021,2020 Fall,GRAD,GRAD,Bethane,Hall,,ACCT,5340,001,7,4,1,0,1,0,2,0,5,0,0,20
2020 - 2021,2020 Fall,GRAD,GRAD,Bethane,Hall,,ACCT,5342,001,3,3,1,0,0,1,4,0,0,0,0,12
2020 - 2021,2020 Fall,GRAD,GRAD,Bethany,McClean,,NURS,5333,400,3,15,4,0,0,0,0,0,1,0,0,23
2020 - 2021,2020 Fall,GRAD,GRAD,Bethany,McClean,,NURS,5333,402,12,32,5,0,0,0,0,0,0,0,0,49
2020 - 2021,2020 Fall,GRAD,GRAD,Bethany,McClean,,NURSG,5333,402,4,7,0,0,0,0,0,0,0,0,0,11
2020 - 2021,2020 Fall,GRAD,GRAD,Betty,Brown-Trask,Phyllis Wood,NURS,5660,464,0,0,0,0,0,0,10,0,0,0,0,10
2020 - 2021,2020 Fall,GRAD,GRAD,Betty,George,,SCED,5352,105,20,1,0,0,0,0,0,0,0,0,0,21
2020 - 2021,2020 Fall,GRAD,GRAD,Beverly,Black,,SOCW,5301,013,18,2,3,0,0,0,1,0,6,0,0,30
2020 - 2021,2020 Fall,GRAD,GRAD,Beverly,Black,,SOCW,5366,002,1,2,1,0,2,0,0,0,0,0,0,6
2020 - 2021,2020 Fall,GRAD,GRAD,Beverly,Black,,SOCW,6396,001,7,1,0,0,0,0,0,0,0,0,0,8
2020 - 2021,2020 Fall,GRAD,GRAD,Bijan,Youssefzadeh,,ARCH,5672,001,3,8,2,0,0,0,0,0,0,0,0,13
2020 - 2021,2020 Fall,GRAD,GRAD,Billy,Moore,,HCAD,5315,040,12,3,2,0,0,0,0,0,1,0,0,18
2020 - 2021,2020 Fall,GRAD,GRAD,Bin,Jiang,,OPMA,5361,070,25,25,0,0,0,0,0,0,0,0,0,50
2020 - 2021,2020 Fall,GRAD,GRAD,Bin,Srinidhi,,ACCT,5307,001,18,20,6,0,0,0,2,0,3,0,0,49
2020 - 2021,2020 Fall,GRAD,GRAD,Bin,Srinidhi,,ACCT,5307,020,15,4,2,0,0,0,1,0,0,0,0,22
2020 - 2021,2020 Fall,GRAD,GRAD,Blessing,Chimenga,Ashlee Loewen,NURS,5337,475,7,2,0,0,0,0,0,0,0,0,0,9
2020 - 2021,2020 Fall,GRAD,GRAD,Bradley,Bell,,ARCH,5381,001,0,0,0,0,0,0,5,0,1,0,0,6
2020 - 2021,2020 Fall,GRAD,GRAD,Brandi,Pitcox,"Anamarina Jarecke, Sara Moore",NURSG,5130,424,0,0,0,0,0,0,10,0,0,0,0,10
2020 - 2021,2020 Fall,GRAD,GRAD,Brandon,Respress,,NURS,5212,002,7,11,1,0,0,0,0,0,1,0,0,20
2020 - 2021,2020 Fall,GRAD,GRAD,Brandon,Respress,"Aimee Dunnam, Brandon Respress",NURS,5211,002,7,15,1,0,0,0,0,0,1,0,0,24
2020 - 2021,2020 Fall,GRAD,GRAD,Brandon,Respress,Brandon Respress,NURS,5212,001,16,7,0,0,0,0,0,0,2,0,0,25
2020 - 2021,2020 Fall,GRAD,GRAD,Brandon,Respress,Julie Durand,NURS,5325,002,6,0,0,0,0,0,0,0,0,0,0,6
2020 - 2021,2020 Fall,GRAD,GRAD,Brennan,Lewis,"Christie Ramirez, Sara Moore",NURS,5130,456,0,0,0,0,0,0,7,0,0,0,0,7
2020 - 2021,2020 Fall,GRAD,GRAD,Brent,Boyea,,POLS,5325,001,7,2,0,0,0,0,0,0,4,0,0,13
2020 - 2021,2020 Fall,GRAD,GRAD,Brian,Dalio,,CSE,5317,001,4,5,7,1,0,0,0,0,0,0,0,17
2020 - 2021,2020 Fall,GRAD,GRAD,Brian,Huff,Hafsa Mohsin,IE,5330,001,7,5,0,0,0,0,0,0,0,0,0,12
2020 - 2021,2020 Fall,GRAD,GRAD,Brian,Huff,Uluhan Cem Kaya,AE,5378,001,2,7,3,0,0,0,0,0,0,0,0,12
2020 - 2021,2020 Fall,GRAD,GRAD,Brian,Huff,Uluhan Cem Kaya,ME,5378,001,0,5,0,1,0,0,0,0,0,0,0,6
2020 - 2021,2020 Fall,GRAD,GRAD,Brian,Mulholland,,MUSI,5366,001,7,0,0,0,1,0,0,0,0,0,0,8
2020 - 2021,2020 Fall,GRAD,GRAD,Brittany,Baker,,SOCW,5304,001,29,1,0,0,0,0,0,0,0,0,0,30
2020 - 2021,2020 Fall,GRAD,GRAD,Brittany,Wall,"Anamarina Jarecke, Sara Moore",NURS,5130,425,0,0,0,0,0,0,8,0,0,0,0,8
2020 - 2021,2020 Fall,GRAD,GRAD,Buffy,Powell,Essence Carter-Griffin,NURS,6323,402,8,1,0,0,0,0,0,0,0,0,0,9
2020 - 2021,2020 Fall,GRAD,GRAD,Byung Ran,So,,CHEM,6011,001,0,0,0,0,0,0,11,0,1,0,0,12
2020 - 2021,2020 Fall,GRAD,GRAD,Candace,Lafferty,,EDUC,5305,105,37,6,1,0,0,0,0,0,0,0,0,44
2020 - 2021,2020 Fall,GRAD,GRAD,Candace,Lafferty,,MAED,5351,005,51,4,1,0,1,1,0,0,1,0,0,59
2020 - 2021,2020 Fall,GRAD,GRAD,Candace,Lafferty,,MAED,5351,105,63,3,3,0,0,1,0,0,1,0,0,71
2020 - 2021,2020 Fall,GRAD,GRAD,Candida,Constantine,,NURSG,5343,400,7,0,0,0,0,0,0,0,0,0,0,7
2020 - 2021,2020 Fall,GRAD,GRAD,Candida,Constantine,Cynthia Plonien,NURS,5342,400,41,0,0,0,0,0,0,0,0,0,0,41
2020 - 2021,2020 Fall,GRAD,GRAD,Candida,Constantine,Cynthia Plonien,NURS,5342,401,35,2,0,0,0,0,0,0,0,0,0,37
2020 - 2021,2020 Fall,GRAD,GRAD,Candida,Constantine,Cynthia Plonien,NURS,5343,400,51,1,1,0,0,0,0,0,1,0,0,54
2020 - 2021,2020 Fall,GRAD,GRAD,Candida,Constantine,Deborah Behan,NURS,6320,406,5,2,0,0,1,0,0,0,0,0,0,8
2020 - 2021,2020 Fall,GRAD,GRAD,Candida,Constantine,Deborah Behan,NURS,6320,409,10,0,0,0,0,0,0,0,0,0,0,10
2020 - 2021,2020 Fall,GRAD,GRAD,Carol,Waters,,EDUC,5314,001,7,1,0,0,0,0,0,0,0,0,0,8
2020 - 2021,2020 Fall,GRAD,GRAD,Catheleen,Jordan,,SOCW,5311,023,1,28,0,0,0,0,3,0,0,0,0,32
2020 - 2021,2020 Fall,GRAD,GRAD,Catheleen,Jordan,,SOCW,5311,025,7,22,0,0,0,0,0,0,0,0,0,29
2020 - 2021,2020 Fall,GRAD,GRAD,Catheleen,Jordan,,SOCW,5311,027,3,26,0,0,0,0,1,0,2,0,0,32
2020 - 2021,2020 Fall,GRAD,GRAD,Catherine,Gichema,Patricia Meadows,NURS,5120,463,0,0,0,0,0,0,7,0,0,0,0,7
2020 - 2021,2020 Fall,GRAD,GRAD,Catherine,Robert,,EDAD,6343,001,14,2,0,0,0,0,0,0,0,0,0,16
2020 - 2021,2020 Fall,GRAD,GRAD,Chaitanya,Sambhara,,INSY,5375,001,19,11,3,0,2,0,2,0,0,0,0,37
2020 - 2021,2020 Fall,GRAD,GRAD,Chaitanya,Sambhara,,INSY,5375,011,5,6,0,0,0,0,0,0,1,0,0,12
2020 - 2021,2020 Fall,GRAD,GRAD,Chaitanya,Sambhara,"Jiang Hu, Roopa Ramesh Desai",INSY,5375,501,2,4,0,0,0,0,0,0,0,0,0,6
2020 - 2021,2020 Fall,GRAD,GRAD,Chance,Eary,Mohammad Samiul Arshad,CSE,5306,003,29,9,3,0,1,0,0,0,1,0,0,43
2020 - 2021,2020 Fall,GRAD,GRAD,Changhee,Chun,,ART,5391,006,6,1,0,0,0,0,0,0,0,0,0,7
2020 - 2021,2020 Fall,GRAD,GRAD,Chaoqun,Liu,,MATH,5338,001,15,4,3,1,1,0,1,0,1,0,0,26
2020 - 2021,2020 Fall,GRAD,GRAD,Charles,MacBride,,ARCH,5672,002,8,3,1,1,0,0,0,0,1,0,0,14
2020 - 2021,2020 Fall,GRAD,GRAD,Charles,Miller,"Reddy Sushmitha Yethirajula, Yumiao Han",BLAW,5332,001,2,7,0,0,0,0,5,0,0,0,0,14
2020 - 2021,2020 Fall,GRAD,GRAD,Chen,Kan,Mingyao Song,IE,5318,001,8,12,0,0,0,0,0,0,0,0,0,20
2020 - 2021,2020 Fall,GRAD,GRAD,Chen,Kan,Mingyao Song,IE,5318,002,11,1,0,0,0,0,0,0,0,0,0,12
2020 - 2021,2020 Fall,GRAD,GRAD,Cheng,Luo,Aravind Surendran Nair,AE,5331,001,8,7,0,0,0,0,0,0,2,0,0,17
2020 - 2021,2020 Fall,GRAD,GRAD,Cheryl,Gordon,Patricia Meadows,NURS,5120,430,0,0,0,0,0,0,10,0,0,0,0,10
2020 - 2021,2020 Fall,GRAD,GRAD,Cheryl,Mitchell,Patricia Meadows,NURS,5120,431,0,0,0,0,0,0,9,0,1,0,0,10
2020 - 2021,2020 Fall,GRAD,GRAD,Cheryl,Mitchell,Patricia Meadows,NURS,5120,504,0,0,0,0,0,0,9,0,0,0,0,9
2020 - 2021,2020 Fall,GRAD,GRAD,Cheryl,Prachyl,,ACCT,5307,080,24,15,1,1,1,0,0,0,0,0,0,42
2020 - 2021,2020 Fall,GRAD,GRAD,Cheryl,Prachyl,,ACCT,5329,001,16,5,0,0,0,0,4,0,2,0,0,27
2020 - 2021,2020 Fall,GRAD,GRAD,Cheryl,Prachyl,Huy Hoang,ACCT,5315,001,1,5,0,0,0,0,0,0,1,0,0,7
2020 - 2021,2020 Fall,GRAD,GRAD,Cheryl,Prachyl,Huy Hoang,ACCT,5321,001,17,11,0,0,0,5,1,0,0,0,0,34
2020 - 2021,2020 Fall,GRAD,GRAD,Chinyere,Emeh,Patricia Meadows,NURS,5120,409,0,0,0,0,0,0,6,0,0,0,0,6
2020 - 2021,2020 Fall,GRAD,GRAD,Chinyere,Emeh,Patricia Meadows,NURS,5120,505,0,0,0,0,0,0,8,0,0,0,0,8
2020 - 2021,2020 Fall,GRAD,GRAD,Choong-Un,Kim,"Anthony Martinez, Kimaya Vyavhare, Pushkar Kiran Gothe, Yao Ren, Yi Ram Kim",MSE,5304,001,8,7,0,0,0,0,0,0,0,0,0,15
2020 - 2021,2020 Fall,GRAD,GRAD,Chris,Deeter,,SCED,5351,005,23,0,0,0,0,0,0,0,0,0,0,23
2020 - 2021,2020 Fall,GRAD,GRAD,Chris,Deeter,,SCED,5351,105,24,6,0,0,0,0,0,0,1,0,0,31
2020 - 2021,2020 Fall,GRAD,GRAD,Christie,Ramirez,Nancy Wyrick,NURS,5371,400,4,2,0,0,0,0,0,0,0,0,0,6
2020 - 2021,2020 Fall,GRAD,GRAD,Christina,Sanchez,"Melissa Franklin, Sara Moore",NURS,5130,414,0,0,0,0,0,0,10,0,0,0,0,10
2020 - 2021,2020 Fall,GRAD,GRAD,Christoph,Csallner,Jianjin Deng,CSE,6324,001,5,7,1,0,0,0,0,0,0,0,0,13
2020 - 2021,2020 Fall,GRAD,GRAD,Christopher,Chambers-Ju,,POLS,5381,001,7,4,0,0,0,0,1,0,0,0,0,12
2020 - 2021,2020 Fall,GRAD,GRAD,Christopher,Elliott,,AE,5302,002,8,2,0,0,0,0,0,0,1,0,0,11
2020 - 2021,2020 Fall,GRAD,GRAD,Christy,Spivey,,ECON,5333,006,7,0,0,0,0,0,0,0,2,0,0,9
2020 - 2021,2020 Fall,GRAD,GRAD,Chunke,Su,,MANA,5320,070,59,14,0,0,0,1,0,0,0,0,0,74
2020 - 2021,2020 Fall,GRAD,GRAD,Chunke,Su,,MANA,5320,071,36,11,3,0,0,0,0,0,0,0,0,50
2020 - 2021,2020 Fall,GRAD,GRAD,Chunke,Su,,MANA,5320,072,33,16,2,0,0,0,0,0,0,0,0,51
2020 - 2021,2020 Fall,GRAD,GRAD,Cindy,Joffrion Moss,Julie Brinzo,NURS,5337,462,8,0,0,0,0,0,0,0,0,0,0,8
2020 - 2021,2020 Fall,GRAD,GRAD,Clayton,Rogers,Phyllis Wood,NURS,5660,467,0,0,0,0,0,0,9,0,0,0,0,9
2020 - 2021,2020 Fall,GRAD,GRAD,Collin,Naugher,,NURS,5467,401,14,3,0,0,0,0,0,0,0,0,0,17
2020 - 2021,2020 Fall,GRAD,GRAD,Collin,Naugher,Sara Moore,NURS,5220,401,105,41,4,0,0,0,0,0,7,0,0,157
2020 - 2021,2020 Fall,GRAD,GRAD,Connie,Karvas,Phyllis Wood,NURS,5660,451,0,0,0,0,0,0,10,0,0,0,0,10
