Academic Year,Term,Academic Career,Course Career,Primary Instructor First Name,Primary Instructor Last Name,Non Primary Instructors,Subject,Catalog Number,Section Number,A,B,C,D,F,I,P,Q,W,Z,R,Total Grades
2020 - 2021,2021 Summer,GRAD,GRAD,Amanda,Olsen,,EDUC,5397,105,60,3,0,0,1,0,0,0,0,0,0,64
2020 - 2021,2021 Summer,GRAD,GRAD,Amber,Arnold,Donna Hamby,NURS,6390,406,7,2,0,0,0,0,0,0,0,0,0,9
2020 - 2021,2021 Summer,GRAD,GRAD,Ambra,Green,,SPED,5301,001,2,3,0,0,1,0,0,0,0,0,0,6
2020 - 2021,2021 Summer,GRAD,GRAD,Amy,Anderson,,EDAD,5389,005,133,2,0,0,4,0,0,0,0,0,0,139
2020 - 2021,2021 Summer,GRAD,GRAD,Amy,Anderson,,EDAD,5399,005,133,0,0,0,1,0,0,0,0,0,0,134
2020 - 2021,2021 Summer,GRAD,GRAD,Amy,Austin,,SPAN,5310,001,10,0,0,0,0,0,0,0,0,0,0,10
2020 - 2021,2021 Summer,GRAD,GRAD,Amy,Blakeney,,SOCW,5307,009,22,1,0,0,0,0,0,0,0,0,0,23
2020 - 2021,2021 Summer,GRAD,GRAD,Amy,Blakeney,,SOCW,5313,001,15,4,2,0,0,0,0,0,0,0,0,21
2020 - 2021,2021 Summer,GRAD,GRAD,Amy,Hinz Horn,,LIST,5325,005,60,3,1,0,0,0,0,0,0,0,0,64
2020 - 2021,2021 Summer,GRAD,GRAD,Amy,Winslow,"Christie Ramirez, Sara Moore",NURS,5130,409,0,0,0,0,0,0,10,0,0,0,0,10
2020 - 2021,2021 Summer,GRAD,GRAD,Anamarina,Jarecke,"Courtney Werner, Sara Moore",NURS,5130,402,0,0,0,0,0,0,8,0,0,0,0,8
2020 - 2021,2021 Summer,GRAD,GRAD,Angela,Miller,"Christie Ramirez, Sara Moore",NURS,5130,410,0,0,0,0,0,0,10,0,0,0,0,10
2020 - 2021,2021 Summer,GRAD,GRAD,Angelisse,Martinez,Patti Parker,NURS,5462,400,1,11,6,0,0,0,0,0,1,0,0,19
2020 - 2021,2021 Summer,GRAD,GRAD,Ann,Davis,,KINE,5381,001,11,1,0,0,0,0,0,0,0,0,0,12
2020 - 2021,2021 Summer,GRAD,GRAD,April,Walker,"John Gonzalez, Sayda Major",NURS,5640,456,0,0,0,0,0,0,10,0,0,0,0,10
2020 - 2021,2021 Summer,GRAD,GRAD,Ardeshir,Anjomani,Ali Behseresht,PLAN,5340,001,3,3,0,0,0,0,0,0,0,0,0,6
2020 - 2021,2021 Summer,GRAD,GRAD,Ashley,Bryce,Phyllis Wood,NURS,5660,455,0,0,0,0,0,0,10,0,0,0,0,10
2020 - 2021,2021 Summer,GRAD,GRAD,Ashley,Harris,Phyllis Wood,NURS,5660,470,0,0,0,0,0,0,10,0,0,0,0,10
2020 - 2021,2021 Summer,GRAD,GRAD,Ashley,Moore,"Buffy Powell, Essence Carter-Griffin",NURSC,5355,400,9,1,0,0,0,0,0,0,0,0,0,10
2020 - 2021,2021 Summer,GRAD,GRAD,Ashley,Moore,Mary Davis,NURS,5120,428,0,0,0,0,0,0,9,0,0,0,0,9
2020 - 2021,2021 Summer,GRAD,GRAD,Ashley,Pichon,Julie Brinzo,NURS,5337,454,10,0,0,0,0,0,0,0,0,0,0,10
2020 - 2021,2021 Summer,GRAD,GRAD,Ashley,Pree,Phyllis Wood,NURS,5338,451,4,2,0,0,0,0,0,0,0,0,0,6
2020 - 2021,2021 Summer,GRAD,GRAD,Ashley,Walters,Mary Davis,NURS,5120,401,0,0,0,0,0,0,7,0,0,0,0,7
2020 - 2021,2021 Summer,GRAD,GRAD,Audrey,Collins,Phyllis Wood,NURS,5660,451,0,0,0,0,0,0,10,0,0,0,0,10
2020 - 2021,2021 Summer,GRAD,GRAD,Bahra,Khalili Najafabadi,"Mohammad Rifat Arefin, Rodrigo Augusto Silva Dos Santos",CSE,5325,001,31,18,1,0,0,0,0,0,0,0,0,50
2020 - 2021,2021 Summer,GRAD,GRAD,Bahram,Abediniangerabi,Abhijit Roy,CE,5387,001,6,2,0,0,0,0,0,0,0,0,0,8
2020 - 2021,2021 Summer,GRAD,GRAD,Bahram,Abediniangerabi,Abhijit Roy,CM,5387,001,7,6,0,0,0,0,0,0,0,0,0,13
2020 - 2021,2021 Summer,GRAD,GRAD,Barbara,Taylor,Phyllis Wood,NURS,5660,466,0,0,0,0,0,0,10,0,0,0,0,10
2020 - 2021,2021 Summer,GRAD,GRAD,Betty,Brown-Trask,Phyllis Wood,NURS,5660,467,0,0,0,0,0,0,11,0,0,0,0,11
2020 - 2021,2021 Summer,GRAD,GRAD,Betty,George,,SCED,5353,105,8,1,0,1,0,0,0,0,0,0,0,10
2020 - 2021,2021 Summer,GRAD,GRAD,Bijan,Youssefzadeh,,ARCH,5670,001,5,5,0,0,0,0,0,0,0,0,0,10
2020 - 2021,2021 Summer,GRAD,GRAD,Blessing,Chimenga,"Ashlee Loewen, Julie Brinzo",NURS,5337,470,7,2,0,0,0,0,0,0,0,0,0,9
2020 - 2021,2021 Summer,GRAD,GRAD,Bonita,Dockery,,SOCW,5358,004,22,2,1,0,0,0,0,0,0,0,0,25
2020 - 2021,2021 Summer,GRAD,GRAD,Bonita,Dockery,,SOCW,5369,005,10,2,1,0,0,0,0,0,0,0,0,13
2020 - 2021,2021 Summer,GRAD,GRAD,Bradley,Bell,,ARCH,5381,001,0,0,0,0,0,0,6,0,0,0,0,6
2020 - 2021,2021 Summer,GRAD,GRAD,Brandon,Respress,,NURS,5322,001,0,20,7,0,0,0,0,0,2,0,0,29
2020 - 2021,2021 Summer,GRAD,GRAD,Brandon,Respress,,NURS,5325,001,8,2,0,0,0,0,0,0,0,0,0,10
2020 - 2021,2021 Summer,GRAD,GRAD,Brian,Dalio,,CSE,5321,001,6,4,0,4,0,0,0,0,0,0,0,14
2020 - 2021,2021 Summer,GRAD,GRAD,Brian,Martinson,,MANA,5337,001,30,2,0,0,0,0,0,0,0,0,0,32
2020 - 2021,2021 Summer,GRAD,GRAD,Brittany,Baker,,SOCW,5352,001,13,1,0,0,1,0,0,0,0,0,0,15
2020 - 2021,2021 Summer,GRAD,GRAD,Brittany,Baker,,SOCW,5352,005,6,2,0,0,0,0,0,0,0,0,0,8
2020 - 2021,2021 Summer,GRAD,GRAD,Brittany,Baker,,SOCW,5353,001,13,1,1,0,0,0,0,0,0,0,0,15
2020 - 2021,2021 Summer,GRAD,GRAD,Brittany,Baker,,SOCW,5353,002,14,0,0,0,0,0,0,0,0,0,0,14
2020 - 2021,2021 Summer,GRAD,GRAD,Buffy,Powell,Essence Carter-Griffin,NURS,6323,400,6,3,0,0,0,1,0,0,0,0,0,10
2020 - 2021,2021 Summer,GRAD,GRAD,Candace,Lafferty,,EDUC,5305,005,34,5,0,0,1,0,0,0,1,0,0,41
2020 - 2021,2021 Summer,GRAD,GRAD,Candace,Lafferty,,EDUC,5305,105,30,4,0,0,1,0,0,0,0,0,0,35
2020 - 2021,2021 Summer,GRAD,GRAD,Candace,Lafferty,,MAED,5352,005,36,1,1,0,0,0,0,0,0,0,0,38
2020 - 2021,2021 Summer,GRAD,GRAD,Candace,Lafferty,,MAED,5354,105,46,10,1,0,0,0,0,0,0,0,0,57
2020 - 2021,2021 Summer,GRAD,GRAD,Candida,Constantine,,NURS,5342,400,58,1,0,0,0,0,0,0,0,0,0,59
2020 - 2021,2021 Summer,GRAD,GRAD,Candida,Constantine,,NURS,5343,400,71,5,0,0,0,0,0,0,2,0,0,78
2020 - 2021,2021 Summer,GRAD,GRAD,Candida,Constantine,,NURSG,5342,400,8,0,0,0,0,0,0,0,0,0,0,8
2020 - 2021,2021 Summer,GRAD,GRAD,Carlton,Rojas,"John Gonzalez, Sayda Major",NURS,5640,460,0,0,0,0,0,0,10,0,0,0,0,10
2020 - 2021,2021 Summer,GRAD,GRAD,Carol,Waters,,SCED,5354,105,21,7,1,0,0,0,0,0,0,0,0,29
2020 - 2021,2021 Summer,GRAD,GRAD,Catherine,Lux,Sara Moore,NURS,5130,002,0,0,0,0,0,0,8,0,2,0,0,10
2020 - 2021,2021 Summer,GRAD,GRAD,Catherine,Robert,,EDAD,6392,014,6,0,0,0,0,0,0,0,0,0,0,6
2020 - 2021,2021 Summer,GRAD,GRAD,Chance,Eary,Emmanuel Emakhue Oseghale,CSE,5306,001,4,10,1,3,0,0,0,0,2,0,0,20
2020 - 2021,2021 Summer,GRAD,GRAD,Chance,Eary,Huiyang Li,CSE,5344,002,14,3,0,0,0,0,0,0,0,0,0,17
2020 - 2021,2021 Summer,GRAD,GRAD,Chang,Seo,,SOCW,5303,001,25,0,0,0,0,0,0,0,2,0,0,27
2020 - 2021,2021 Summer,GRAD,GRAD,Chang,Seo,,SOCW,5303,004,26,1,0,0,0,0,0,0,0,0,0,27
2020 - 2021,2021 Summer,GRAD,GRAD,Charla,Markham Shaw,,COMM,5332,001,5,1,1,0,0,0,0,0,3,0,0,10
2020 - 2021,2021 Summer,GRAD,GRAD,Charles,Miller,,BLAW,5332,001,3,5,0,1,0,0,0,0,1,0,0,10
2020 - 2021,2021 Summer,GRAD,GRAD,Cheryl,Gordon,"Jhasmun Crutcher, Katherine Afshar, Mary Davis",NURS,5120,427,0,0,0,0,0,0,10,0,0,0,0,10
2020 - 2021,2021 Summer,GRAD,GRAD,Cheryl,Gordon,Mary Davis,NURS,5120,436,0,0,0,0,0,0,6,0,0,0,0,6
2020 - 2021,2021 Summer,GRAD,GRAD,Cheryl,Prachyl,Bradley Hofelich,ACCT,5307,001,18,7,1,0,0,0,0,0,2,0,0,28
2020 - 2021,2021 Summer,GRAD,GRAD,Cheryl,Prachyl,Bradley Hofelich,ACCT,5312,001,4,4,3,0,0,0,0,0,0,0,0,11
2020 - 2021,2021 Summer,GRAD,GRAD,Chinyere,Emeh,Mary Davis,NURS,5120,429,0,0,0,0,0,0,9,0,0,0,0,9
2020 - 2021,2021 Summer,GRAD,GRAD,Chris,Deeter,,SCED,5355,105,56,7,0,0,0,0,0,0,1,0,0,64
2020 - 2021,2021 Summer,GRAD,GRAD,Christi,Morgan,,EDAD,5330,005,153,3,0,0,2,0,0,0,2,0,0,160
2020 - 2021,2021 Summer,GRAD,GRAD,Christie,Eckler,,SOCW,5320,001,22,1,0,0,0,0,0,0,0,0,0,23
2020 - 2021,2021 Summer,GRAD,GRAD,Christie,Ramirez,Nancy Wyrick,NURS,5372,450,2,7,0,0,0,0,0,0,0,0,0,9
2020 - 2021,2021 Summer,GRAD,GRAD,Christina,Sanchez,"Christie Ramirez, Sara Moore",NURS,5130,406,0,0,0,0,0,0,8,0,0,0,0,8
2020 - 2021,2021 Summer,GRAD,GRAD,Christy,Spivey,,HCAD,5333,050,5,7,2,0,0,0,0,0,0,0,0,14
2020 - 2021,2021 Summer,GRAD,GRAD,Chunke,Su,,MANA,5320,070,45,12,2,0,0,1,0,0,0,0,0,60
2020 - 2021,2021 Summer,GRAD,GRAD,Chunke,Su,,MANA,5320,071,25,30,5,0,0,0,0,0,0,0,0,60
2020 - 2021,2021 Summer,GRAD,GRAD,Chunke,Su,,MANA,5320,072,59,5,0,0,0,1,0,0,0,0,0,65
2020 - 2021,2021 Summer,GRAD,GRAD,Chunke,Su,,MANA,5320,073,41,11,2,0,0,2,0,0,0,0,0,56
2020 - 2021,2021 Summer,GRAD,GRAD,Cindy,Joffrion Moss,Phyllis Wood,NURS,5660,456,0,0,0,0,0,0,10,0,0,0,0,10
2020 - 2021,2021 Summer,GRAD,GRAD,Clayton,Rogers,Phyllis Wood,NURS,5660,468,0,0,0,0,0,0,10,0,0,0,0,10
2020 - 2021,2021 Summer,GRAD,GRAD,Collin,Naugher,,NURS,5467,400,23,1,0,0,0,0,0,0,0,0,0,24
2020 - 2021,2021 Summer,GRAD,GRAD,Connie,Karvas,Phyllis Wood,NURS,5660,457,0,0,0,0,0,0,10,0,0,0,0,10
2020 - 2021,2021 Summer,GRAD,GRAD,Courtney,Werner,"Anamarina Jarecke, Sara Moore",NURS,5130,417,0,0,0,0,0,0,10,0,0,0,0,10
2020 - 2021,2021 Summer,GRAD,GRAD,Courtney,Werner,Sara Moore,NURS,5130,004,0,0,0,0,0,0,8,0,0,0,0,8
2020 - 2021,2021 Summer,GRAD,GRAD,Cristina,Winters,Aimee Dunnam,NURS,5324,004,6,0,0,0,0,0,0,0,0,0,0,6
2020 - 2021,2021 Summer,GRAD,GRAD,Cristina,Winters,Aimee Dunnam,NURS,5324,005,6,0,0,0,0,0,0,0,0,0,0,6
2020 - 2021,2021 Summer,GRAD,GRAD,Crystal,Cisneros,Mary Davis,NURS,5120,402,0,0,0,0,0,0,6,0,1,0,0,7
2020 - 2021,2021 Summer,GRAD,GRAD,Crystal,Cisneros,Mary Davis,NURSG,5120,434,0,0,0,0,0,0,9,0,1,0,0,10
2020 - 2021,2021 Summer,GRAD,GRAD,Cynthia,Casey,Donna Hamby,NURS,6390,400,8,2,0,0,0,0,0,0,0,0,0,10
2020 - 2021,2021 Summer,GRAD,GRAD,Cynthia,Laborde,,MODL,5301,001,0,0,0,0,0,0,8,0,0,0,0,8
2020 - 2021,2021 Summer,GRAD,GRAD,Cynthia,Plonien,,NURSG,5340,400,0,0,0,0,0,0,6,0,1,0,0,7
2020 - 2021,2021 Summer,GRAD,GRAD,Cynthia,Plonien,"Adelaine Cunningham, Candida Constantine, Christi Nguyen, Kelly Johnson, Kendra Slatton, Kristina Stillsmoking, Lisa Nummi, Pamela Duffey",NURS,5340,400,0,0,0,0,0,0,71,0,2,0,0,73
2020 - 2021,2021 Summer,GRAD,GRAD,Cynthia,Rodriguez Wewerka,Dolores Aguilar,NURS,5362,400,0,0,0,0,0,0,9,0,0,0,0,9
2020 - 2021,2021 Summer,GRAD,GRAD,Cynthia,St John,,MANA,5360,001,25,7,2,0,0,0,0,0,0,0,0,34
2020 - 2021,2021 Summer,GRAD,GRAD,Cynthia,Woody,,EDAD,5384,105,395,16,2,1,3,0,0,0,7,0,0,424
2020 - 2021,2021 Summer,GRAD,GRAD,Daisha,Cipher,,NURS,5388,400,16,5,0,0,0,0,0,0,2,0,0,23
2020 - 2021,2021 Summer,GRAD,GRAD,Daisha,Cipher,,NURS,5388,401,28,12,0,0,2,0,0,0,1,0,0,43
2020 - 2021,2021 Summer,GRAD,GRAD,Daisy,Williams,Mary Davis,NURS,5120,403,0,0,0,0,2,0,6,0,2,0,0,10
2020 - 2021,2021 Summer,GRAD,GRAD,Daisy,Williams,Mary Davis,NURS,5120,438,0,0,0,0,1,0,5,0,0,0,0,6
2020 - 2021,2021 Summer,GRAD,GRAD,Daniel,Squyres,"Ashlee Loewen, Julie Brinzo",NURS,5337,467,5,1,0,0,0,0,0,0,0,0,0,6
2020 - 2021,2021 Summer,GRAD,GRAD,Darla,Porter,Phyllis Wood,NURS,5660,469,0,0,0,0,0,0,10,0,0,0,0,10
2020 - 2021,2021 Summer,GRAD,GRAD,David,Coursey,,PAPP,5302,001,4,3,2,0,0,0,0,0,0,0,0,9
2020 - 2021,2021 Summer,GRAD,GRAD,David,Coursey,,PAPP,5320,500,47,16,8,0,0,3,0,0,4,0,0,78
2020 - 2021,2021 Summer,GRAD,GRAD,David,Levine,"Farnaz Farahanipad, Jason Jennings, Lu Zhang, Marnim Galib",CSE,6331,003,29,8,2,0,0,0,0,0,0,0,0,39
2020 - 2021,2021 Summer,GRAD,GRAD,David,Levine,"Farnaz Farahanipad, Jason Jennings, Lu Zhang, Marnim Galib",CSE,6331,004,26,8,3,0,0,0,0,0,1,0,0,38
2020 - 2021,2021 Summer,GRAD,GRAD,David,Levine,"Farnaz Farahanipad, Jason Jennings, Lu Zhang, Marnim Galib",CSE,6331,204,27,6,3,0,0,0,0,0,0,0,0,36
2020 - 2021,2021 Summer,GRAD,GRAD,David,Levine,"Farnaz Farahanipad, Jason Jennings, Lu Zhang, Mohammad Samiul Arshad",CSE,6331,001,9,5,3,0,0,0,0,0,0,0,0,17
2020 - 2021,2021 Summer,GRAD,GRAD,David,Messersmith,,ARCH,5331,001,6,5,1,1,0,0,0,0,0,0,0,13
2020 - 2021,2021 Summer,GRAD,GRAD,David,Quigley,,ECON,5322,001,10,0,0,0,0,0,0,0,0,0,0,10
2020 - 2021,2021 Summer,GRAD,GRAD,Dawn,Berger,Phyllis Wood,NURS,5660,452,0,0,0,0,0,0,11,0,0,0,0,11
2020 - 2021,2021 Summer,GRAD,GRAD,Dawn,McElvain,"Christie Ramirez, Sara Moore",NURS,5130,408,0,0,0,0,0,0,8,0,0,0,0,8
2020 - 2021,2021 Summer,GRAD,GRAD,De'An,Roper,,SOCW,5354,001,19,0,0,0,0,0,0,0,0,0,0,19
2020 - 2021,2021 Summer,GRAD,GRAD,De'An,Roper,,SOCW,5354,002,13,1,0,0,0,0,0,0,2,0,0,16
2020 - 2021,2021 Summer,GRAD,GRAD,De'An,Roper,,SOCW,5354,005,6,0,0,0,1,0,0,0,0,0,0,7
2020 - 2021,2021 Summer,GRAD,GRAD,Deanna,Cason,Phyllis Wood,NURS,5338,466,10,0,0,0,0,0,0,0,0,0,0,10
2020 - 2021,2021 Summer,GRAD,GRAD,Deborah,Behan,Donna Hamby,NURS,6390,401,7,3,0,0,0,0,0,0,0,0,0,10
2020 - 2021,2021 Summer,GRAD,GRAD,Deborah,Dumphy,"Ashlee Loewen, Julie Brinzo",NURS,5337,466,10,0,0,0,0,0,0,0,0,0,0,10
2020 - 2021,2021 Summer,GRAD,GRAD,Deborah,Lewis,,NURS,5335,400,5,38,23,0,0,0,0,0,0,0,0,66
2020 - 2021,2021 Summer,GRAD,GRAD,Deborah,Lewis,,NURS,5335,401,6,43,53,4,0,0,0,0,3,0,0,109
2020 - 2021,2021 Summer,GRAD,GRAD,Deborah,Lewis,Julie Brinzo,NURS,5337,455,8,2,0,0,0,0,0,0,0,0,0,10
2020 - 2021,2021 Summer,GRAD,GRAD,Deborah,Stewart,Aimee Dunnam,NURS,5650,003,0,0,0,0,0,0,7,0,0,0,0,7
2020 - 2021,2021 Summer,GRAD,GRAD,Deborah,Stewart,Phyllis Wood,NURS,5338,452,10,1,0,0,0,0,0,0,0,0,0,11
2020 - 2021,2021 Summer,GRAD,GRAD,Deborah,Williams,,LIST,5350,005,52,1,0,0,0,0,0,0,0,0,0,53
2020 - 2021,2021 Summer,GRAD,GRAD,Deborah,Williams,,LIST,5373,005,34,2,0,0,0,0,0,0,0,0,0,36
2020 - 2021,2021 Summer,GRAD,GRAD,Debra,Phillips,Mary Davis,NURS,5120,410,0,0,0,0,0,0,10,0,0,0,0,10
2020 - 2021,2021 Summer,GRAD,GRAD,Denise,Cauble,,NURS,5366,402,99,50,5,0,1,0,0,0,7,0,0,162
2020 - 2021,2021 Summer,GRAD,GRAD,Dennis,Chiessa,,ARCH,5670,002,3,6,0,0,0,0,0,0,0,0,0,9
2020 - 2021,2021 Summer,GRAD,GRAD,Derrelynn,Perryman,,SOCW,5311,002,10,1,1,0,0,0,0,0,0,0,0,12
2020 - 2021,2021 Summer,GRAD,GRAD,Derrelynn,Perryman,,SOCW,5311,003,16,1,1,0,2,1,0,0,2,0,0,23
2020 - 2021,2021 Summer,GRAD,GRAD,Derrelynn,Perryman,,SOCW,5316,007,3,7,0,0,0,0,0,0,0,0,0,10
2020 - 2021,2021 Summer,GRAD,GRAD,Derrelynn,Perryman,,SOCW,5316,008,1,9,0,0,0,0,0,0,0,0,0,10
2020 - 2021,2021 Summer,GRAD,GRAD,Diana,Pryor,,SOCW,5315,005,22,0,1,0,0,0,0,0,0,0,0,23
2020 - 2021,2021 Summer,GRAD,GRAD,Dianna,Jones,,SOCW,5303,008,6,2,1,0,0,0,0,0,1,0,0,10
2020 - 2021,2021 Summer,GRAD,GRAD,Dianna,Jones,,SOCW,5303,009,17,1,0,0,0,0,0,0,1,0,0,19
2020 - 2021,2021 Summer,GRAD,GRAD,Dianne,Ross,,NURS,6324,400,9,2,0,0,0,0,0,0,0,0,0,11
2020 - 2021,2021 Summer,GRAD,GRAD,Dolores,Aguilar,,NURS,5312,401,18,7,0,0,1,0,0,0,0,0,0,26
2020 - 2021,2021 Summer,GRAD,GRAD,Don,Kelly,,SOCW,5395,030,7,18,0,0,0,0,0,0,0,0,0,25
2020 - 2021,2021 Summer,GRAD,GRAD,Don,Kelly,,SOCW,5395,031,8,11,0,0,0,0,0,0,0,0,0,19
2020 - 2021,2021 Summer,GRAD,GRAD,Donald,Schuman,,SOCW,5392,001,9,3,0,0,0,0,0,0,0,0,0,12
2020 - 2021,2021 Summer,GRAD,GRAD,Donna,Bacchus,,NURS,5310,400,24,17,1,0,0,0,0,0,1,0,0,43
2020 - 2021,2021 Summer,GRAD,GRAD,Donna,Bacchus,,NURS,5310,401,21,21,1,0,1,0,0,0,2,0,0,46
2020 - 2021,2021 Summer,GRAD,GRAD,Donna,Bacchus,,NURS,5366,010,3,2,0,0,0,0,0,0,3,0,0,8
2020 - 2021,2021 Summer,GRAD,GRAD,Donna,Bacchus,,NURS,5367,010,10,5,0,0,0,0,0,0,0,0,0,15
2020 - 2021,2021 Summer,GRAD,GRAD,Donna,Hamby,"Aimee Dunnam, Cathryn Brown, Cynthia Casey, Deborah Behan, Elizabeth Welch, Essence Carter-Griffin, Jaci Mester, Jamie Roney, Jeannie Randall, John Gonzalez, Julie Brinzo, Katherine Hitchcock, Kristi Vaughn, Kristine Cope, Lynda Jarrell, Margaret Ernster,,",NURS,6620,400,0,0,0,0,0,0,34,0,0,0,0,34
2020 - 2021,2021 Summer,GRAD,GRAD,Donna,Hamby,"Cynthia Casey, Deborah Behan, Elizabeth Welch, Essence Carter-Griffin, Jamie Roney, Jeannie Randall, Katherine Hitchcock, Kristi Vaughn, Kristine Cope, Lynda Jarrell, Mary Schira, Michelle Hampton, Nancy Nagel, Patricia Plumer, Sandra Laird, Sara Moore, Sh",NURS,6621,400,0,0,0,0,0,0,23,0,0,0,0,23
2020 - 2021,2021 Summer,GRAD,GRAD,Donna,Martinez,,NURS,5645,451,0,0,0,0,0,0,6,0,0,0,0,6
2020 - 2021,2021 Summer,GRAD,GRAD,Dorothea,Ivey,,SOCW,5308,001,25,1,0,0,0,0,0,0,2,0,0,28
2020 - 2021,2021 Summer,GRAD,GRAD,Dorothea,Ivey,,SOCW,5308,002,29,0,0,0,0,0,0,0,0,0,0,29
2020 - 2021,2021 Summer,GRAD,GRAD,Dorothea,Ivey,,SOCW,5395,036,18,0,0,0,0,0,0,0,0,0,0,18
2020 - 2021,2021 Summer,GRAD,GRAD,Dukhyun,Kim,,EE,5309,001,6,0,0,0,0,0,0,0,0,0,0,6
2020 - 2021,2021 Summer,GRAD,GRAD,Edward,Nelson,,ARCH,5336,001,13,1,0,0,0,0,0,0,0,0,0,14
2020 - 2021,2021 Summer,GRAD,GRAD,Elanda,Douglas,Phyllis Wood,NURS,5338,468,10,1,0,0,0,0,0,0,0,0,0,11
2020 - 2021,2021 Summer,GRAD,GRAD,Elishia,Featherston,"Christie Ramirez, Sara Moore",NURS,5130,407,0,0,0,0,0,0,10,0,0,0,0,10
2020 - 2021,2021 Summer,GRAD,GRAD,Elizabeth,Diaz,"Nasim Shirvani Mahdavi, Teng Long",CSE,5334,001,48,1,1,0,0,0,0,0,0,0,0,50
2020 - 2021,2021 Summer,GRAD,GRAD,Elizabeth,Fuentes,,NURS,5120,003,0,0,0,0,1,0,7,0,1,0,0,9
2020 - 2021,2021 Summer,GRAD,GRAD,Elizabeth,Fuentes,Julie Brinzo,NURS,5337,456,8,1,0,0,0,0,0,0,1,0,0,10
2020 - 2021,2021 Summer,GRAD,GRAD,Elizabeth,Welch,Mary Davis,NURS,5120,425,0,0,0,0,1,0,8,0,0,0,0,9
2020 - 2021,2021 Summer,GRAD,GRAD,Ellen,Munsterman,Mary Davis,NURS,5120,426,0,0,0,0,1,0,6,0,1,0,0,8
2020 - 2021,2021 Summer,GRAD,GRAD,Emarely,Rosa Davila,,SOCW,5395,016,21,0,1,0,0,0,0,0,0,0,0,22
2020 - 2021,2021 Summer,GRAD,GRAD,Emarely,Rosa Davila,,SOCW,5395,022,24,1,0,0,0,0,0,0,0,0,0,25
2020 - 2021,2021 Summer,GRAD,GRAD,Emily,Evans,Phyllis Wood,NURS,5660,478,0,0,0,0,0,0,10,0,0,0,0,10
2020 - 2021,2021 Summer,GRAD,GRAD,Erica,Vance,"Christie Ramirez, Sara Moore",NURS,5130,411,0,0,0,0,0,0,10,0,0,0,0,10
2020 - 2021,2021 Summer,GRAD,GRAD,Ericka,Freeman,,SOCW,5307,003,20,4,0,0,0,0,0,0,0,0,0,24
2020 - 2021,2021 Summer,GRAD,GRAD,Ericka,Freeman,,SOCW,5307,010,24,1,1,0,0,0,0,0,0,0,0,26
2020 - 2021,2021 Summer,GRAD,GRAD,Erika,Diniz-Borkar,Patti Parker,NURS,5348,001,9,2,0,0,0,0,0,0,1,0,0,12
2020 - 2021,2021 Summer,GRAD,GRAD,Erin,Carlson,,KINE,5383,001,6,0,0,0,0,0,0,0,0,0,0,6
2020 - 2021,2021 Summer,GRAD,GRAD,Essence,Carter-Griffin,,NURS,6326,001,0,0,0,0,0,0,8,0,0,0,0,8
2020 - 2021,2021 Summer,GRAD,GRAD,Essence,Carter-Griffin,,NURS,6326,400,0,0,0,0,0,0,9,0,1,0,0,10
