Academic Year,Term,Academic Career,Course Career,Primary Instructor First Name,Primary Instructor Last Name,Non Primary Instructors,Subject,Catalog Number,Section Number,A,B,C,D,F,I,P,Q,W,Z,R,Total Grades
2022 - 2023,2023 Summer,GRAD,GRAD,Alison,Birch,Gabriela Guzman,MANA,5360,001,26,8,3,0,1,0,0,0,0,0,0,38
2022 - 2023,2023 Summer,GRAD,GRAD,Allison,Etchison,,SOCW,5301,002,11,2,2,0,2,0,0,0,1,0,0,18
2022 - 2023,2023 Summer,GRAD,GRAD,Allison,Etchison,,SOCW,5301,003,5,0,1,0,0,0,0,0,0,0,0,6
2022 - 2023,2023 Summer,GRAD,GRAD,Allison,Tuppeny,Kellie Kahveci,NURS,5315,401,1,34,66,12,5,0,0,0,30,0,0,148
2022 - 2023,2023 Summer,GRAD,GRAD,Amanda,Arizola,,SOCW,5363,010,17,1,1,0,2,0,0,0,0,0,0,21
2022 - 2023,2023 Summer,GRAD,GRAD,Amanda,Hassan,,SOCW,5312,001,18,0,0,0,0,0,0,0,0,0,0,18
2022 - 2023,2023 Summer,GRAD,GRAD,Amanda,Hassan,,SOCW,5323,001,26,2,0,0,0,0,0,0,1,0,0,29
2022 - 2023,2023 Summer,GRAD,GRAD,Amanda,Hassan,,SOCW,5326,001,5,1,0,0,1,0,0,0,1,0,0,8
2022 - 2023,2023 Summer,GRAD,GRAD,Amanda,Hassan,,SOCW,5395,003,17,0,0,0,0,0,0,0,0,0,0,17
2022 - 2023,2023 Summer,GRAD,GRAD,Amanda,Hassan,,SOCW,5395,015,18,0,0,0,0,0,0,0,0,0,0,18
2022 - 2023,2023 Summer,GRAD,GRAD,Amanda,Mendez,Phyllis Wood,NURS,5660,454,0,0,0,0,0,0,8,0,0,0,0,8
2022 - 2023,2023 Summer,GRAD,GRAD,Amanda,Olsen,,EDUC,5367,003,18,0,0,0,0,0,0,0,0,0,0,18
2022 - 2023,2023 Summer,GRAD,GRAD,Amanda,Olsen,,EDUC,5394,001,11,0,1,0,0,0,0,0,0,0,0,12
2022 - 2023,2023 Summer,GRAD,GRAD,Amanda,Olsen,,EDUC,5394,314,65,10,4,0,2,0,0,0,0,0,0,81
2022 - 2023,2023 Summer,GRAD,GRAD,Amandeep,Dhaliwal,,PSYC,6300,001,7,0,0,0,0,0,0,0,0,0,0,7
2022 - 2023,2023 Summer,GRAD,GRAD,Ambra,Green,,SPED,5313,001,3,3,0,0,0,0,0,0,0,0,0,6
2022 - 2023,2023 Summer,GRAD,GRAD,Amy,Lunsford,Mary Davis,NURS,5120,441,0,0,0,0,0,0,6,0,0,0,0,6
2022 - 2023,2023 Summer,GRAD,GRAD,Amy,Winslow,"Christie Ramirez, Courtney Werner",NURS,5130,411,0,0,0,0,0,0,8,0,0,0,0,8
2022 - 2023,2023 Summer,GRAD,GRAD,Anamarina,Jarecke,"Angela Miller, Courtney Werner",NURS,5130,438,0,0,0,0,0,0,7,0,0,0,0,7
2022 - 2023,2023 Summer,GRAD,GRAD,Anamarina,Jarecke,"Christie Ramirez, Courtney Werner",NURS,5130,402,0,0,0,0,0,0,10,0,0,0,0,10
2022 - 2023,2023 Summer,GRAD,GRAD,Angela,Hall,,SOCW,5308,001,26,0,1,0,0,0,0,0,0,0,0,27
2022 - 2023,2023 Summer,GRAD,GRAD,Angela,Miller,Courtney Werner,NURS,5130,413,0,0,0,0,0,0,6,0,0,0,0,6
2022 - 2023,2023 Summer,GRAD,GRAD,Angelisse,Martinez,Patti Parker,NURS,5462,400,1,9,5,0,0,0,0,0,0,0,0,15
2022 - 2023,2023 Summer,GRAD,GRAD,Ann,Hunt,,SOCW,5308,008,8,6,0,0,0,0,0,0,0,0,0,14
2022 - 2023,2023 Summer,GRAD,GRAD,Anne,Daly,,LIST,5325,005,42,0,0,0,0,0,0,0,0,0,0,42
2022 - 2023,2023 Summer,GRAD,GRAD,Anne,Daly,,LIST,5345,005,28,0,0,0,0,0,0,0,0,0,0,28
2022 - 2023,2023 Summer,GRAD,GRAD,Ashlee,Loewen,Julie Brinzo,NURSG,5337,451,6,0,0,0,0,0,0,0,0,0,0,6
2022 - 2023,2023 Summer,GRAD,GRAD,Ashley,Pree,Phyllis Wood,NURS,5338,457,8,0,0,0,0,0,0,0,0,0,0,8
2022 - 2023,2023 Summer,GRAD,GRAD,Ashley,Walters,Mary Davis,NURS,5120,405,0,0,0,0,0,0,10,0,0,0,0,10
2022 - 2023,2023 Summer,GRAD,GRAD,Ashley,Walters,Mary Davis,NURS,5120,438,0,0,0,0,0,0,7,0,0,0,0,7
2022 - 2023,2023 Summer,GRAD,GRAD,Atieno,Amadi,Mansour Alzaidalsharif,INSY,5375,001,5,3,0,0,0,0,0,0,0,0,0,8
2022 - 2023,2023 Summer,GRAD,GRAD,Audrey,Collins,Phyllis Wood,NURS,5338,462,7,1,0,0,0,0,0,0,0,0,0,8
2022 - 2023,2023 Summer,GRAD,GRAD,Barbara,Taylor,Phyllis Wood,NURSG,5660,450,0,0,0,0,0,0,6,0,0,0,0,6
2022 - 2023,2023 Summer,GRAD,GRAD,Bethany,Brown,,SOCW,5358,005,7,6,0,0,0,0,0,0,0,0,0,13
2022 - 2023,2023 Summer,GRAD,GRAD,Bethany,McClean,Julie Brinzo,NURS,5337,456,7,0,0,0,0,0,0,0,0,0,0,7
2022 - 2023,2023 Summer,GRAD,GRAD,Bethany,McClean,Mary Davis,NURS,5120,408,0,0,0,0,0,0,10,0,0,0,0,10
2022 - 2023,2023 Summer,GRAD,GRAD,Bethany,McClean,Mary Davis,NURS,5120,428,0,0,0,0,0,0,9,0,1,0,0,10
2022 - 2023,2023 Summer,GRAD,GRAD,Betty,Brown-Trask,Phyllis Wood,NURS,5660,458,0,0,0,0,0,0,6,0,0,0,0,6
2022 - 2023,2023 Summer,GRAD,GRAD,Bhanu,Jain,Haiqi Zhang,CSE,5331,980,21,13,0,0,0,0,0,0,0,0,0,34
2022 - 2023,2023 Summer,GRAD,GRAD,Bhanu,Jain,"Sanjivni Rana, Tulasi Nakka",CSE,5330,001,16,4,0,0,0,0,0,0,0,0,0,20
2022 - 2023,2023 Summer,GRAD,GRAD,Bhanu,Jain,Sujit Maharjan,CSE,5311,980,31,3,0,0,0,0,0,0,0,0,0,34
2022 - 2023,2023 Summer,GRAD,GRAD,Bhanu,Jain,Tulasi Nakka,CSE,5331,001,10,22,0,0,0,0,0,0,0,0,0,32
2022 - 2023,2023 Summer,GRAD,GRAD,Bonita,Dockery,,SOCW,5369,001,15,5,3,0,1,0,0,0,0,0,0,24
2022 - 2023,2023 Summer,GRAD,GRAD,Brandi,Pitcox,Martha Yee,NURS,5466,400,7,2,0,0,0,0,0,0,0,0,0,9
2022 - 2023,2023 Summer,GRAD,GRAD,Candace,Lafferty,,EDUC,5305,005,18,10,0,0,0,0,0,0,0,0,0,28
2022 - 2023,2023 Summer,GRAD,GRAD,Candace,Lafferty,,EDUC,5305,314,69,5,5,0,1,1,0,0,0,0,0,81
2022 - 2023,2023 Summer,GRAD,GRAD,Candida,Constantine,,NURS,5342,400,42,0,0,0,0,0,0,0,0,0,0,42
2022 - 2023,2023 Summer,GRAD,GRAD,Candida,Constantine,,NURS,5343,400,41,1,1,0,0,0,0,0,0,0,0,43
2022 - 2023,2023 Summer,GRAD,GRAD,Candida,Constantine,,NURSG,5342,400,6,0,0,0,0,0,0,0,0,0,0,6
2022 - 2023,2023 Summer,GRAD,GRAD,Carlton,Rojas,Sayda Major,NURS,5640,456,0,0,0,0,0,0,8,0,0,0,0,8
2022 - 2023,2023 Summer,GRAD,GRAD,Casey,Brown,,EDAD,6342,001,8,1,0,0,0,0,0,0,0,0,0,9
2022 - 2023,2023 Summer,GRAD,GRAD,Catherine,Robert,,EDAD,6392,001,6,0,0,0,0,0,0,0,0,0,0,6
2022 - 2023,2023 Summer,GRAD,GRAD,Cathryn,Brown,Cynthia Casey,NURS,6327,400,9,6,2,0,0,0,0,0,0,0,0,17
2022 - 2023,2023 Summer,GRAD,GRAD,Chandra,Thompson-Donahue,,SOCW,5303,006,18,4,0,0,0,0,0,0,0,0,0,22
2022 - 2023,2023 Summer,GRAD,GRAD,Chandra,Thompson-Donahue,,SOCW,5367,011,4,4,0,0,0,0,0,0,0,0,0,8
2022 - 2023,2023 Summer,GRAD,GRAD,Charles,Miller,,BLAW,5332,001,4,4,0,0,0,0,0,0,0,0,0,8
2022 - 2023,2023 Summer,GRAD,GRAD,Chava,Rousch-Carlisle,,SOCW,5367,009,14,2,0,0,0,0,0,0,0,0,0,16
2022 - 2023,2023 Summer,GRAD,GRAD,Cheryl,Gordon,Mary Davis,NURS,5120,407,0,0,0,0,0,0,9,0,0,0,0,9
2022 - 2023,2023 Summer,GRAD,GRAD,Cheryl,Mitchell,Mary Davis,NURS,5120,404,0,0,0,0,1,0,8,0,0,0,0,9
2022 - 2023,2023 Summer,GRAD,GRAD,Cheryl,Mitchell,Mary Davis,NURS,5120,436,0,0,0,0,0,0,10,0,0,0,0,10
2022 - 2023,2023 Summer,GRAD,GRAD,Chinyere,Emeh,Mary Davis,NURS,5120,402,0,0,0,0,1,0,8,0,0,0,0,9
2022 - 2023,2023 Summer,GRAD,GRAD,Christy,Spivey,,ECON,5333,006,8,2,0,0,0,1,0,0,0,0,0,11
2022 - 2023,2023 Summer,GRAD,GRAD,Chunke,Su,,MANA,5320,070,85,27,10,0,0,0,0,0,0,0,0,122
2022 - 2023,2023 Summer,GRAD,GRAD,Chunke,Su,,MANA,5320,071,42,12,3,0,0,3,0,0,0,0,0,60
2022 - 2023,2023 Summer,GRAD,GRAD,Chunke,Su,,MANA,5320,072,45,11,3,0,0,3,0,0,0,0,0,62
2022 - 2023,2023 Summer,GRAD,GRAD,Cindy,Joffrion Moss,Phyllis Wood,NURS,5660,456,0,0,0,0,0,0,8,0,0,0,0,8
2022 - 2023,2023 Summer,GRAD,GRAD,Collin,Naugher,,NURS,5467,400,12,1,0,0,0,0,0,0,0,0,0,13
2022 - 2023,2023 Summer,GRAD,GRAD,Cortlyn,Elshire,Mary Davis,NURS,5120,401,0,0,0,0,0,0,8,0,1,0,0,9
2022 - 2023,2023 Summer,GRAD,GRAD,Courtney,Werner,,NURS,5130,001,0,0,0,0,0,0,8,0,0,0,0,8
2022 - 2023,2023 Summer,GRAD,GRAD,Courtney,Werner,,NURS,5220,402,37,26,2,0,0,0,0,0,1,0,0,66
2022 - 2023,2023 Summer,GRAD,GRAD,Courtney,Werner,,NURS,5465,400,2,8,0,0,0,0,0,0,0,0,0,10
2022 - 2023,2023 Summer,GRAD,GRAD,Cristina,Winters,Phyllis Wood,NURS,5338,467,7,1,0,0,0,0,0,0,0,0,0,8
2022 - 2023,2023 Summer,GRAD,GRAD,Cynthia,Garrett,,NURS,5312,401,4,6,0,0,0,0,0,0,0,0,0,10
2022 - 2023,2023 Summer,GRAD,GRAD,Cynthia,Laborde,,MODL,5301,001,0,0,0,0,0,0,9,0,0,0,0,9
2022 - 2023,2023 Summer,GRAD,GRAD,Da'Joya,Barnes,"Jeremeka McBride, Kelle White",SOCW,5485,001,42,2,0,0,0,0,0,0,0,0,0,44
2022 - 2023,2023 Summer,GRAD,GRAD,Da'Joya,Barnes,"Jeremeka McBride, Kelle White",SOCW,5486,001,42,2,0,0,0,0,0,0,1,0,0,45
2022 - 2023,2023 Summer,GRAD,GRAD,Daisha,Cipher,,NURS,5388,400,6,2,1,0,1,0,0,0,1,0,0,11
2022 - 2023,2023 Summer,GRAD,GRAD,Daisha,Cipher,,NURS,5388,401,17,8,2,0,0,0,0,0,2,0,0,29
2022 - 2023,2023 Summer,GRAD,GRAD,Daisy,Williams,Mary Davis,NURS,5120,406,0,0,0,0,2,0,7,0,1,0,0,10
2022 - 2023,2023 Summer,GRAD,GRAD,Daisy,Williams,Mary Davis,NURS,5120,439,0,0,0,0,1,0,9,0,0,0,0,10
2022 - 2023,2023 Summer,GRAD,GRAD,Daniel,Robinson,,EDUC,5368,001,10,6,1,0,0,0,0,0,0,0,0,17
2022 - 2023,2023 Summer,GRAD,GRAD,David,Coursey,,PAPP,5302,001,9,3,0,0,0,1,0,0,0,0,0,13
2022 - 2023,2023 Summer,GRAD,GRAD,David,Coursey,,PAPP,5320,500,36,24,2,0,0,0,0,0,1,0,0,63
2022 - 2023,2023 Summer,GRAD,GRAD,David,Levine,,CSE,5191,001,0,0,0,0,0,0,14,0,0,0,0,14
2022 - 2023,2023 Summer,GRAD,GRAD,David,Levine,,CSE,5192,003,0,0,0,0,0,0,6,0,0,0,0,6
2022 - 2023,2023 Summer,GRAD,GRAD,David,Levine,,DASC,5191,001,0,0,0,0,0,0,9,0,0,0,0,9
2022 - 2023,2023 Summer,GRAD,GRAD,David,Levine,Lin Sun,CSE,6332,970,20,8,4,0,1,0,0,0,0,0,0,33
2022 - 2023,2023 Summer,GRAD,GRAD,David,Levine,Minh Tram,CSE,6332,002,20,13,3,0,0,0,0,0,0,0,0,36
2022 - 2023,2023 Summer,GRAD,GRAD,David,Levine,Paul Agbaje,CSE,6332,003,12,5,3,3,0,0,0,0,0,0,0,23
2022 - 2023,2023 Summer,GRAD,GRAD,David,Levine,Srinivasan Murali,CSE,5191,001,0,0,0,0,0,0,93,0,0,0,0,93
2022 - 2023,2023 Summer,GRAD,GRAD,David,Messersmith,,ARCH,5331,001,8,6,0,0,0,0,0,0,0,0,0,14
2022 - 2023,2023 Summer,GRAD,GRAD,David,Rakowski,Elia Salvador,FINA,5334,001,21,2,0,0,0,0,0,0,0,0,0,23
2022 - 2023,2023 Summer,GRAD,GRAD,Dawn,Berger,Phyllis Wood,NURS,5660,459,0,0,0,0,0,0,8,0,0,0,0,8
2022 - 2023,2023 Summer,GRAD,GRAD,Dawn,McElvain,"Angela Miller, Courtney Werner",NURS,5130,437,0,0,0,0,0,0,10,0,0,0,0,10
2022 - 2023,2023 Summer,GRAD,GRAD,Dawnetta,Smith,"Christie Eckler, Da'Joya Barnes, Donna Davis, Haydee Hall, Keiana Crain, Kendra Tevis, Kenshara Cravens, Lorie White, Maresia Davis, Michelle Young, Monica Brown, Natalie Mangham, Patrice Green, Taren Allen, Toykesha Howard, Zerita Hall",SOCW,5483,001,291,5,1,0,0,0,0,0,0,0,0,297
2022 - 2023,2023 Summer,GRAD,GRAD,Deanna,Cason,Phyllis Wood,NURS,5338,463,8,0,0,0,0,0,0,0,0,0,0,8
2022 - 2023,2023 Summer,GRAD,GRAD,Deborah,Behan,,NURS,5367,010,5,4,0,0,0,0,0,0,0,0,0,9
2022 - 2023,2023 Summer,GRAD,GRAD,Deborah,Behan,,NURS,6333,400,0,0,0,0,0,0,6,0,0,0,0,6
2022 - 2023,2023 Summer,GRAD,GRAD,Deborah,Behan,"Amber Arnold, Jan Phillips",NURS,6320,400,10,5,0,0,1,0,0,0,0,0,0,16
2022 - 2023,2023 Summer,GRAD,GRAD,Deborah,Lewis,,NURS,5433,400,0,15,18,1,0,0,0,0,6,0,0,40
2022 - 2023,2023 Summer,GRAD,GRAD,Deborah,Stewart,Phyllis Wood,NURS,5338,452,8,0,0,0,0,0,0,0,0,0,0,8
2022 - 2023,2023 Summer,GRAD,GRAD,Deborah,Williams,,LIST,5350,005,5,1,0,0,0,0,0,0,0,0,0,6
2022 - 2023,2023 Summer,GRAD,GRAD,Deborah,Williams,,LIST,5373,005,26,3,0,0,0,0,0,0,0,0,0,29
2022 - 2023,2023 Summer,GRAD,GRAD,Debra,Phillips,,NURS,5339,400,11,0,0,0,0,0,0,0,0,0,0,11
2022 - 2023,2023 Summer,GRAD,GRAD,Denise,Cauble,Michelle Hampton,NURS,5366,400,32,6,0,0,0,0,0,0,2,0,0,40
2022 - 2023,2023 Summer,GRAD,GRAD,Denise,Cauble,Michelle Hampton,NURS,5366,402,80,23,3,0,0,0,0,0,7,0,0,113
2022 - 2023,2023 Summer,GRAD,GRAD,Dennis,Chiessa,,ARCH,5311,102,6,1,0,0,0,0,0,0,0,0,0,7
2022 - 2023,2023 Summer,GRAD,GRAD,Derelle,Walker,,SOCW,5307,010,7,3,0,0,0,0,0,0,0,0,0,10
2022 - 2023,2023 Summer,GRAD,GRAD,Derrelynn,Perryman,,SOCW,5316,001,10,1,0,0,0,0,0,0,0,0,0,11
2022 - 2023,2023 Summer,GRAD,GRAD,Destiney,Kinsey,,SOCW,5370,002,17,0,0,0,0,0,0,0,2,0,0,19
2022 - 2023,2023 Summer,GRAD,GRAD,Destiny,Davis,,SOCW,5369,005,6,6,0,0,0,0,0,0,0,0,0,12
2022 - 2023,2023 Summer,GRAD,GRAD,Diana,Pryor,,SOCW,5315,005,18,4,1,0,1,0,0,0,0,0,0,24
2022 - 2023,2023 Summer,GRAD,GRAD,Diane,Allen,,LARC,5668,001,0,0,0,0,0,0,7,0,0,0,0,7
2022 - 2023,2023 Summer,GRAD,GRAD,Diane,St Pierre Runnels,Mary Davis,NURS,5120,413,0,0,0,0,0,0,6,0,1,0,0,7
2022 - 2023,2023 Summer,GRAD,GRAD,Dianne,Ross,"Kristine Cope, Sharon Blackerby",NURS,6324,400,23,4,1,0,0,0,0,0,0,0,0,28
2022 - 2023,2023 Summer,GRAD,GRAD,Don,Kelly,,SOCW,5395,005,15,1,0,0,0,0,0,0,0,0,0,16
2022 - 2023,2023 Summer,GRAD,GRAD,Don,Kelly,,SOCW,5395,006,11,2,0,0,0,0,0,0,0,0,0,13
2022 - 2023,2023 Summer,GRAD,GRAD,Donald,Gatzke,,ARCH,5395,102,5,1,1,0,0,0,0,0,0,0,0,7
2022 - 2023,2023 Summer,GRAD,GRAD,Donald,Schuman,,SOCW,5354,003,24,0,0,0,0,0,0,0,0,0,0,24
2022 - 2023,2023 Summer,GRAD,GRAD,Donald,Schuman,,SOCW,5354,005,19,5,0,0,0,0,0,0,0,0,0,24
2022 - 2023,2023 Summer,GRAD,GRAD,Donna,Bacchus,,NURS,5310,400,9,4,0,0,0,0,0,0,1,0,0,14
2022 - 2023,2023 Summer,GRAD,GRAD,Donna,Bacchus,,NURS,5310,401,17,7,0,0,0,0,0,0,3,0,0,27
2022 - 2023,2023 Summer,GRAD,GRAD,Donnie,Reece,,ARCH,5357,001,5,1,0,0,0,0,0,0,1,0,0,7
2022 - 2023,2023 Summer,GRAD,GRAD,Doreen,Plony,,LIST,5326,005,19,1,1,0,0,0,0,0,0,0,0,21
2022 - 2023,2023 Summer,GRAD,GRAD,Dorothea,Ivey,,SOCW,5395,008,19,0,0,0,0,0,0,0,0,0,0,19
2022 - 2023,2023 Summer,GRAD,GRAD,Edward,Nelson,,ARCH,5336,001,15,0,0,0,0,0,0,0,1,0,0,16
2022 - 2023,2023 Summer,GRAD,GRAD,Edward,Rincon,,MARK,5350,031,4,2,0,0,0,0,0,0,0,0,0,6
2022 - 2023,2023 Summer,GRAD,GRAD,Elanda,Douglas,Julie Brinzo,NURS,5337,455,6,0,0,0,0,0,0,0,0,0,0,6
2022 - 2023,2023 Summer,GRAD,GRAD,Elizabeth,Diaz,"Amosh Sapkota, Chaowei Wang",CSE,5335,002,32,23,0,0,0,0,0,0,1,0,0,56
2022 - 2023,2023 Summer,GRAD,GRAD,Elizabeth,Diaz,"Amosh Sapkota, Md Ashaduzzaman Rubel Mondol",CSE,5334,001,31,32,0,0,0,0,0,0,0,0,0,63
2022 - 2023,2023 Summer,GRAD,GRAD,Elizabeth,Diaz,"Amosh Sapkota, Youngtak Cho",CSE,5335,001,6,47,0,0,0,0,0,0,0,0,0,53
2022 - 2023,2023 Summer,GRAD,GRAD,Elizabeth,Fuentes,Gigi Thomas,NURS,5120,002,0,0,0,0,0,0,5,0,1,0,0,6
2022 - 2023,2023 Summer,GRAD,GRAD,Elizabeth,Fuentes,Julie Brinzo,NURS,5337,453,5,2,0,0,0,0,0,0,1,0,0,8
2022 - 2023,2023 Summer,GRAD,GRAD,Elizabeth,Welch,Mary Davis,NURS,5120,409,0,0,0,0,1,0,9,0,0,0,0,10
2022 - 2023,2023 Summer,GRAD,GRAD,Emarely,Rosa Davila,,SOCW,5395,024,7,5,0,0,0,0,0,0,0,0,0,12
2022 - 2023,2023 Summer,GRAD,GRAD,Emarely,Rosa Davila,,SOCW,5395,040,15,1,0,0,0,0,0,0,0,0,0,16
2022 - 2023,2023 Summer,GRAD,GRAD,Emily,Fox,Kellie Kahveci,NURS,5315,400,7,40,29,2,2,0,0,0,17,0,0,97
2022 - 2023,2023 Summer,GRAD,GRAD,Emily,Fox,Kellie Kahveci,NURSC,5315,400,1,4,4,0,1,0,0,0,4,0,0,14
2022 - 2023,2023 Summer,GRAD,GRAD,Emily,Fox,Kellie Kahveci,NURSG,5315,400,0,4,7,1,1,0,0,0,5,0,0,18
2022 - 2023,2023 Summer,GRAD,GRAD,Erica,Vance,"Christie Ramirez, Courtney Werner",NURS,5130,409,0,0,0,0,0,0,10,0,0,0,0,10
2022 - 2023,2023 Summer,GRAD,GRAD,Ericka,Roland,,EDAD,5360,001,10,1,0,0,0,0,0,0,0,0,0,11
2022 - 2023,2023 Summer,GRAD,GRAD,Ericka,Roland,,EDAD,6392,002,14,0,0,0,0,0,0,0,0,0,0,14
2022 - 2023,2023 Summer,GRAD,GRAD,Erika,Diniz-Borkar,"Kellie Kahveci, Veronica Cedillo",NURS,5645,452,0,0,0,0,0,0,8,0,0,0,0,8
2022 - 2023,2023 Summer,GRAD,GRAD,Esteban,Aguirre,Sayda Major,NURS,5640,455,0,0,0,0,0,0,6,0,0,0,0,6
2022 - 2023,2023 Summer,GRAD,GRAD,Faheem,Ohri,,SOCW,5308,002,14,14,0,0,0,0,0,0,1,0,0,29
2022 - 2023,2023 Summer,GRAD,GRAD,Faheem,Ohri,,SOCW,5308,006,8,6,2,0,0,0,0,0,0,0,0,16
2022 - 2023,2023 Summer,GRAD,GRAD,Faheem,Ohri,,SOCW,5313,001,20,1,1,0,0,0,0,0,2,0,0,24
2022 - 2023,2023 Summer,GRAD,GRAD,Fred,Miao,,EMBA,5199,001,6,4,0,0,0,0,0,0,0,0,0,10
2022 - 2023,2023 Summer,GRAD,GRAD,Frederick,Engram,,EDAD,5380,001,12,2,0,0,0,0,0,0,0,0,0,14
2022 - 2023,2023 Summer,GRAD,GRAD,George,Benson,,EMBA,5111,001,6,4,0,0,0,0,0,0,0,0,0,10
2022 - 2023,2023 Summer,GRAD,GRAD,Gigi,Thomas,,NURS,5120,001,0,0,0,0,0,0,8,0,0,0,0,8
2022 - 2023,2023 Summer,GRAD,GRAD,Gigi,Thomas,,NURS,5220,002,15,0,0,0,0,0,0,0,0,0,0,15
2022 - 2023,2023 Summer,GRAD,GRAD,Gilda,Ebanks,,SOCW,5395,004,14,2,0,0,0,0,0,0,0,0,0,16
2022 - 2023,2023 Summer,GRAD,GRAD,Gilda,Ebanks,,SOCW,5395,033,11,0,0,0,1,0,0,0,0,0,0,12
2022 - 2023,2023 Summer,GRAD,GRAD,Giridhar,Amaravadi,Fadul Sikder,CSE,5325,001,58,0,0,0,0,0,0,0,0,0,0,58
2022 - 2023,2023 Summer,GRAD,GRAD,Giridhar,Amaravadi,Fadul Sikder,CSE,5325,002,56,3,0,0,0,0,0,0,0,0,0,59
2022 - 2023,2023 Summer,GRAD,GRAD,Heather,Gerarde,Phyllis Wood,NURS,5660,465,0,0,0,0,0,0,8,0,0,0,0,8
2022 - 2023,2023 Summer,GRAD,GRAD,Hui,Cao,,ECON,5313,070,54,7,0,0,0,0,0,0,0,0,0,61
2022 - 2023,2023 Summer,GRAD,GRAD,Immaculate,Okeyo,Jacqueline Michael,NURS,5324,002,7,0,0,0,0,0,0,0,0,0,0,7
2022 - 2023,2023 Summer,GRAD,GRAD,Ioannis,Schizas,,EE,5191,001,0,0,0,0,0,0,26,0,0,0,0,26
2022 - 2023,2023 Summer,GRAD,GRAD,Jaclyn,Kirsch,,SOCW,5344,001,4,1,1,0,0,0,0,0,0,0,0,6
2022 - 2023,2023 Summer,GRAD,GRAD,Jaclyn,Kirsch,,SOCW,5344,003,3,7,1,0,0,0,0,0,0,0,0,11
2022 - 2023,2023 Summer,GRAD,GRAD,Jaclyn,Kirsch,,SOCW,5344,004,6,3,1,0,0,0,0,0,0,0,0,10
2022 - 2023,2023 Summer,GRAD,GRAD,James,Lavelle,,MANA,5340,070,35,5,2,0,0,1,0,0,0,0,0,43
2022 - 2023,2023 Summer,GRAD,GRAD,Janelle,Traylor,Phyllis Wood,NURS,5338,451,5,1,0,0,0,0,0,0,0,0,0,6
2022 - 2023,2023 Summer,GRAD,GRAD,Janet,Finch,,SOCW,5395,007,7,2,0,0,0,0,0,0,0,0,0,9
2022 - 2023,2023 Summer,GRAD,GRAD,Jaquetta,Reeves,Phyllis Wood,NURS,5338,456,7,1,0,0,0,0,0,0,0,0,0,8
2022 - 2023,2023 Summer,GRAD,GRAD,Jayarajan,Samuel,,INSY,5379,001,11,0,0,0,0,0,0,0,0,0,0,11
2022 - 2023,2023 Summer,GRAD,GRAD,Jeanette,Blankenship,,NURS,5360,400,21,0,0,0,0,0,0,0,0,0,0,21
2022 - 2023,2023 Summer,GRAD,GRAD,Jeffrey,McGee,,HCAD,5390,040,3,4,0,0,0,0,0,0,0,0,0,7
